,day,start_time,end_time,focal,partner,partner_avoid...Y.N.,avoid_success...Y.N.,male_abort...Y.N.,behaviour,notes,patch_focal,treatment,patch_partner,partner_sex
43,1,8:26:36 AM,,",3",",2",,,,mount,,E,isolated,F,male
44,1,8:26:45 AM,,",4","0,",n,NA,y,mount,,G,isolated,I,female
45,1,8:27:09 AM,,",3",",2",,,,mount,,E,isolated,F,male
46,1,8:27:24 AM,,",8",",3",,,,mount,,H,isolated,E,male
47,1,8:27:52 AM,,",2",",8",,,,mount,,F,isolated,H,male
48,1,8:28:00 AM,,",3",",2",,,,mount,,E,isolated,F,male
49,1,8:28:02 AM,,",3",",2",,,,mount,,E,isolated,F,male
50,1,8:30:17 AM,,",9",",2",,,,mount,,A,social,F,male
51,1,8:30:26 AM,,",3",",9",,,,mount,,E,isolated,A,male
52,1,8:31:04 AM,,",3",",9",,,,mount,,E,isolated,A,male
53,1,8:31:11 AM,,",2",",3",,,,mount,,F,isolated,E,male
54,1,8:32:46 AM,8:33:11 AM,",2","6,",n,NA,n,insemination,,F,isolated,N,female
55,1,8:34:50 AM,,",3",",2",,,,mount,,E,isolated,F,male
56,1,8:35:37 AM,8:36:08 AM,",4","5,",n,NA,n,insemination,,G,isolated,M,female
57,1,8:38:22 AM,8:38:50 AM,",2","8,",n,NA,n,insemination,,F,isolated,P,female
58,1,8:39:47 AM,,",2",",3",,,,mount,,F,isolated,E,male
59,1,8:40:06 AM,,",8",",1",,,,mount,,H,isolated,C,male
60,1,8:40:30 AM,8:41:16 AM,",7","0,",n,NA,n,insemination,,D,social,I,female
61,1,8:41:26 AM,,",2",",3",,,,mount,,F,isolated,E,male
62,1,8:42:44 AM,,",3",",9",,,,mount,,E,isolated,A,male
63,1,8:42:55 AM,,",2","8,",y,n,y,mount,,F,isolated,P,female
64,1,8:43:56 AM,,",9",",2",,,,mount,,A,social,F,male
65,1,8:44:15 AM,,",3",",9",,,,mount,,E,isolated,A,male
66,1,8:49:14 AM,,",2",",8",,,,mount,,F,isolated,H,male
67,1,8:53:57 AM,,",3",",9",,,,mount,,E,isolated,A,male
68,1,8:54:13 AM,,",2",",9",,,,mount,,F,isolated,A,male
69,1,8:54:50 AM,,",7","0,",n,NA,n,insemination,,D,social,I,female
70,1,9:00:59 AM,,",8",",1",,,,mount,,H,isolated,C,male
71,1,9:04:19 AM,,",5","4,",n,NA,y,mount,,B,social,L,female
72,1,9:04:42 AM,,",8","3,",n,NA,y,mount,,H,isolated,K,female
73,1,9:05:48 AM,,",4","5,",n,NA,y,mount,,G,isolated,M,female
74,1,9:06:04 AM,,",4","5,",n,NA,y,mount,,G,isolated,M,female
75,1,9:11:27 AM,,",2",",3",,,,mount,,F,isolated,E,male
76,1,9:15:16 AM,9:16:14 AM,",5","4,",n,NA,n,insemination,,B,social,L,female
77,1,9:19:54 AM,,",3",",2",,,,mount,,E,isolated,F,male
78,1,9:22:46 AM,9:23:24 AM,",7","5,",n,NA,n,insemination,,D,social,M,female
79,1,9:23:09 AM,,",4",",7",,,,mount,,G,isolated,D,male
80,1,9:24:50 AM,,",4",",7",,,,mount,,G,isolated,D,male
81,1,9:43:26 AM,9:44:01 AM,",5","4,",n,NA,n,insemination,,B,social,L,female
82,1,9:48:55 AM,,",8","3,",n,NA,y,mount,,H,isolated,K,female
83,1,10:03:53 AM,,",9",",2",,,,mount,,A,social,F,male
84,1,10:04:01 AM,,",3",",9",,,,mount,,E,isolated,A,male
85,1,10:29:46 AM,,",2","6,",y,y,NA,mount,,F,isolated,N,female
86,1,10:29:57 AM,,",2","6,",n,NA,y,mount,,F,isolated,N,female
87,1,10:30:14 AM,,",2","6,",y,y,NA,mount,,F,isolated,N,female
88,1,10:51:35 AM,,",8","4,",y,y,NA,mount,,H,isolated,L,female
89,1,10:51:39 AM,,",3",",8",,,,mount,,E,isolated,H,male
90,1,10:52:27 AM,10:52:45 AM,",2","4,",y,n,n,insemination,,F,isolated,L,female
91,1,10:53:24 AM,,",2","4,",y,y,NA,mount,,F,isolated,L,female
92,1,11:00:48 AM,11:02:00 AM,",3","4,",n,NA,n,insemination,,E,isolated,L,female
93,1,11:03:40 AM,,",9",",3",,,,mount,,A,social,E,male
94,1,11:07:14 AM,11:07:46 AM,",9","6,",n,NA,N,insemination,,A,social,N,female
95,1,11:09:25 AM,,",3",",9",,,,mount,,E,isolated,A,male
96,1,11:12:52 AM,,",9","4,",Y,Y,NA,mount,,A,social,L,female
97,1,11:15:49 AM,,",9",",2",,,,mount,,A,social,F,male
98,1,11:20:08 AM,,",3",",2",,,,mount,,E,isolated,F,male
99,1,11:20:29 AM,,",9",",2",,,,mount,,A,social,F,male
100,1,11:26:38 AM,11:27:05 AM,",4","0,",n,NA,n,insemination,,G,isolated,I,female
101,1,11:28:06 AM,,",4",",7",,,,mount,,G,isolated,D,male
102,1,11:28:32 AM,,",8",",9",,,,mount,,H,isolated,A,male
103,1,11:28:41 AM,11:28:55 AM,",9","3,",n,NA,n,insemination,,A,social,K,female
104,1,11:30:08 AM,,",3",",8",,,,mount,,E,isolated,H,male
105,1,11:30:15 AM,,",3",",8",,,,mount,,E,isolated,H,male
106,1,11:31:52 AM,,",3","3,",y,n,y,mount,,E,isolated,K,female
107,1,11:35:18 AM,,",1",",9",,,,mount,,C,social,A,male
108,1,11:35:27 AM,,",8",",3",,,,mount,,H,isolated,E,male
109,1,11:35:54 AM,11:36:44 AM,",1",",3",n,NA,n,insemination,,C,social,E,male
110,1,11:36:58 AM,,",5","8,",n,NA,y,mount,,B,social,P,female
111,1,11:39:25 AM,,",3",",9",,,,mount,,E,isolated,A,male
112,1,11:50:24 AM,11:50:45 AM,",4","5,",y,n,n,insemination,,G,isolated,M,female
113,1,11:50:56 AM,,",7",",4",,,,mount,,D,social,G,male
114,1,11:52:51 AM,,",4","5,",y,y,NA,mount,,G,isolated,M,female
115,1,11:57:23 AM,,",4","7,",y,y,NA,mount,,G,isolated,O,female
116,1,12:04:25 PM,,",4","7,",y,y,NA,mount,,G,isolated,O,female
117,1,12:05:00 PM,12:05:16 PM,",7","5,",y,n,n,insemination,,D,social,M,female
118,1,12:06:30 PM,,",4",",7",,,,mount,,G,isolated,D,male
119,1,12:06:37 PM,,",4",",7",,,,mount,,G,isolated,D,male
120,1,12:16:26 PM,,",3",",9",,,,mount,,E,isolated,A,male
121,1,12:16:31 PM,,",2",",3",,,,mount,,F,isolated,E,male
122,1,12:34:57 PM,,",2",",3",,,,mount,,F,isolated,E,male
123,1,12:42:54 PM,,",3",",9",,,,mount,,E,isolated,A,male
124,1,12:47:27 PM,,",8","5,",y,n,y,mount,,H,isolated,M,female
125,1,12:47:38 PM,12:48:16 PM,",3","5,",y,n,n,insemination,,E,isolated,M,female
126,1,12:48:06 PM,,",9","6,",y,y,NA,mount,,A,social,N,female
127,1,12:49:20 PM,,",9","2,",y,n,y,mount,,A,social,J,female
128,1,1:06:19 PM,,",4","0,",y,y,NA,mount,,G,isolated,I,female
129,1,1:07:48 PM,,",9",",3",,,,mount,,A,social,E,male
130,1,1:19:15 PM,,",9","6,",y,y,NA,mount,,A,social,N,female
131,1,1:27:42 PM,,",9","5,",y,y,NA,mount,,A,social,M,female
132,1,1:30:09 PM,,",3","5,",y,y,NA,mount,,E,isolated,M,female
133,1,1:31:18 PM,1:32:11 PM,",3","3,",n,NA,n,insemination,,E,isolated,K,female
134,1,2:03:39 PM,2:04:10 PM,",8","6,",n,NA,n,insemination,,H,isolated,N,female
135,1,2:08:23 PM,,",3",",8",,,,mount,,E,isolated,H,male
136,1,2:08:31 PM,,",2",",3",,,,mount,,F,isolated,E,male
137,1,2:08:55 PM,,",8",",3",,,,mount,,H,isolated,E,male
138,1,2:09:09 PM,,",2",",3",,,,mount,,F,isolated,E,male
139,1,2:09:09 PM,2:10:49 PM,",3","0,",y,n,n,insemination,refusal stance,E,isolated,I,female
140,1,2:14:58 PM,,",3",",2",,,,mount,,E,isolated,F,male
141,1,2:20:32 PM,2:20:54 PM,",4","4,",n,NA,n,insemination,,G,isolated,L,female
142,1,2:20:58 PM,,",7",",4",,,,mount,,D,social,G,male
143,1,2:22:38 PM,,",4","4,",y,y,NA,mount,,G,isolated,L,female
144,1,2:24:31 PM,,",4",",7",,,,mount,,G,isolated,D,male
145,1,2:26:09 PM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
146,1,2:26:22 PM,,",3",",8",,,,mount,,E,isolated,H,male
147,1,2:26:45 PM,,",1",",3",,,,mount,,C,social,E,male
148,1,2:26:58 PM,,",5","7,",n,NA,y,mount,,B,social,O,female
149,1,2:27:38 PM,,",1","6,",n,NA,y,mount,,C,social,N,female
150,1,2:30:48 PM,,",1",",3",,,,mount,,C,social,E,male
151,1,2:34:13 PM,,",3",",1",,,,mount,,E,isolated,C,male
152,1,2:34:29 PM,,",1",",8",,,,mount,,C,social,H,male
153,1,2:37:33 PM,,",7","7,",y,y,NA,mount,,D,social,O,female
154,1,2:38:34 PM,,",7",",4",,,,mount,,D,social,G,male
155,1,2:41:17 PM,,",7",",4",,,,mount,,D,social,G,male
156,1,2:43:31 PM,,",3",",2",,,,mount,,E,isolated,F,male
157,1,3:03:43 PM,,",9","0,",n,NA,y,mount,,A,social,I,female
158,1,3:03:58 PM,,",7",",4",,,,mount,,D,social,G,male
159,1,3:04:31 PM,,",4",",7",,,,mount,,G,isolated,D,male
160,1,3:04:56 PM,3:05:36 PM,",3","4,",n,NA,n,insemination,,E,isolated,L,female
161,1,3:07:39 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
162,1,3:08:15 PM,,",2",",3",,,,mount,,F,isolated,E,male
163,1,3:09:43 PM,,",4",",7",,,,mount,,G,isolated,D,male
164,1,3:10:27 PM,,",1","4,",y,y,NA,mount,,C,social,L,female
165,1,3:11:53 PM,,",2",",8",,,,mount,,F,isolated,H,male
166,1,3:13:29 PM,,",1","4,",n,NA,y,mount,,C,social,L,female
167,1,3:14:35 PM,,",9","5,",y,n,y,mount,,A,social,M,female
168,1,3:15:23 PM,,",2",",1",,,,mount,,F,isolated,C,male
169,1,3:15:32 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
170,1,3:16:24 PM,,",5","8,",y,n,y,mount,,B,social,P,female
171,1,3:18:49 PM,,",9","4,",n,NA,y,mount,,A,social,L,female
172,1,3:21:03 PM,,",3",",8",,,,mount,,E,isolated,H,male
173,1,3:21:31 PM,,",3",",8",,,,mount,,E,isolated,H,male
174,1,3:23:39 PM,,",9","4,",n,NA,y,mount,,A,social,L,female
175,1,3:23:44 PM,,",7","6,",n,NA,y,mount,,D,social,N,female
176,1,3:24:05 PM,,",4","6,",y,y,NA,mount,,G,isolated,N,female
177,1,3:24:18 PM,,",4",",7",,,,mount,,G,isolated,D,male
178,1,3:24:24 PM,,",4",",7",,,,mount,,G,isolated,D,male
179,1,3:28:33 PM,,",9","5,",n,NA,y,mount,,A,social,M,female
180,1,3:29:47 PM,,",9","7,",n,NA,y,mount,,A,social,O,female
181,1,3:32:56 PM,,",3","5,",y,y,NA,mount,,E,isolated,M,female
182,1,3:35:12 PM,,",1",",3",,,,mount,,C,social,E,male
183,1,3:35:29 PM,,",1","3,",n,NA,y,mount,,C,social,K,female
184,1,3:35:29 PM,,",3",",1",,,,mount,,E,isolated,C,male
185,1,3:35:31 PM,,",3",",1",,,,mount,,E,isolated,C,male
186,1,3:37:10 PM,,",3",",1",,,,mount,,E,isolated,C,male
187,1,3:38:03 PM,3:38:56 PM,",1","4,",n,NA,n,insemination,,C,social,L,female
188,1,3:39:48 PM,3:40:18 PM,",9","4,",n,NA,n,insemination,,A,social,L,female
189,1,3:44:53 PM,,",3",",8",,,,mount,,E,isolated,H,male
190,1,3:46:26 PM,,",9","5,",y,y,NA,mount,,A,social,M,female
191,1,3:54:33 PM,,",3","5,",n,NA,y,mount,"End of day temp 26.2degC, 56% RH",E,isolated,M,female
192,2,8:16:33 AM,8:17:06 AM,",4","6,",n,NA,m,mount,"start: 26.7, 62% RH",G,isolated,N,female
193,2,8:18:44 AM,,",8","0,",n,NA,y,mount,,H,isolated,I,female
194,2,8:28:48 AM,,",8","0,",y,y,NA,mount,,H,isolated,I,female
195,2,8:29:14 AM,,",3",",2",,,,mount,,E,isolated,F,male
196,2,8:29:30 AM,,",2","2,",y,y,NA,mount,,F,isolated,J,female
197,2,8:29:43 AM,,",3",",2",,,,mount,,E,isolated,F,male
198,2,8:30:07 AM,,",2",",8",,,,mount,,F,isolated,H,male
199,2,8:30:34 AM,,",1",",3",,,,mount,,C,social,E,male
200,2,8:31:32 AM,,",3",",1",,,,mount,,E,isolated,C,male
201,2,8:33:04 AM,,",9",",3",,,,mount,,A,social,E,male
202,2,8:33:25 AM,8:33:54 AM,",9","4,",y,n,n,insemination,,A,social,L,female
203,2,8:34:02 AM,,",3",",9",,,,mount,,E,isolated,A,male
204,2,8:34:29 AM,,",2","0,",y,y,NA,mount,,F,isolated,I,female
205,2,9:04:51 AM,,",3",",9",,,,mount,,E,isolated,A,male
206,2,9:05:00 AM,,",1",",9",,,,mount,,C,social,A,male
207,2,9:05:33 AM,9:06:01 AM,",3","3,",y,n,n,insemination,,E,isolated,K,female
208,2,9:10:13 AM,,",1",",3",,,,mount,,C,social,E,male
209,2,9:10:18 AM,,",3",",1",,,,mount,,E,isolated,C,male
210,2,9:13:38 AM,,",4",",7",,,,mount,,G,isolated,D,male
211,2,9:13:58 AM,,",4",",7",,,,mount,,G,isolated,D,male
212,2,9:14:11 AM,,",3",",1",,,,mount,,E,isolated,C,male
213,2,9:14:17 AM,,",5",",4",,,,mount,,B,social,G,male
214,2,9:18:15 AM,,",5",",4",,,,mount,,B,social,G,male
215,2,9:18:52 AM,,",8",",1",,,,mount,,H,isolated,C,male
216,2,9:19:23 AM,9:19:50 AM,",2","3,",y,n,n,insemination,,F,isolated,K,female
217,2,9:20:01 AM,,",5",",7",,,,mount,,B,social,D,male
218,2,9:23:06 AM,,",3","3,",y,y,NA,mount,,E,isolated,K,female
219,2,9:23:25 AM,,",3",",1",,,,mount,,E,isolated,C,male
220,2,9:23:41 AM,,",9",",2",,,,mount,,A,social,F,male
221,2,9:25:10 AM,,",8",",3",,,,mount,,H,isolated,E,male
222,2,9:25:39 AM,,",1",",8",,,,mount,,C,social,H,male
223,2,9:26:31 AM,,",1",",2",,,,mount,,C,social,F,male
224,2,9:27:46 AM,,",8",",3",,,,mount,,H,isolated,E,male
225,2,9:29:51 AM,,",2",",7",,,,mount,,F,isolated,D,male
226,2,9:29:57 AM,,",5",",2",,,,mount,,B,social,F,male
227,2,9:30:04 AM,,",4",",2",,,,mount,,G,isolated,F,male
228,2,9:30:13 AM,,",5",",4",,,,mount,,B,social,G,male
229,2,9:33:09 AM,,",2",",4",,,,mount,,F,isolated,G,male
230,2,9:33:17 AM,,",4",",2",,,,mount,,G,isolated,F,male
231,2,9:33:39 AM,,",4",",2",,,,mount,,G,isolated,F,male
232,2,9:33:43 AM,,",5",",2",,,,mount,,B,social,F,male
233,2,9:33:52 AM,,",4",",7",,,,mount,,G,isolated,D,male
234,2,9:34:24 AM,,",7",",4",,,,mount,,D,social,G,male
235,2,9:35:18 AM,,",7",",4",,,,mount,,D,social,G,male
236,2,9:38:23 AM,,",7",",4",,,,mount,,D,social,G,male
237,2,9:39:21 AM,,",8",",2",,,,mount,,H,isolated,F,male
238,2,9:44:18 AM,,",2","2,",n,NA,y,mount,,F,isolated,J,female
239,2,9:45:52 AM,9:46:39 AM,",2","2,",n,NA,n,insemination,,F,isolated,J,female
240,2,9:51:34 AM,,",2","2,",n,NA,y,mount,,F,isolated,J,female
241,2,9:52:22 AM,,",9",",3",,,,mount,,A,social,E,male
242,2,10:14:52 AM,,",9","4,",n,NA,y,mount,,A,social,L,female
243,2,10:15:30 AM,,",1",",3",,,,mount,,C,social,E,male
244,2,10:15:32 AM,,",1",",8",,,,mount,,C,social,H,male
245,2,10:16:57 AM,,",3",",1",,,,mount,,E,isolated,C,male
246,2,10:21:20 AM,,",3",",1",,,,mount,,E,isolated,C,male
247,2,10:22:48 AM,,",5",",7",,,,mount,,B,social,D,male
248,2,10:24:14 AM,,",4",",7",,,,mount,,G,isolated,D,male
249,2,10:24:41 AM,,",4",",5",,,,mount,,G,isolated,B,male
250,2,10:25:01 AM,,",5",",7",,,,mount,,B,social,D,male
251,2,10:25:20 AM,,",4",",5",,,,mount,,G,isolated,B,male
252,2,10:28:16 AM,,",5",",4",,,,mount,,B,social,G,male
253,2,10:36:43 AM,,",4",",7",,,,mount,,G,isolated,D,male
254,2,10:37:03 AM,,",7",",5",,,,mount,,D,social,B,male
255,2,10:39:58 AM,,",3",",2",,,,mount,,E,isolated,F,male
256,2,10:40:29 AM,,",2",",3",,,,mount,,F,isolated,E,male
257,2,10:41:02 AM,,",3",",2",,,,mount,,E,isolated,F,male
258,2,10:44:30 AM,,",3",",2",,,,mount,,E,isolated,F,male
259,2,10:45:43 AM,,",3",",2",,,,mount,,E,isolated,F,male
260,2,10:46:33 AM,,",3",",2",,,,mount,,E,isolated,F,male
261,2,10:47:32 AM,,",4",",5",,,,mount,,G,isolated,B,male
262,2,10:47:48 AM,,",5",",4",,,,mount,,B,social,G,male
263,2,10:50:39 AM,,",4",",7",,,,mount,,G,isolated,D,male
264,2,10:51:06 AM,,",7",",4",,,,mount,,D,social,G,male
265,2,10:52:24 AM,,",5",",7",,,,mount,,B,social,D,male
266,2,10:53:41 AM,,",3",",2",,,,mount,,E,isolated,F,male
267,2,10:54:10 AM,,",3",",2",,,,mount,,E,isolated,F,male
268,2,10:54:55 AM,,",3",",2",,,,mount,,E,isolated,F,male
269,2,10:55:04 AM,10:55:34 AM,",1","0,",y,NA,n,insemination,,C,social,I,female
270,2,11:04:19 AM,,",3",",9",,,,mount,,E,isolated,A,male
271,2,11:05:15 AM,,",8",",7",,,,mount,,H,isolated,D,male
272,2,11:05:41 AM,,",9",",7",,,,mount,,A,social,D,male
273,2,11:06:56 AM,,",2",",4",,,,mount,,F,isolated,G,male
274,2,11:09:38 AM,,",1",",3",,,,mount,,C,social,E,male
275,2,11:10:35 AM,,",3","0,",y,y,NA,mount,,E,isolated,I,female
276,2,11:11:41 AM,11:12:21 AM,",3","0,",y,n,n,insemination,,E,isolated,I,female
277,2,11:15:12 AM,,",4","4,",y,y,NA,mount,,G,isolated,L,female
278,2,11:15:49 AM,,",3","4,",y,n,y,mount,,E,isolated,L,female
279,2,11:16:50 AM,,",3",",2",,,,mount,,E,isolated,F,male
280,2,11:16:58 AM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
281,2,11:17:53 AM,,",9",",7",,,,mount,,A,social,D,male
282,2,11:20:38 AM,,",3",",2",,,,mount,,E,isolated,F,male
283,2,11:20:48 AM,,",3","4,",y,n,y,mount,,E,isolated,L,female
284,2,11:23:31 AM,,",3",",2",,,,mount,,E,isolated,F,male
285,2,11:24:30 AM,,",3",",2",,,,mount,,E,isolated,F,male
286,2,11:26:15 AM,,",2","4,",n,NA,y,mount,,F,isolated,L,female
287,2,11:27:12 AM,,",7","4,",y,y,NA,mount,,D,social,L,female
288,2,11:29:38 AM,,",2","4,",n,NA,y,mount,,F,isolated,L,female
289,2,11:30:07 AM,,",3","4,",y,y,NA,mount,,E,isolated,L,female
290,2,11:31:21 AM,,",2","4,",n,NA,y,mount,,F,isolated,L,female
291,2,11:38:25 AM,,",3","4,",y,n,y,mount,,E,isolated,L,female
292,2,11:40:27 AM,,",3",",2",,,,mount,,E,isolated,F,male
293,2,11:40:49 AM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
294,2,11:42:47 AM,,",8",",7",,,,mount,,H,isolated,D,male
295,2,11:42:59 AM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
296,2,11:46:03 AM,,",9",",2",,,,mount,,A,social,F,male
297,2,11:46:14 AM,,",7",",2",,,,mount,,D,social,F,male
298,2,11:46:48 AM,,",7",",2",,,,mount,,D,social,F,male
299,2,11:47:17 AM,,",9",",8",,,,mount,,A,social,H,male
300,2,11:47:39 AM,,",9",",2",,,,mount,,A,social,F,male
301,2,11:47:51 AM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
302,2,11:48:46 AM,,",2","4,",n,NA,y,mount,,F,isolated,L,female
303,2,11:49:13 AM,,",3","0,",y,n,y,mount,,E,isolated,I,female
304,2,11:51:32 AM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
305,2,11:52:20 AM,,",3",",2",,,,mount,,E,isolated,F,male
306,2,12:01:03 PM,,",3",",8",,,,mount,,E,isolated,H,male
307,2,12:01:21 PM,,",7",",3",,,,mount,,D,social,E,male
308,2,12:01:33 PM,,",8",",7",,,,mount,,H,isolated,D,male
309,2,12:04:16 PM,,",8",",7",,,,mount,,H,isolated,D,male
310,2,12:04:25 PM,,",8",",9",,,,mount,,H,isolated,A,male
311,2,12:04:44 PM,,",3",",9",,,,mount,,E,isolated,A,male
312,2,12:08:28 PM,,",3",",7",,,,mount,,E,isolated,D,male
313,2,12:08:39 PM,,",1","0,",n,NA,y,mount,,C,social,I,female
314,2,12:12:59 PM,,",1","3,",y,y,NA,mount,,C,social,K,female
315,2,12:14:52 PM,,",2","4,",n,NA,y,mount,,F,isolated,L,female
316,2,12:16:36 PM,,",2",",4",n,NA,y,mount,,F,isolated,G,male
317,2,12:17:53 PM,,",7",",3",,,,mount,,D,social,E,male
318,2,12:18:05 PM,,",1",",3",,,,mount,,C,social,E,male
319,2,12:18:32 PM,,",1",",3",,,,mount,,C,social,E,male
320,2,12:18:44 PM,,",1",",7",,,,mount,,C,social,D,male
321,2,12:19:25 PM,,",1",",7",,,,mount,,C,social,D,male
322,2,12:20:09 PM,,",9",",3",,,,mount,,A,social,E,male
323,2,12:21:19 PM,,",3",",7",,,,mount,,E,isolated,D,male
324,2,12:21:35 PM,,",9",",2",,,,mount,,A,social,F,male
325,2,12:21:44 PM,12:22:16 PM,",3","4,",n,NA,n,insemination,,E,isolated,L,female
326,2,12:22:03 PM,,",7",",9",,,,mount,,D,social,A,male
327,2,12:22:22 PM,,",9",",3",,,,mount,,A,social,E,male
328,2,12:23:16 PM,,",9","4,",n,NA,y,mount,,A,social,L,female
329,2,12:23:39 PM,,",7",",2",,,,mount,,D,social,F,male
330,2,12:24:05 PM,,",7",",2",,,,mount,,D,social,F,male
331,2,12:24:27 PM,,",9",",2",,,,mount,,A,social,F,male
332,2,12:24:41 PM,,",5",",2",,,,mount,,B,social,F,male
333,2,12:25:17 PM,12:25:43 PM,",7","4,",n,NA,n,insemination,,D,social,L,female
334,2,12:25:56 PM,,",9","0,",n,NA,y,mount,,A,social,I,female
335,2,12:26:37 PM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
336,2,12:26:56 PM,,",5",",2",,,,mount,,B,social,F,male
337,2,12:27:36 PM,12:27:53 PM,",8","3,",n,NA,n,insemination,,H,isolated,K,female
338,2,12:28:04 PM,,",5",",8",,,,mount,,B,social,H,male
339,2,12:28:30 PM,,",1",",5",,,,mount,,C,social,B,male
340,2,12:28:38 PM,,",2",",7",,,,mount,,F,isolated,D,male
341,2,12:28:43 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
342,2,12:29:45 PM,,",9","4,",y,y,NA,mount,,A,social,L,female
343,2,12:30:48 PM,,",2",",5",,,,mount,,F,isolated,B,male
344,2,12:31:11 PM,,",7",",9",,,,mount,,D,social,A,male
345,2,12:31:29 PM,,",7","0,",n,NA,y,mount,,D,social,I,female
346,2,12:32:20 PM,,",5","5,",n,NA,n,insemination,,B,social,M,female
347,2,12:33:28 PM,,",9","0,",n,NA,y,mount,,A,social,I,female
348,2,12:33:42 PM,,",9",",7",,,,mount,,A,social,D,male
349,2,12:33:48 PM,12:34:16 PM,",3","4,",n,NA,y,mount,,E,isolated,L,female
350,2,12:34:08 PM,,",7",",9",,,,mount,,D,social,A,male
351,2,12:34:37 PM,,",9","0,",n,NA,y,mount,,A,social,I,female
352,2,12:35:32 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
353,2,12:36:01 PM,,",9","4,",n,NA,y,mount,,A,social,L,female
354,2,12:36:18 PM,,",7","0,",y,y,NA,mount,,D,social,I,female
