,day,start_time,end_time,focal,partner,partner_avoid...Y.N.,avoid_success...Y.N.,male_abort...Y.N.,behaviour,notes,patch_focal,treatment,patch_partner,partner_sex
229,1,3:29:10 PM,,",9",",0",,,,mount,,A,social,H,male
230,1,3:33:20 PM,,",0",",3",,,,mount,end of day: 25.8 degC 55% RH,H,isolated,E,male
231,2,8:28:04 AM,,",7","2,",y,y,NA,mount,"start: 26.1 C, 61% RH",F,isolated,K,female
232,2,8:31:59 AM,,",7","2,",y,n,n,insemination,,F,isolated,K,female
233,2,8:32:20 AM,,",0",",3",,,,mount,,H,isolated,E,male
234,2,8:32:58 AM,,",9",",3",,,,mount,,A,social,E,male
235,2,8:40:40 AM,,",0",",3",,,,mount,,H,isolated,E,male
236,2,8:40:46 AM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
237,2,8:40:57 AM,,",3",",0",,,,mount,,E,isolated,H,male
238,2,8:43:12 AM,,",1","0,",n,NA,y,mount,,B,social,I,female
239,2,8:43:37 AM,,",0",",3",,,,mount,,H,isolated,E,male
240,2,8:44:32 AM,,",5",",1",,,,mount,,C,social,B,male
241,2,8:47:06 AM,,",8",",0",,,,mount,,D,social,H,male
242,2,8:47:51 AM,,",0",",8",,,,mount,,H,isolated,D,male
243,2,8:47:57 AM,,",8",",0",,,,mount,,D,social,H,male
244,2,8:48:02 AM,,",3",",0",,,,mount,,E,isolated,H,male
245,2,8:49:08 AM,,",9",",3",,,,mount,,A,social,E,male
246,2,8:49:49 AM,,",9",",3",,,,mount,,A,social,E,male
247,2,8:49:55 AM,,",0",",9",,,,mount,,H,isolated,A,male
248,2,8:50:30 AM,,",9",",3",,,,mount,,A,social,E,male
249,2,8:50:37 AM,,",8",",9",,,,mount,,D,social,A,male
250,2,8:50:45 AM,,",0",",8",,,,mount,,H,isolated,D,male
251,2,9:07:47 AM,,",0",",9",,,,mount,,H,isolated,A,male
252,2,9:07:55 AM,,",3",",0",,,,mount,,E,isolated,H,male
253,2,9:08:14 AM,,",9",",3",,,,mount,,A,social,E,male
254,2,9:08:49 AM,,",2","7,",y,y,NA,mount,,G,isolated,O,female
255,2,9:09:31 AM,,",0",",8",,,,mount,,H,isolated,D,male
256,2,9:09:50 AM,9:10:14 AM,",3","2,",n,NA,n,insemination,,E,isolated,K,female
257,2,9:10:41 AM,9:11:16 AM,",0","4,",n,NA,n,insemination,,H,isolated,L,female
258,2,9:11:38 AM,,",0",",9",,,,mount,,H,isolated,A,male
259,2,9:12:06 AM,,",8","4,",y,y,NA,mount,,D,social,L,female
260,2,9:12:22 AM,,",0",",8",,,,mount,,H,isolated,D,male
261,2,9:12:53 AM,,",3","2,",y,y,NA,mount,,E,isolated,K,female
262,2,9:13:04 AM,9:13:34 AM,",2","0,",n,NA,n,insemination,,G,isolated,I,female
263,2,9:13:53 AM,,",0",",8",,,,mount,,H,isolated,D,male
264,2,9:13:58 AM,,",8",",9",,,,mount,,D,social,A,male
265,2,9:15:08 AM,,",5",",1",,,,mount,,C,social,B,male
266,2,9:15:30 AM,,",3","2,",y,n,y,mount,,E,isolated,K,female
267,2,9:16:01 AM,,",1",",5",,,,mount,,B,social,C,male
268,2,9:16:38 AM,,",3","2,",y,n,y,mount,,E,isolated,K,female
269,2,9:18:49 AM,,",3","2,",n,NA,y,mount,,E,isolated,K,female
270,2,9:20:00 AM,,",2","7,",y,y,NA,mount,,G,isolated,O,female
271,2,9:20:18 AM,,",5",",2",,,,mount,,C,social,G,male
272,2,9:21:40 AM,,",3","2,",y,y,NA,mount,,E,isolated,K,female
273,2,9:29:16 AM,9:29:51 AM,",2","5,",n,NA,n,insemination,,G,isolated,M,female
274,2,9:34:53 AM,,",3","2,",y,y,NA,mount,,E,isolated,K,female
275,2,9:37:01 AM,,",3","2,",n,NA,y,mount,,E,isolated,K,female
276,2,9:38:48 AM,,",3","2,",n,NA,y,mount,,E,isolated,K,female
277,2,9:40:49 AM,,",3","2,",y,n,y,mount,,E,isolated,K,female
278,2,9:47:38 AM,9:48:52 AM,",7","2,",y,n,n,insemination,,F,isolated,K,female
279,2,9:49:43 AM,,",7","2,",y,y,NA,mount,,F,isolated,K,female
280,2,9:52:47 AM,,",3","2,",y,y,NA,mount,,E,isolated,K,female
281,2,9:53:59 AM,,",3","2,",n,NA,y,mount,,E,isolated,K,female
282,2,9:54:39 AM,,",3","2,",n,NA,y,mount,,E,isolated,K,female
283,2,10:07:06 AM,,",2","2,",y,y,NA,mount,,G,isolated,K,female
284,2,10:07:28 AM,,",1","2,",n,NA,y,mount,,B,social,K,female
285,2,10:07:56 AM,10:08:12 AM,",5","7,",n,NA,n,insemination,,C,social,O,female
286,2,10:09:25 AM,,",5","7,",y,y,NA,mount,,C,social,O,female
287,2,10:09:44 AM,,",2",",5",,,,mount,,G,isolated,C,male
288,2,10:09:51 AM,,",2",",1",,,,mount,,G,isolated,B,male
289,2,10:10:06 AM,,",2","0,",y,y,NA,mount,,G,isolated,I,female
290,2,10:10:20 AM,,",1",",2",,,,mount,,B,social,G,male
