,day,start_time,end_time,focal,partner,partner_avoid...Y.N.,avoid_success...Y.N.,male_abort...Y.N.,behaviour,notes,patch_focal,treatment,patch_partner,partner_sex
214,1,2:36:58 PM,,",3",",8",,,,mount,,E,isolated,D,male
215,1,2:37:51 PM,,",7",",1",,,,mount,,F,isolated,B,male
216,1,2:40:10 PM,,",7",",5",,,,mount,,F,isolated,C,male
217,1,2:44:04 PM,2:44:38 PM,",1","5,",n,NA,n,insemination,,B,social,M,female
218,1,2:44:50 PM,,",5",",1",,,,mount,,C,social,B,male
219,1,2:46:01 PM,,",5",",7",,,,mount,,C,social,F,male
220,1,2:46:40 PM,,",8",",3",,,,mount,,D,social,E,male
221,1,2:46:52 PM,,",0",",3",,,,mount,,H,isolated,E,male
222,1,2:47:05 PM,,",3",",8",,,,mount,,E,isolated,D,male
223,1,2:47:46 PM,,",0",",8",,,,mount,,H,isolated,D,male
224,1,2:49:11 PM,,",8","7,",n,NA,y,mount,,D,social,O,female
225,1,3:10:06 PM,,",7",",1",,,,mount,,F,isolated,B,male
226,1,3:16:50 PM,,",9",",3",,,,mount,,A,social,E,male
227,1,3:20:37 PM,,",0",",9",,,,mount,,H,isolated,A,male
228,1,3:21:57 PM,,",5","0,",y,y,NA,mount,,C,social,I,female
