day,start_time,end_time,focal,partner,partner_avoid? (Y/N),avoid_success? (Y/N),male_abort? (Y/N),behaviour,notes
1,8:01:38 AM,8:02:09 AM,",9","5,",n,NA,n,insemination,
1,8:02:05 AM,8:03:04 AM,",8","4,",n,NA,n,insemination,
1,8:02:05 AM,8:02:31 AM,",1","9,",n,NA,n,insemination,
1,8:02:05 AM,8:03:22 AM,",5","1,",n,NA,n,insemination,
1,8:02:30 AM,,",0",",5",,,,mount,
1,8:02:30 AM,,",2",",1",,,,mount,
1,8:02:45 AM,8:04:29 AM,",3","8,",n,NA,n,insemination,
1,8:03:01 AM,8:04:20 AM,",4","7,",n,NA,n,insemination,
1,8:03:58 AM,,",6",",0",,,,mount,watch all prior interactions of video
1,8:04:03 AM,,",8",",2",,,,mount,
1,8:04:30 AM,,",6",",0",,,,mount,
1,8:05:14 AM,8:06:56 AM,",0","1,",n,NA,n,insemination,watch all prior interactions of video
1,8:05:15 AM,,",8","4,",n,NA,y,mount,
1,8:05:29 AM,8:06:59 AM,",1","9,",n,NA,n,insemination,
1,8:06:23 AM,,",6",",0",,,,mount,
1,8:06:35 AM,,",9","4,",n,NA,y,mount,
1,8:06:47 AM,8:07:49 AM,",2","1,",n,NA,n,insemination,
1,8:07:55 AM,8:10:34 AM,",1","9,",n,NA,y,mount,
1,8:08:13 AM,,",6",",0",,,,mount,
1,8:08:35 AM,,",2","4,",y,y,NA,mount,
1,8:08:46 AM,,",8",",2",,,,mount,
1,8:08:58 AM,,",8","1,",n,NA,y,mount,
1,8:09:09 AM,,",9",",1",,,,mount,
1,8:09:30 AM,,",3","3,",n,NA,n,insemination,
1,8:09:37 AM,,",9",",3",,,,mount,
1,8:10:42 AM,,",8",",9",,,,mount,
1,8:11:23 AM,8:11:45 AM,",1","9,",n,NA,n,insemination,
1,8:15:43 AM,,",3","9,",n,NA,n,insemination,
1,8:16:03 AM,,",9",",8",,,,mount,
1,8:16:17 AM,,",8",",9",,,,mount,
1,8:16:18 AM,,",3","9,",y,y,NA,mount,
1,8:16:18 AM,8:16:44 AM,",2","3,",n,NA,n,insemination,
1,8:16:34 AM,,",8","9,",n,NA,y,mount,
1,8:16:54 AM,,",8",",2",,,,mount,
1,8:17:17 AM,,",8","9,",n,NA,y,mount,
1,8:18:04 AM,,",3",",9",,,,mount,
1,8:18:12 AM,,",3",",1",,,,mount,
1,8:18:32 AM,,",9",",1",,,,mount,
1,8:18:47 AM,,",4","7,",n,NA,y,mount,
1,8:19:02 AM,,",0",",4",,,,mount,
1,8:19:47 AM,,",2","9,",n,NA,y,mount,
1,8:20:12 AM,,",1",",2",,,,mount,
1,8:20:24 AM,,",3","9,",n,NA,y,mount,
1,8:22:05 AM,,",2",",1",,,,mount,
1,8:22:08 AM,,",3","8,",n,NA,y,mount,
1,8:22:24 AM,,",0","7,",n,NA,y,mount,
1,8:23:31 AM,,",1",",2",,,,mount,
1,8:23:48 AM,,",8","9,",y,y,NA,mount,
1,8:23:49 AM,,",2","9,",n,NA,y,mount,
1,8:24:44 AM,,",4",",0",,,,mount,
1,8:25:26 AM,,",2",",1",,,,mount,
1,8:25:36 AM,,",3","9,",n,NA,y,mount,
1,8:26:06 AM,,",6","9,",n,NA,y,mount,
1,8:26:44 AM,,",1","9,",y,y,NA,mount,
1,8:26:55 AM,,",2","9,",y,y,NA,mount,
1,8:27:27 AM,,",6","9,",y,y,NA,mount,
1,8:27:37 AM,,",9",",3",,,,mount,
1,8:27:54 AM,,",2","9,",n,NA,y,mount,
1,8:28:33 AM,,",2","9,",y,y,NA,mount,
1,8:29:36 AM,,",2",",1",,,,mount,
1,8:30:07 AM,,",3","9,",y,n,y,mount,
1,8:30:44 AM,,",2","9,",y,y,NA,mount,
1,8:33:43 AM,,",1","9,",n,NA,y,mount,
1,8:34:01 AM,,",6","9,",n,NA,y,mount,
1,8:34:27 AM,,",9",",1",,,,mount,
1,8:34:52 AM,,",3",",1",,,,mount,
1,8:35:20 AM,,",2",",9",,,,mount,
1,8:35:42 AM,,",8","9,",n,NA,y,mount,
1,8:35:56 AM,,",6","9,",y,y,NA,mount,
1,8:37:24 AM,,",8",",2",,,,mount,
1,8:38:30 AM,,",8",",2",,,,mount,
1,8:38:44 AM,,",3",",6",,,,mount,
1,8:39:06 AM,,",2",",8",,,,mount,
1,8:39:32 AM,,",3",",1",,,,mount,
1,8:39:47 AM,,",4",",0",,,,mount,
1,8:41:40 AM,,",6","9,",n,NA,y,mount,
1,8:42:08 AM,,",3",",9",,,,mount,
1,8:42:53 AM,,",3",",1",,,,mount,
1,8:43:08 AM,,",6",",1",,,,mount,
1,8:43:24 AM,,",8",",1",,,,mount,
1,8:44:53 AM,,",8",",2",,,,mount,
1,8:46:44 AM,,",6","9,",y,y,NA,mount,
