replicate,day,start_time,end_time,focal,partner,partner_avoid,avoid_success,male_abort,behaviour,notes,patch_focal,treatment,patch_partner,partner_sex
4,2,1:17:39 PM,,",8","7,",n,NA,y,mount,,E,isolated,N,female
4,2,1:18:58 PM,,",8","7,",y,y,NA,mount,,E,isolated,N,female
4,2,1:19:49 PM,,",8","5,",n,NA,y,mount,,E,isolated,M,female
4,2,1:21:53 PM,,",8","5,",n,NA,y,mount,,E,isolated,M,female
4,2,1:22:40 PM,,",4",",2",,,,mount,,C,social,F,male
4,2,1:23:20 PM,,",8","7,",n,NA,y,mount,,E,isolated,N,female
4,2,1:23:44 PM,,",6",",3",,,,mount,,G,isolated,H,male
4,2,1:24:12 PM,,",9","7,",n,NA,y,mount,,B,social,N,female
4,2,1:25:22 PM,,",4","7,",n,NA,y,mount,,C,social,N,female
4,2,1:25:53 PM,,",1",",3",,,,mount,,A,social,H,male
4,2,1:26:10 PM,1:26:39 PM,",8","5,",n,NA,n,insemination,,E,isolated,M,female
4,2,1:26:20 PM,,",2",",4",,,,mount,,F,isolated,C,male
4,2,1:26:42 PM,1:27:09 PM,",9","9,",n,NA,n,insemination,,B,social,P,female
4,2,1:28:02 PM,1:28:29 PM,",8","5,",n,NA,n,insemination,,E,isolated,M,female
4,2,1:28:19 PM,,",3",",6",,,,mount,,H,isolated,G,male
4,2,1:28:51 PM,,",8","5,",n,NA,y,mount,,E,isolated,M,female
4,2,1:31:05 PM,,",8","7,",n,NA,y,mount,,E,isolated,N,female
4,2,1:31:47 PM,,",4",",8",,,,mount,,C,social,E,male
4,2,1:33:33 PM,,",9","9,",n,NA,y,mount,,B,social,P,female
4,2,1:34:38 PM,,",8",",2",,,,mount,,E,isolated,F,male
4,2,1:34:47 PM,,",2",",8",,,,mount,,F,isolated,E,male
4,2,1:35:00 PM,,",6",",3",,,,mount,,G,isolated,H,male
4,2,1:35:20 PM,,",6","8,",n,NA,y,mount,,G,isolated,O,female
4,2,1:37:12 PM,,",3",",6",,,,mount,,H,isolated,G,male
4,2,1:39:35 PM,,",3",",6",,,,mount,,H,isolated,G,male
4,2,1:39:43 PM,,",1",",3",,,,mount,,A,social,H,male
4,2,1:42:33 PM,,",1","7,",n,NA,y,mount,,A,social,N,female
4,2,1:42:49 PM,,",6",",1",,,,mount,,G,isolated,A,male
4,2,1:44:04 PM,,",1","8,",n,NA,y,mount,,A,social,O,female
4,2,1:46:15 PM,,",6",",3",,,,mount,,G,isolated,H,male
4,2,1:48:15 PM,,",0","9,",y,y,NA,mount,,D,social,P,female
4,2,1:51:17 PM,,",1",",6",,,,mount,,A,social,G,male
4,2,1:51:37 PM,,",3","4,",n,NA,y,mount,,H,isolated,L,female
4,2,2:04:01 PM,,",9","7,",n,NA,y,mount,,B,social,N,female
4,2,2:04:53 PM,,",9","9,",n,NA,y,mount,,B,social,P,female
4,2,2:05:27 PM,,",9","9,",n,NA,y,mount,,B,social,P,female
4,2,2:06:12 PM,,",9","9,",n,NA,y,mount,,B,social,P,female
4,2,2:07:28 PM,,",9","9,",n,NA,y,mount,,B,social,P,female
4,2,2:07:48 PM,,",6","4,",n,NA,y,mount,,G,isolated,L,female
4,2,2:08:24 PM,,",3","4,",n,NA,y,mount,,H,isolated,L,female
4,2,2:08:41 PM,,",9","7,",n,NA,y,mount,,B,social,N,female
4,2,2:09:33 PM,,",3","8,",n,NA,y,mount,,H,isolated,O,female
4,2,2:09:55 PM,,",9","5,",n,NA,y,mount,,B,social,M,female
4,2,2:12:15 PM,,",9","9,",n,NA,y,mount,,B,social,P,female
4,2,2:12:43 PM,,",9","5,",n,NA,y,mount,,B,social,M,female
4,2,2:14:56 PM,,",9","1,",n,NA,y,mount,,B,social,I,female
4,2,2:15:39 PM,2:16:05 PM,",2","4,",n,NA,n,insemination,,F,isolated,L,female
4,2,2:16:25 PM,,",8",",2",,,,mount,,E,isolated,F,male
4,2,2:16:33 PM,,",9",",0",,,,mount,,B,social,D,male
4,2,2:17:49 PM,,",8",",4",,,,mount,,E,isolated,C,male
4,2,2:18:31 PM,,",8","4,",n,NA,y,mount,,E,isolated,L,female
4,2,2:19:21 PM,,",3",",1",,,,mount,,H,isolated,A,male
4,2,2:19:31 PM,,",1","8,",n,NA,y,mount,,A,social,O,female
4,2,2:20:09 PM,,",8","4,",y,y,NA,mount,,E,isolated,L,female
4,2,2:20:55 PM,,",1","5,",n,NA,y,mount,,A,social,M,female
4,2,2:22:39 PM,2:23:14 PM,",0","7,",n,NA,n,insemination,,D,social,N,female
4,2,2:23:30 PM,,",0","7,",n,NA,y,mount,,D,social,N,female
4,2,2:23:49 PM,,",1","9,",y,y,NA,mount,,A,social,P,female
4,2,2:24:35 PM,,",1","9,",n,NA,y,mount,,A,social,P,female
4,2,2:25:10 PM,,",1","7,",y,y,NA,mount,,A,social,N,female
4,2,2:26:15 PM,,",0",",3",,,,mount,,D,social,H,male
4,2,2:26:28 PM,,",0","8,",n,NA,y,mount,,D,social,O,female
4,2,2:26:53 PM,,",1","5,",n,NA,y,mount,,A,social,M,female
4,2,2:27:26 PM,,",1","5,",n,NA,y,mount,,A,social,M,female
4,2,2:29:22 PM,,",1","7,",n,NA,y,mount,,A,social,N,female
4,2,2:30:04 PM,,",1","5,",n,NA,y,mount,,A,social,M,female
4,2,2:31:00 PM,,",8","9,",n,NA,y,mount,,E,isolated,P,female
4,2,2:31:14 PM,,",8","5,",n,NA,y,mount,,E,isolated,M,female
4,2,2:31:51 PM,,",8","9,",n,NA,y,mount,,E,isolated,P,female
4,2,2:33:06 PM,,",1","7,",n,NA,y,mount,,A,social,N,female
4,2,2:33:30 PM,,",6","9,",n,NA,y,mount,,G,isolated,P,female
4,2,2:34:18 PM,,",1","7,",y,y,NA,mount,,A,social,N,female
4,2,2:37:12 PM,,",4",",2",,,,mount,,C,social,F,male
4,2,2:37:46 PM,,",1","5,",n,NA,y,mount,,A,social,M,female
4,2,2:38:12 PM,,",1","5,",n,NA,y,mount,,A,social,M,female
4,2,2:38:28 PM,,",8",",1",,,,mount,,E,isolated,A,male
4,2,2:39:03 PM,,",8","7,",n,NA,y,mount,,E,isolated,N,female
4,2,2:39:50 PM,,",8","5,",y,n,y,mount,,E,isolated,M,female
4,2,2:41:00 PM,,",1","7,",n,NA,y,mount,,A,social,N,female
4,2,2:41:30 PM,,",1","5,",n,NA,y,mount,,A,social,M,female
4,2,2:42:06 PM,,",1","7,",n,NA,y,mount,,A,social,N,female
4,2,2:42:54 PM,,",1","7,",n,NA,y,mount,,A,social,N,female
4,2,2:43:07 PM,,",4",",2",,,,mount,,C,social,F,male
4,2,2:43:12 PM,,",4",",2",,,,mount,,C,social,F,male
4,2,2:43:25 PM,,",4","4,",y,n,y,mount,,C,social,L,female
4,2,2:45:02 PM,,",3","9,",n,NA,y,mount,,H,isolated,P,female
4,2,2:45:22 PM,,",1","5,",n,NA,y,mount,,A,social,M,female
4,2,2:46:35 PM,,",8","7,",n,NA,y,mount,,E,isolated,N,female
4,2,2:47:05 PM,,",1","5,",n,NA,y,mount,,A,social,M,female
4,2,2:47:40 PM,,",1","7,",n,NA,y,mount,,A,social,N,female
4,2,2:48:27 PM,2:49:21 PM,",6","3,",n,NA,n,insemination,,G,isolated,K,female
4,2,2:49:15 PM,,",2",",4",,,,mount,,F,isolated,C,male
4,2,2:49:36 PM,,",3",",6",,,,mount,,H,isolated,G,male
4,2,2:50:00 PM,,",1","5,",n,NA,y,mount,,A,social,M,female
4,2,3:05:25 PM,,",1","5,",n,NA,y,mount,,A,social,M,female
4,2,3:05:54 PM,,",0",",6",,,,mount,,D,social,G,male
4,2,3:06:31 PM,,",3","3,",y,n,y,mount,,H,isolated,K,female
4,2,3:09:02 PM,,",4","5,",y,y,NA,mount,,C,social,M,female
4,2,3:09:24 PM,,",8","1,",n,NA,y,mount,,E,isolated,I,female
4,2,3:10:05 PM,,",2","4,",n,NA,y,mount,,F,isolated,L,female
4,2,3:21:36 PM,,",2","4,",n,NA,y,mount,,F,isolated,L,female
4,2,3:22:07 PM,,",0","3,",y,y,NA,mount,,D,social,K,female
4,2,3:23:15 PM,,",6",",0",,,,mount,,G,isolated,D,male
4,2,3:23:39 PM,3:24:25 PM,",4","5,",n,NA,n,insemination,,C,social,M,female
4,2,3:29:08 PM,,",3",",0",,,,mount,,H,isolated,D,male
4,2,3:33:05 PM,,",2","8,",y,y,NA,mount,,F,isolated,O,female
4,2,3:44:27 PM,,",6","9,",n,NA,y,mount,,G,isolated,P,female
4,2,3:50:08 PM,,",3","9,",y,y,NA,mount,End of day: 26.8 degC 54%RHs,H,isolated,P,female
5,1,8:01:20 AM,,",2",",9",,,,mount,,F,isolated,A,male
5,1,8:01:27 AM,,",4",",1",,,,mount,,G,isolated,C,male
5,1,8:01:57 AM,8:03:09 AM,",8","4,",n,NA,n,insemination,,H,isolated,L,female
5,1,8:02:05 AM,8:05:15 AM,",4","7,",n,NA,n,insemination,,G,isolated,O,female
5,1,8:02:47 AM,,",1",",4",,,,mount,,C,social,G,male
5,1,8:04:04 AM,,",8","6,",n,NA,y,mount,,H,isolated,N,female
5,1,8:04:25 AM,,",7","7,",n,NA,y,mount,,D,social,O,female
5,1,8:04:32 AM,,",1","7,",y,y,NA,mount,,C,social,O,female
5,1,8:05:03 AM,,",9",",2",,,,mount,,A,social,F,male
5,1,8:05:03 AM,,",2",",3",,,,mount,,F,isolated,E,male
5,1,8:06:28 AM,8:07:11 AM,",7","7,",n,NA,n,insemination,,D,social,O,female
5,1,8:07:14 AM,,",4",",7",,,,mount,,G,isolated,D,male
5,1,8:07:45 AM,8:08:47 AM,",4","3,",n,NA,n,insemination,,G,isolated,K,female
5,1,8:07:58 AM,,",7",",4",,,,mount,,D,social,G,male
5,1,8:08:16 AM,,",7","4,",y,y,NA,mount,,D,social,L,female
5,1,8:09:06 AM,8:10:37 AM,",8","4,",n,NA,n,insemination,,H,isolated,L,female
5,1,8:09:45 AM,,",7","7,",y,y,NA,mount,,D,social,O,female
5,1,8:10:08 AM,,",8","4,",n,NA,y,mount,,H,isolated,L,female
5,1,8:11:08 AM,,",4","5,",n,NA,y,mount,,G,isolated,M,female
5,1,8:11:19 AM,,",7","7,",n,NA,y,mount,,D,social,O,female
5,1,8:11:39 AM,8:13:07 AM,",4","0,",n,NA,n,insemination,,G,isolated,I,female
5,1,8:11:51 AM,,",2",",1",,,,mount,,F,isolated,C,male
5,1,8:12:55 AM,,",7","7,",n,NA,y,mount,,D,social,O,female
5,1,8:13:46 AM,,",4","3,",n,NA,y,mount,,G,isolated,K,female
5,1,8:14:02 AM,,",8",",9",,,,mount,,H,isolated,A,male
5,1,8:14:19 AM,,",8",",2",,,,mount,,H,isolated,F,male
5,1,8:14:26 AM,,",2",",1",,,,mount,,F,isolated,C,male
5,1,8:14:39 AM,,",4","3,",n,NA,y,mount,,G,isolated,K,female
5,1,8:15:53 AM,,",4","8,",n,NA,y,mount,,G,isolated,P,female
5,1,8:16:30 AM,,",4","3,",n,NA,y,mount,,G,isolated,K,female
5,1,8:17:13 AM,,",4","8,",y,n,y,mount,,G,isolated,P,female
5,1,8:21:32 AM,,",9",",2",,,,mount,,A,social,F,male
5,1,8:22:56 AM,,",8",",2",,,,mount,,H,isolated,F,male
5,1,8:23:03 AM,,",2",",8",,,,mount,,F,isolated,H,male
5,1,8:23:21 AM,,",7","7,",n,NA,y,mount,,D,social,O,female
5,1,8:24:14 AM,,",4","5,",n,NA,y,mount,,G,isolated,M,female
5,1,8:24:27 AM,,",4","5,",n,NA,y,mount,,G,isolated,M,female
5,1,8:24:29 AM,,",4","5,",n,NA,y,mount,,G,isolated,M,female
5,1,8:24:43 AM,,",4","5,",n,NA,y,mount,,G,isolated,M,female
5,1,8:24:50 AM,8:25:57 AM,",4","8,",n,NA,n,insemination,,G,isolated,P,female
5,1,8:25:03 AM,8:25:58 AM,",3","3,",n,NA,n,insemination,,E,isolated,K,female
5,1,8:26:28 AM,,",2",",9",,,,mount,,F,isolated,A,male
5,1,8:26:36 AM,,",3",",2",,,,mount,,E,isolated,F,male
5,1,8:26:45 AM,,",4","0,",n,NA,y,mount,,G,isolated,I,female
5,1,8:27:09 AM,,",3",",2",,,,mount,,E,isolated,F,male
5,1,8:27:24 AM,,",8",",3",,,,mount,,H,isolated,E,male
5,1,8:27:52 AM,,",2",",8",,,,mount,,F,isolated,H,male
5,1,8:28:00 AM,,",3",",2",,,,mount,,E,isolated,F,male
5,1,8:28:02 AM,,",3",",2",,,,mount,,E,isolated,F,male
5,1,8:30:17 AM,,",9",",2",,,,mount,,A,social,F,male
5,1,8:30:26 AM,,",3",",9",,,,mount,,E,isolated,A,male
5,1,8:31:04 AM,,",3",",9",,,,mount,,E,isolated,A,male
5,1,8:31:11 AM,,",2",",3",,,,mount,,F,isolated,E,male
5,1,8:32:46 AM,8:33:11 AM,",2","6,",n,NA,n,insemination,,F,isolated,N,female
5,1,8:34:50 AM,,",3",",2",,,,mount,,E,isolated,F,male
5,1,8:35:37 AM,8:36:08 AM,",4","5,",n,NA,n,insemination,,G,isolated,M,female
5,1,8:38:22 AM,8:38:50 AM,",2","8,",n,NA,n,insemination,,F,isolated,P,female
5,1,8:39:47 AM,,",2",",3",,,,mount,,F,isolated,E,male
5,1,8:40:06 AM,,",8",",1",,,,mount,,H,isolated,C,male
5,1,8:40:30 AM,8:41:16 AM,",7","0,",n,NA,n,insemination,,D,social,I,female
5,1,8:41:26 AM,,",2",",3",,,,mount,,F,isolated,E,male
5,1,8:42:44 AM,,",3",",9",,,,mount,,E,isolated,A,male
5,1,8:42:55 AM,,",2","8,",y,n,y,mount,,F,isolated,P,female
5,1,8:43:56 AM,,",9",",2",,,,mount,,A,social,F,male
5,1,8:44:15 AM,,",3",",9",,,,mount,,E,isolated,A,male
5,1,8:49:14 AM,,",2",",8",,,,mount,,F,isolated,H,male
5,1,8:53:57 AM,,",3",",9",,,,mount,,E,isolated,A,male
5,1,8:54:13 AM,,",2",",9",,,,mount,,F,isolated,A,male
5,1,8:54:50 AM,,",7","0,",n,NA,n,insemination,,D,social,I,female
5,1,9:00:59 AM,,",8",",1",,,,mount,,H,isolated,C,male
5,1,9:04:19 AM,,",5","4,",n,NA,y,mount,,B,social,L,female
5,1,9:04:42 AM,,",8","3,",n,NA,y,mount,,H,isolated,K,female
5,1,9:05:48 AM,,",4","5,",n,NA,y,mount,,G,isolated,M,female
5,1,9:06:04 AM,,",4","5,",n,NA,y,mount,,G,isolated,M,female
5,1,9:11:27 AM,,",2",",3",,,,mount,,F,isolated,E,male
5,1,9:15:16 AM,9:16:14 AM,",5","4,",n,NA,n,insemination,,B,social,L,female
5,1,9:19:54 AM,,",3",",2",,,,mount,,E,isolated,F,male
5,1,9:22:46 AM,9:23:24 AM,",7","5,",n,NA,n,insemination,,D,social,M,female
5,1,9:23:09 AM,,",4",",7",,,,mount,,G,isolated,D,male
5,1,9:24:50 AM,,",4",",7",,,,mount,,G,isolated,D,male
5,1,9:43:26 AM,9:44:01 AM,",5","4,",n,NA,n,insemination,,B,social,L,female
5,1,9:48:55 AM,,",8","3,",n,NA,y,mount,,H,isolated,K,female
5,1,10:03:53 AM,,",9",",2",,,,mount,,A,social,F,male
5,1,10:04:01 AM,,",3",",9",,,,mount,,E,isolated,A,male
5,1,10:29:46 AM,,",2","6,",y,y,NA,mount,,F,isolated,N,female
5,1,10:29:57 AM,,",2","6,",n,NA,y,mount,,F,isolated,N,female
5,1,10:30:14 AM,,",2","6,",y,y,NA,mount,,F,isolated,N,female
5,1,10:51:35 AM,,",8","4,",y,y,NA,mount,,H,isolated,L,female
5,1,10:51:39 AM,,",3",",8",,,,mount,,E,isolated,H,male
5,1,10:52:27 AM,10:52:45 AM,",2","4,",y,n,n,insemination,,F,isolated,L,female
5,1,10:53:24 AM,,",2","4,",y,y,NA,mount,,F,isolated,L,female
5,1,11:00:48 AM,11:02:00 AM,",3","4,",n,NA,n,insemination,,E,isolated,L,female
5,1,11:03:40 AM,,",9",",3",,,,mount,,A,social,E,male
5,1,11:07:14 AM,11:07:46 AM,",9","6,",n,NA,N,insemination,,A,social,N,female
5,1,11:09:25 AM,,",3",",9",,,,mount,,E,isolated,A,male
5,1,11:12:52 AM,,",9","4,",Y,Y,NA,mount,,A,social,L,female
5,1,11:15:49 AM,,",9",",2",,,,mount,,A,social,F,male
5,1,11:20:08 AM,,",3",",2",,,,mount,,E,isolated,F,male
5,1,11:20:29 AM,,",9",",2",,,,mount,,A,social,F,male
5,1,11:26:38 AM,11:27:05 AM,",4","0,",n,NA,n,insemination,,G,isolated,I,female
5,1,11:28:06 AM,,",4",",7",,,,mount,,G,isolated,D,male
5,1,11:28:32 AM,,",8",",9",,,,mount,,H,isolated,A,male
5,1,11:28:41 AM,11:28:55 AM,",9","3,",n,NA,n,insemination,,A,social,K,female
5,1,11:30:08 AM,,",3",",8",,,,mount,,E,isolated,H,male
5,1,11:30:15 AM,,",3",",8",,,,mount,,E,isolated,H,male
5,1,11:31:52 AM,,",3","3,",y,n,y,mount,,E,isolated,K,female
5,1,11:35:18 AM,,",1",",9",,,,mount,,C,social,A,male
5,1,11:35:27 AM,,",8",",3",,,,mount,,H,isolated,E,male
5,1,11:35:54 AM,11:36:44 AM,",1","3,",n,NA,n,insemination,,C,social,K,female
5,1,11:36:58 AM,,",5","8,",n,NA,y,mount,,B,social,P,female
5,1,11:39:25 AM,,",3",",9",,,,mount,,E,isolated,A,male
5,1,11:50:24 AM,11:50:45 AM,",4","5,",y,n,n,insemination,,G,isolated,M,female
5,1,11:50:56 AM,,",7",",4",,,,mount,,D,social,G,male
5,1,11:52:51 AM,,",4","5,",y,y,NA,mount,,G,isolated,M,female
5,1,11:57:23 AM,,",4","7,",y,y,NA,mount,,G,isolated,O,female
5,1,12:04:25 PM,,",4","7,",y,y,NA,mount,,G,isolated,O,female
5,1,12:05:00 PM,12:05:16 PM,",7","5,",y,n,n,insemination,,D,social,M,female
5,1,12:06:30 PM,,",4",",7",,,,mount,,G,isolated,D,male
5,1,12:06:37 PM,,",4",",7",,,,mount,,G,isolated,D,male
5,1,12:16:26 PM,,",3",",9",,,,mount,,E,isolated,A,male
5,1,12:16:31 PM,,",2",",3",,,,mount,,F,isolated,E,male
5,1,12:34:57 PM,,",2",",3",,,,mount,,F,isolated,E,male
5,1,12:42:54 PM,,",3",",9",,,,mount,,E,isolated,A,male
5,1,12:47:27 PM,,",8","5,",y,n,y,mount,,H,isolated,M,female
5,1,12:47:38 PM,12:48:16 PM,",3","5,",y,n,n,insemination,,E,isolated,M,female
5,1,12:48:06 PM,,",9","6,",y,y,NA,mount,,A,social,N,female
5,1,12:49:20 PM,,",9","2,",y,n,y,mount,,A,social,J,female
5,1,1:06:19 PM,,",4","0,",y,y,NA,mount,,G,isolated,I,female
5,1,1:07:48 PM,,",9",",3",,,,mount,,A,social,E,male
5,1,1:19:15 PM,,",9","6,",y,y,NA,mount,,A,social,N,female
5,1,1:27:42 PM,,",9","5,",y,y,NA,mount,,A,social,M,female
5,1,1:30:09 PM,,",3","5,",y,y,NA,mount,,E,isolated,M,female
5,1,1:31:18 PM,1:32:11 PM,",3","3,",n,NA,n,insemination,,E,isolated,K,female
5,1,2:03:39 PM,2:04:10 PM,",8","6,",n,NA,n,insemination,,H,isolated,N,female
5,1,2:08:23 PM,,",3",",8",,,,mount,,E,isolated,H,male
5,1,2:08:31 PM,,",2",",3",,,,mount,,F,isolated,E,male
5,1,2:08:55 PM,,",8",",3",,,,mount,,H,isolated,E,male
5,1,2:09:09 PM,,",2",",3",,,,mount,,F,isolated,E,male
5,1,2:09:09 PM,2:10:49 PM,",3","0,",y,n,n,insemination,refusal stance,E,isolated,I,female
5,1,2:14:58 PM,,",3",",2",,,,mount,,E,isolated,F,male
5,1,2:20:32 PM,2:20:54 PM,",4","4,",n,NA,n,insemination,,G,isolated,L,female
5,1,2:20:58 PM,,",7",",4",,,,mount,,D,social,G,male
5,1,2:22:38 PM,,",4","4,",y,y,NA,mount,,G,isolated,L,female
5,1,2:24:31 PM,,",4",",7",,,,mount,,G,isolated,D,male
5,1,2:26:09 PM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
5,1,2:26:22 PM,,",3",",8",,,,mount,,E,isolated,H,male
5,1,2:26:45 PM,,",1",",3",,,,mount,,C,social,E,male
5,1,2:26:58 PM,,",5","7,",n,NA,y,mount,,B,social,O,female
5,1,2:27:38 PM,,",1","6,",n,NA,y,mount,,C,social,N,female
5,1,2:30:48 PM,,",1",",3",,,,mount,,C,social,E,male
5,1,2:34:13 PM,,",3",",1",,,,mount,,E,isolated,C,male
5,1,2:34:29 PM,,",1",",8",,,,mount,,C,social,H,male
5,1,2:37:33 PM,,",7","7,",y,y,NA,mount,,D,social,O,female
5,1,2:38:34 PM,,",7",",4",,,,mount,,D,social,G,male
5,1,2:41:17 PM,,",7",",4",,,,mount,,D,social,G,male
5,1,2:43:31 PM,,",3",",2",,,,mount,,E,isolated,F,male
5,1,3:03:43 PM,,",9","0,",n,NA,y,mount,,A,social,I,female
5,1,3:03:58 PM,,",7",",4",,,,mount,,D,social,G,male
5,1,3:04:31 PM,,",4",",7",,,,mount,,G,isolated,D,male
5,1,3:04:56 PM,3:05:36 PM,",3","4,",n,NA,n,insemination,,E,isolated,L,female
5,1,3:07:39 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
5,1,3:08:15 PM,,",2",",3",,,,mount,,F,isolated,E,male
5,1,3:09:43 PM,,",4",",7",,,,mount,,G,isolated,D,male
5,1,3:10:27 PM,,",1","4,",y,y,NA,mount,,C,social,L,female
5,1,3:11:53 PM,,",2",",8",,,,mount,,F,isolated,H,male
5,1,3:13:29 PM,,",1","4,",n,NA,y,mount,,C,social,L,female
5,1,3:14:35 PM,,",9","5,",y,n,y,mount,,A,social,M,female
5,1,3:15:23 PM,,",2",",1",,,,mount,,F,isolated,C,male
5,1,3:15:32 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
5,1,3:16:24 PM,,",5","8,",y,n,y,mount,,B,social,P,female
5,1,3:18:49 PM,,",9","4,",n,NA,y,mount,,A,social,L,female
5,1,3:21:03 PM,,",3",",8",,,,mount,,E,isolated,H,male
5,1,3:21:31 PM,,",3",",8",,,,mount,,E,isolated,H,male
5,1,3:23:39 PM,,",9","4,",n,NA,y,mount,,A,social,L,female
5,1,3:23:44 PM,,",7","6,",n,NA,y,mount,,D,social,N,female
5,1,3:24:05 PM,,",4","6,",y,y,NA,mount,,G,isolated,N,female
5,1,3:24:18 PM,,",4",",7",,,,mount,,G,isolated,D,male
5,1,3:24:24 PM,,",4",",7",,,,mount,,G,isolated,D,male
5,1,3:28:33 PM,,",9","5,",n,NA,y,mount,,A,social,M,female
5,1,3:29:47 PM,,",9","7,",n,NA,y,mount,,A,social,O,female
5,1,3:32:56 PM,,",3","5,",y,y,NA,mount,,E,isolated,M,female
5,1,3:35:12 PM,,",1",",3",,,,mount,,C,social,E,male
5,1,3:35:29 PM,,",1","3,",n,NA,y,mount,,C,social,K,female
5,1,3:35:29 PM,,",3",",1",,,,mount,,E,isolated,C,male
5,1,3:35:31 PM,,",3",",1",,,,mount,,E,isolated,C,male
5,1,3:37:10 PM,,",3",",1",,,,mount,,E,isolated,C,male
5,1,3:38:03 PM,3:38:56 PM,",1","4,",n,NA,n,insemination,,C,social,L,female
5,1,3:39:48 PM,3:40:18 PM,",9","4,",n,NA,n,insemination,,A,social,L,female
5,1,3:44:53 PM,,",3",",8",,,,mount,,E,isolated,H,male
5,1,3:46:26 PM,,",9","5,",y,y,NA,mount,,A,social,M,female
5,1,3:54:33 PM,,",3","5,",n,NA,y,mount,"End of day temp 26.2degC, 56% RH",E,isolated,M,female
5,2,8:16:33 AM,8:17:06 AM,",4","6,",n,NA,n,insemination,"start: 26.7, 62% RH",G,isolated,N,female
5,2,8:18:44 AM,,",8","0,",n,NA,y,mount,,H,isolated,I,female
5,2,8:28:48 AM,,",8","0,",y,y,NA,mount,,H,isolated,I,female
5,2,8:29:14 AM,,",3",",2",,,,mount,,E,isolated,F,male
5,2,8:29:30 AM,,",2","2,",y,y,NA,mount,,F,isolated,J,female
5,2,8:29:43 AM,,",3",",2",,,,mount,,E,isolated,F,male
5,2,8:30:07 AM,,",2",",8",,,,mount,,F,isolated,H,male
5,2,8:30:34 AM,,",1",",3",,,,mount,,C,social,E,male
5,2,8:31:32 AM,,",3",",1",,,,mount,,E,isolated,C,male
5,2,8:33:04 AM,,",9",",3",,,,mount,,A,social,E,male
5,2,8:33:25 AM,8:33:54 AM,",9","4,",y,n,n,insemination,,A,social,L,female
5,2,8:34:02 AM,,",3",",9",,,,mount,,E,isolated,A,male
5,2,8:34:29 AM,,",2","0,",y,y,NA,mount,,F,isolated,I,female
5,2,9:04:51 AM,,",3",",9",,,,mount,,E,isolated,A,male
5,2,9:05:00 AM,,",1",",9",,,,mount,,C,social,A,male
5,2,9:05:33 AM,9:06:01 AM,",3","3,",y,n,n,insemination,,E,isolated,K,female
5,2,9:10:13 AM,,",1",",3",,,,mount,,C,social,E,male
5,2,9:10:18 AM,,",3",",1",,,,mount,,E,isolated,C,male
5,2,9:13:38 AM,,",4",",7",,,,mount,,G,isolated,D,male
5,2,9:13:58 AM,,",4",",7",,,,mount,,G,isolated,D,male
5,2,9:14:11 AM,,",3",",1",,,,mount,,E,isolated,C,male
5,2,9:14:17 AM,,",5",",4",,,,mount,,B,social,G,male
5,2,9:18:15 AM,,",5",",4",,,,mount,,B,social,G,male
5,2,9:18:52 AM,,",8",",1",,,,mount,,H,isolated,C,male
5,2,9:19:23 AM,9:19:50 AM,",2","3,",y,n,n,insemination,,F,isolated,K,female
5,2,9:20:01 AM,,",5",",7",,,,mount,,B,social,D,male
5,2,9:23:06 AM,,",3","3,",y,y,NA,mount,,E,isolated,K,female
5,2,9:23:25 AM,,",3",",1",,,,mount,,E,isolated,C,male
5,2,9:23:41 AM,,",9",",2",,,,mount,,A,social,F,male
5,2,9:25:10 AM,,",8",",3",,,,mount,,H,isolated,E,male
5,2,9:25:39 AM,,",1",",8",,,,mount,,C,social,H,male
5,2,9:26:31 AM,,",1",",2",,,,mount,,C,social,F,male
5,2,9:27:46 AM,,",8",",3",,,,mount,,H,isolated,E,male
5,2,9:29:51 AM,,",2",",7",,,,mount,,F,isolated,D,male
5,2,9:29:57 AM,,",5",",2",,,,mount,,B,social,F,male
5,2,9:30:04 AM,,",4",",2",,,,mount,,G,isolated,F,male
5,2,9:30:13 AM,,",5",",4",,,,mount,,B,social,G,male
5,2,9:33:09 AM,,",2",",4",,,,mount,,F,isolated,G,male
5,2,9:33:17 AM,,",4",",2",,,,mount,,G,isolated,F,male
5,2,9:33:39 AM,,",4",",2",,,,mount,,G,isolated,F,male
5,2,9:33:43 AM,,",5",",2",,,,mount,,B,social,F,male
5,2,9:33:52 AM,,",4",",7",,,,mount,,G,isolated,D,male
5,2,9:34:24 AM,,",7",",4",,,,mount,,D,social,G,male
5,2,9:35:18 AM,,",7",",4",,,,mount,,D,social,G,male
5,2,9:38:23 AM,,",7",",4",,,,mount,,D,social,G,male
5,2,9:39:21 AM,,",8",",2",,,,mount,,H,isolated,F,male
5,2,9:44:18 AM,,",2","2,",n,NA,y,mount,,F,isolated,J,female
5,2,9:45:52 AM,9:46:39 AM,",2","2,",n,NA,n,insemination,,F,isolated,J,female
5,2,9:51:34 AM,,",2","2,",n,NA,y,mount,,F,isolated,J,female
5,2,9:52:22 AM,,",9",",3",,,,mount,,A,social,E,male
5,2,10:14:52 AM,,",9","4,",n,NA,y,mount,,A,social,L,female
5,2,10:15:30 AM,,",1",",3",,,,mount,,C,social,E,male
5,2,10:15:32 AM,,",1",",8",,,,mount,,C,social,H,male
