replicate,day,start_time,end_time,focal,partner,partner_avoid,avoid_success,male_abort,behaviour,notes,patch_focal,treatment,patch_partner,partner_sex
1,2,12:35:07 PM,,",8",",7",,,,mount,,F,isolated,G,male
1,2,12:38:09 PM,,",9",",1",,,,mount,,B,social,D,male
1,2,12:44:21 PM,12:45:20 PM,",0","6,",Y,N,N,insemination,,E,isolated,N,female
1,2,12:47:13 PM,,",8",",0",,,,mount,,F,isolated,E,male
1,2,12:53:32 PM,12:54:12 PM,",9","9,",Y,N,N,insemination,,B,social,P,female
1,2,1:04:17 PM,,",9","6,",Y,Y,NA,mount,,B,social,N,female
1,2,1:07:56 PM,,",9","6,",Y,N,Y,mount,,B,social,N,female
1,2,1:10:18 PM,,",1",",2",,,,mount,,D,social,C,male
1,2,1:10:34 PM,,",2",",9",,,,mount,,C,social,B,male
1,2,1:16:00 PM,,",3","5,",Y,N,Y,mount,,H,isolated,M,female
1,2,1:16:48 PM,,",7",",8",,,,mount,,G,isolated,F,male
1,2,1:23:39 PM,,",4",",2",,,,mount,,A,social,C,male
1,2,1:23:59 PM,,",9",",2",,,,mount,,B,social,C,male
1,2,1:24:01 PM,,",2",",9",,,,mount,,C,social,B,male
1,2,1:35:21 PM,,",2",",9",,,,mount,,C,social,B,male
1,2,1:36:52 PM,,",9",",4",,,,mount,,B,social,A,male
1,2,1:38:22 PM,,",4",",9",,,,mount,,A,social,B,male
1,2,1:38:38 PM,,",8","6,",Y,Y,NA,mount,,F,isolated,N,female
1,2,1:39:03 PM,,",0",",8",,,,mount,,E,isolated,F,male
1,2,1:39:35 PM,,",0",",8",,,,mount,,E,isolated,F,male
1,2,1:39:52 PM,,",7",",8",,,,mount,,G,isolated,F,male
1,2,1:40:20 PM,,",8",",0",,,,mount,,F,isolated,E,male
1,2,1:41:23 PM,,",8",",0",,,,mount,,F,isolated,E,male
1,2,1:44:45 PM,,",4",",9",,,,mount,,A,social,B,male
1,2,1:49:26 PM,,",2","1,",Y,N,Y,mount,,C,social,J,female
1,2,1:59:48 PM,,",8","0,",n,NA,n,insemination,,F,isolated,I,female
1,2,2:00:33 PM,,",0","8,",y,y,NA,mount,,E,isolated,O,female
1,2,2:00:34 PM,,",0",",8",,,,mount,,E,isolated,F,male
1,2,2:06:55 PM,,",0","6,",y,y,NA,mount,,E,isolated,N,female
1,2,2:06:57 PM,,",7","6,",y,y,NA,mount,,G,isolated,N,female
1,2,2:09:05 PM,,",0","5,",y,y,NA,mount,,E,isolated,M,female
1,2,2:09:05 PM,,",4","1,",y,y,NA,mount,,A,social,J,female
1,2,2:09:06 PM,,",8","0,",y,y,NA,mount,,F,isolated,I,female
1,2,2:09:06 PM,,",8","0,",n,NA,y,mount,,F,isolated,I,female
1,2,2:09:06 PM,,",8","5,",n,NA,y,mount,,F,isolated,M,female
1,2,2:09:43 PM,,",2",",9",,,,mount,,C,social,B,male
1,2,2:10:38 PM,,",7",",8",,,,mount,,G,isolated,F,male
1,2,2:12:54 PM,,",9","9,",n,NA,y,mount,,B,social,P,female
1,2,2:12:59 PM,,",2","9,",n,NA,y,mount,,C,social,P,female
1,2,2:13:37 PM,,",2","9,",n,NA,n,insemination,,C,social,P,female
1,2,2:14:20 PM,,",2","1,",y,y,NA,mount,,C,social,J,female
1,2,2:15:14 PM,,",9",",2",,,,mount,,B,social,C,male
1,2,2:15:15 PM,,",2","9,",n,NA,y,mount,,C,social,P,female
1,2,2:15:22 PM,,",4","9,",n,NA,y,mount,,A,social,P,female
1,2,2:16:34 PM,,",2","9,",n,NA,y,mount,,C,social,P,female
1,2,2:16:35 PM,,",9","9,",n,NA,y,mount,,B,social,P,female
1,2,2:16:54 PM,,",1","9,",n,NA,y,mount,,D,social,P,female
1,2,2:16:55 PM,,",4","1,",y,y,NA,mount,,A,social,J,female
1,2,2:17:45 PM,,",1","9,",n,NA,n,insemination,,D,social,P,female
1,2,2:19:52 PM,,",9",",2",,,,mount,,B,social,C,male
1,2,2:20:54 PM,,",9","9,",y,n,y,mount,,B,social,P,female
1,2,2:24:29 PM,,",2","9,",y,y,NA,mount,,C,social,P,female
1,2,2:28:03 PM,,",9","1,",y,y,NA,mount,,B,social,J,female
1,2,2:31:40 PM,,",1","1,",n,NA,y,mount,,D,social,J,female
1,2,2:32:31 PM,,",2","1,",y,y,NA,mount,,C,social,J,female
1,2,2:32:31 PM,,",2","1,",y,n,y,mount,,C,social,J,female
1,2,2:34:18 PM,,",9",",1",,,,mount,,B,social,D,male
1,2,2:38:46 PM,,",9",",1",,,,mount,,B,social,D,male
1,2,2:39:23 PM,,",8","6,",y,y,NA,mount,,F,isolated,N,female
1,2,2:40:00 PM,,",9","1,",y,y,NA,mount,,B,social,J,female
1,2,2:40:24 PM,,",9",",4",,,,mount,,B,social,A,male
1,2,2:40:54 PM,,",2","1,",y,n,y,mount,,C,social,J,female
1,2,2:43:15 PM,,",2","1,",y,y,NA,mount,,C,social,J,female
1,2,2:47:38 PM,,",4",",1",,,,mount,,A,social,D,male
1,2,2:54:12 PM,,",9",",1",,,,mount,,B,social,D,male
1,2,2:54:44 PM,,",3","0,",y,y,NA,mount,,H,isolated,I,female
1,2,3:35:38 PM,,",2",",9",,,,mount,,C,social,B,male
1,2,3:35:51 PM,,",2",",9",,,,mount,,C,social,B,male
1,2,3:36:26 PM,,",4",",9",,,,mount,,A,social,B,male
1,2,3:37:27 PM,,",3","8,",y,y,NA,mount,,H,isolated,O,female
1,2,3:38:14 PM,3:38:35 PM,",3","8,",y,n,n,insemination,,H,isolated,O,female
1,2,3:41:21 PM,,",3","8,",n,NA,y,mount,,H,isolated,O,female
1,2,3:51:37 PM,,",7","6,",y,y,NA,mount,,G,isolated,N,female
2,1,8:02:54 AM,8:03:26 AM,",4","2,",n,NA,n,insemination,"26.9 deg C, 52% RH",G,isolated,J,female
2,1,8:02:57 AM,,",2",",8",,,,mount,,D,social,C,male
2,1,8:02:57 AM,,",7",",2",,,,mount,,F,isolated,D,male
2,1,8:02:57 AM,,",9",",7",,,,mount,,E,isolated,F,male
2,1,8:02:58 AM,8:03:06 AM,",1","7,",n,NA,n,insemination,,A,social,M,female
2,1,8:02:58 AM,,",0",",7",,,,mount,,H,isolated,F,male
2,1,8:02:59 AM,,",9",",7",,,,mount,,E,isolated,F,male
2,1,8:02:59 AM,8:03:20 AM,",5","6,",n,NA,n,insemination,,B,social,L,female
2,1,8:03:21 AM,,",8",",4",,,,mount,,C,social,G,male
2,1,8:03:28 AM,,",4","2,",n,NA,y,mount,,G,isolated,J,female
2,1,8:04:08 AM,,",9",",2",,,,mount,,E,isolated,D,male
2,1,8:04:31 AM,,",4","2,",n,NA,y,mount,,G,isolated,J,female
2,1,8:05:13 AM,,",7",",2",,,,mount,,F,isolated,D,male
2,1,8:05:22 AM,,",0",",2",,,,mount,,H,isolated,D,male
2,1,8:05:57 AM,,",4","2,",n,NA,y,mount,,G,isolated,J,female
2,1,8:06:27 AM,,",9",",2",,,,mount,,E,isolated,D,male
2,1,8:06:40 AM,,",8",",4",,,,mount,,C,social,G,male
2,1,8:09:16 AM,,",5","5,",n,NA,y,mount,,B,social,P,female
2,1,8:10:46 AM,,",4","2,",y,n,y,mount,,G,isolated,J,female
2,1,8:10:46 AM,,",8",",4",,,,mount,,C,social,G,male
2,1,8:13:24 AM,,",8",",4",,,,mount,,C,social,G,male
2,1,8:13:35 AM,,",4","2,",y,y,NA,mount,,G,isolated,J,female
2,1,8:15:18 AM,8:16:04 AM,",7","0,",n,NA,n,insemination,,F,isolated,I,female
2,1,8:15:33 AM,8:16:12 AM,",5","3,",n,NA,n,insemination,,B,social,K,female
2,1,8:16:32 AM,,",5","9,",n,NA,y,mount,,B,social,O,female
2,1,8:17:18 AM,,",9",",7",,,,mount,,E,isolated,F,male
2,1,8:17:38 AM,8:20:43 AM,",1","5,",y,n,n,insemination,,A,social,P,female
2,1,8:18:43 AM,,",7","6,",n,NA,y,mount,,F,isolated,L,female
2,1,8:19:38 AM,,",2",",9",,,,mount,,D,social,E,male
2,1,8:19:54 AM,,",0","7,",y,y,NA,mount,,H,isolated,M,female
2,1,8:20:12 AM,8:21:28 AM,",7","8,",n,NA,n,insemination,,F,isolated,N,female
2,1,8:20:38 AM,,",2",",9",,,,mount,,D,social,E,male
2,1,8:21:50 AM,,",8","2,",y,y,NA,mount,,C,social,J,female
2,1,8:22:07 AM,,",8",",4",,,,mount,,C,social,G,male
2,1,8:22:23 AM,,",2","7,",y,y,NA,mount,,D,social,M,female
2,1,8:22:45 AM,,",0","7,",y,y,NA,mount,,H,isolated,M,female
2,1,8:22:45 AM,,",2","7,",n,NA,y,mount,,D,social,M,female
2,1,8:22:46 AM,,",4",",8",,,,mount,,G,isolated,C,male
2,1,8:24:55 AM,,",9","7,",y,y,NA,mount,,E,isolated,M,female
2,1,8:25:31 AM,,",7",",5",,,,mount,,F,isolated,B,male
2,1,8:26:00 AM,,",5",",7",,,,mount,,B,social,F,male
2,1,8:26:00 AM,8:27:12 AM,",0","7,",y,n,n,insemination,,H,isolated,M,female
2,1,8:26:35 AM,,",0",",9",,,,mount,,H,isolated,E,male
2,1,8:27:14 AM,8:27:34 AM,",9","6,",n,NA,n,insemination,,E,isolated,L,female
2,1,8:27:42 AM,,",2","0,",n,NA,y,mount,,D,social,I,female
2,1,8:28:50 AM,,",8",",4",,,,mount,,C,social,G,male
2,1,8:31:07 AM,,",7","3,",n,NA,y,mount,,F,isolated,K,female
2,1,8:31:39 AM,,",4",",8",,,,mount,,G,isolated,C,male
2,1,8:32:02 AM,,",7","9,",n,NA,y,mount,,F,isolated,O,female
2,1,8:32:53 AM,,",0",",7",,,,mount,,H,isolated,F,male
2,1,8:33:18 AM,,",2","0,",n,NA,y,mount,,D,social,I,female
2,1,8:34:22 AM,,",1","7,",y,y,NA,mount,,A,social,M,female
2,1,8:35:47 AM,,",0","3,",n,NA,y,mount,,H,isolated,K,female
2,1,8:36:38 AM,,",9",",2",,,,mount,,E,isolated,D,male
2,1,8:37:09 AM,,",0",",7",,,,mount,,H,isolated,F,male
2,1,8:37:46 AM,,",9",",2",,,,mount,,E,isolated,D,male
2,1,8:39:32 AM,,",2",",9",,,,mount,,D,social,E,male
2,1,8:39:57 AM,,",9","0,",y,y,NA,mount,,E,isolated,I,female
2,1,8:40:30 AM,,",8",",4",,,,mount,,C,social,G,male
2,1,8:42:19 AM,,",9","0,",y,y,NA,mount,,E,isolated,I,female
2,1,8:43:50 AM,,",7","3,",n,NA,y,mount,,F,isolated,K,female
2,1,8:44:38 AM,,",9",",2",,,,mount,,E,isolated,D,male
2,1,8:45:44 AM,,",4","0,",n,NA,y,mount,,G,isolated,I,female
2,1,8:46:17 AM,,",8",",4",,,,mount,,C,social,G,male
2,1,8:47:20 AM,,",8","0,",n,NA,y,mount,,C,social,I,female
2,1,8:49:45 AM,,",4",",8",,,,mount,,G,isolated,C,male
2,1,8:50:08 AM,,",8","0,",n,NA,y,mount,,C,social,I,female
2,1,8:52:16 AM,,",4",",8",,,,mount,,G,isolated,C,male
2,1,8:52:28 AM,,",0","9,",n,NA,y,mount,,H,isolated,O,female
2,1,9:00:02 AM,,",0","8,",n,NA,y,mount,,H,isolated,N,female
2,1,9:02:49 AM,,",9","0,",n,NA,y,mount,,E,isolated,I,female
2,1,9:03:03 AM,,",9","0,",y,y,NA,mount,,E,isolated,I,female
2,1,9:03:19 AM,,",5","2,",n,NA,y,mount,,B,social,J,female
2,1,9:04:03 AM,,",9","0,",n,NA,y,mount,,E,isolated,I,female
2,1,9:04:53 AM,,",4","2,",y,y,NA,mount,,G,isolated,J,female
2,1,9:05:54 AM,,",7","9,",n,NA,y,mount,,F,isolated,O,female
2,1,9:06:12 AM,,",9","0,",y,y,NA,mount,,E,isolated,I,female
2,1,9:06:16 AM,,",9",",2",,,,mount,,E,isolated,D,male
2,1,9:07:04 AM,,",0","8,",n,NA,y,mount,,H,isolated,N,female
2,1,9:07:27 AM,,",0",",7",,,,mount,,H,isolated,F,male
2,1,9:08:13 AM,,",9","0,",n,NA,y,mount,,E,isolated,I,female
2,1,9:08:29 AM,,",2","0,",n,NA,y,mount,,D,social,I,female
2,1,9:10:39 AM,,",4","2,",n,NA,y,mount,,G,isolated,J,female
2,1,9:13:11 AM,,",2","0,",n,NA,y,mount,,D,social,I,female
2,1,9:14:41 AM,,",4",",5",,,,mount,,G,isolated,B,male
2,1,9:14:53 AM,,",8",",5",,,,mount,,C,social,B,male
2,1,9:16:53 AM,,",9","0,",y,y,NA,mount,,E,isolated,I,female
2,1,9:17:58 AM,,",7",",0",,,,mount,,F,isolated,H,male
2,1,9:19:25 AM,,",0",",7",,,,mount,,H,isolated,F,male
2,1,9:19:36 AM,,",7","3,",n,NA,y,mount,,F,isolated,K,female
2,1,9:21:19 AM,,",7","8,",n,NA,y,mount,,F,isolated,N,female
2,1,9:22:07 AM,,",0",",7",,,,mount,,H,isolated,F,male
2,1,9:24:20 AM,,",9","0,",y,y,NA,mount,,E,isolated,I,female
2,1,9:25:27 AM,,",7","3,",n,NA,y,mount,,F,isolated,K,female
2,1,9:26:01 AM,,",7","3,",n,NA,y,mount,,F,isolated,K,female
2,1,9:28:30 AM,,",7","3,",n,NA,y,mount,,F,isolated,K,female
2,1,9:28:47 AM,,",9","0,",y,n,y,mount,,E,isolated,I,female
2,1,9:33:20 AM,,",4",",5",,,,mount,,G,isolated,B,male
2,1,9:35:41 AM,,",0","8,",n,NA,y,mount,,H,isolated,N,female
2,1,9:39:45 AM,,",7","8,",n,NA,y,mount,,F,isolated,N,female
2,1,9:43:53 AM,,",5","0,",y,y,NA,mount,,B,social,I,female
2,1,9:44:10 AM,,",4","0,",n,NA,y,mount,,G,isolated,I,female
2,1,9:47:20 AM,,",9",",2",,,,mount,,E,isolated,D,male
2,1,10:13:23 AM,,",9",",2",,,,mount,,E,isolated,D,male
2,1,10:13:21 AM,,",2",",9",,,,mount,,D,social,E,male
2,1,10:14:58 AM,,",2",",9",,,,mount,,D,social,E,male
2,1,10:19:25 AM,,",1","7,",y,y,NA,mount,,A,social,M,female
2,1,10:19:58 AM,,",1","5,",n,NA,y,mount,,A,social,P,female
2,1,10:24:53 AM,,",9",",2",,,,mount,,E,isolated,D,male
2,1,10:25:50 AM,,",7","8,",n,NA,y,mount,,F,isolated,N,female
2,1,10:26:49 AM,10:27:16 AM,",7","8,",n,NA,y,mount,was a bit unclear if insemination,F,isolated,N,female
2,1,10:30:59 AM,,",8","2,",y,y,NA,mount,,C,social,J,female
2,1,10:34:58 AM,,",2",",9",,,,mount,,D,social,E,male
2,1,10:52:59 AM,,",7","8,",n,NA,y,mount,,F,isolated,N,female
2,1,11:03:40 AM,,",2",",9",,,,mount,,D,social,E,male
2,1,11:06:26 AM,,",7","3,",y,n,y,mount,,F,isolated,K,female
2,1,11:06:55 AM,,",2",",9",,,,mount,,D,social,E,male
2,1,11:08:10 AM,,",7","8,",n,NA,y,mount,not as much of an abort as another female was in the way,F,isolated,N,female
2,1,11:11:44 AM,,",2",",5",,,,mount,,D,social,B,male
2,1,11:12:15 AM,,",0","8,",y,n,y,mount,,H,isolated,N,female
2,1,11:12:56 AM,11:13:13 AM,",7","3,",y,n,n,insemination,,F,isolated,K,female
2,1,11:13:35 AM,,",2","2,",y,y,NA,mount,,D,social,J,female
2,1,11:16:04 AM,,",2","0,",n,NA,y,mount,,D,social,I,female
2,1,11:24:23 AM,11:24:44 AM,",2","0,",Y,N,N,insemination,,D,social,I,female
2,1,11:24:58 AM,,",8",",2",,,,mount,,C,social,D,male
2,1,11:26:27 AM,,",8",",2",,,,mount,,C,social,D,male
2,1,11:26:48 AM,,",8",",2",,,,mount,,C,social,D,male
2,1,11:32:39 AM,,",9","0,",Y,Y,NA,mount,,E,isolated,I,female
2,1,11:33:36 AM,,",9","0,",Y,n,y,mount,,E,isolated,I,female
2,1,11:36:37 AM,,",9","0,",n,NA,y,mount,,E,isolated,I,female
2,1,11:43:01 AM,,",2","0,",y,y,NA,mount,,D,social,I,female
2,1,11:43:16 AM,,",9","0,",n,NA,y,mount,,E,isolated,I,female
2,1,11:43:40 AM,,",9","0,",y,y,NA,mount,,E,isolated,I,female
2,1,11:49:37 AM,11:50:10 AM,",2","2,",n,NA,n,insemination,,D,social,J,female
2,1,11:50:36 AM,,",9","0,",y,y,NA,mount,,E,isolated,I,female
2,1,11:54:32 AM,,",9","0,",y,y,NA,mount,,E,isolated,I,female
2,1,12:02:19 PM,,",8","0,",y,y,NA,mount,,C,social,I,female
2,1,12:13:15 PM,,",8","0,",y,y,NA,mount,,C,social,I,female
2,1,12:18:02 PM,12:18:29 PM,",7","8,",n,NA,n,insemination,,F,isolated,N,female
2,1,12:21:02 PM,12:21:54 PM,",7","9,",n,NA,n,insemination,,F,isolated,O,female
2,1,12:28:25 PM,,",7","8,",n,NA,y,mount,,F,isolated,N,female
2,1,12:31:02 PM,,",0","8,",n,NA,y,mount,,H,isolated,N,female
2,1,12:31:43 PM,,",9","8,",n,NA,y,mount,,E,isolated,N,female
2,1,12:33:23 PM,,",2","8,",y,y,NA,mount,,D,social,N,female
2,1,12:33:39 PM,,",8",",4",,,,mount,,C,social,G,male
2,1,12:37:05 PM,,",7","3,",y,y,NA,mount,,F,isolated,K,female
2,1,12:38:58 PM,,",9","8,",y,y,NA,mount,,E,isolated,N,female
2,1,12:40:01 PM,,",9","8,",y,y,NA,mount,,E,isolated,N,female
2,1,12:41:10 PM,,",0","3,",n,NA,y,mount,,H,isolated,K,female
2,1,12:42:01 PM,,",9","8,",y,y,NA,mount,,E,isolated,N,female
2,1,12:43:44 PM,,",0","8,",n,NA,y,mount,,H,isolated,N,female
2,1,12:48:24 PM,,",0","3,",n,NA,y,mount,,H,isolated,K,female
2,1,12:51:07 PM,12:51:52 PM,",7","9,",N,NA,N,insemination,,F,isolated,O,female
2,1,1:02:26 PM,1:02:37 PM,",2","8,",N,NA,N,insemination,,D,social,N,female
2,1,1:02:48 PM,,",8","8,",n,NA,y,mount,,C,social,N,female
2,1,1:06:09 PM,,",4",",8",,,,mount,,G,isolated,C,male
2,1,1:09:58 PM,1:10:19 PM,",4","2,",n,NA,n,insemination,,G,isolated,J,female
2,1,1:15:12 PM,,",7",",0",,,,mount,,F,isolated,H,male
2,1,1:17:09 PM,,",2",",8",,,,mount,,D,social,C,male
2,1,1:28:09 PM,,",9","2,",y,y,NA,mount,,E,isolated,J,female
2,1,1:30:59 PM,,",0",",7",,,,mount,,H,isolated,F,male
2,1,1:31:12 PM,,",7","3,",n,NA,y,mount,,F,isolated,K,female
2,1,1:31:28 PM,,",0",",7",,,,mount,,H,isolated,F,male
2,1,1:34:17 PM,,",7","3,",n,NA,y,mount,,F,isolated,K,female
2,1,1:43:34 PM,,",2","0,",y,n,y,mount,,D,social,I,female
2,1,1:44:52 PM,,",2",",4",,,,mount,,D,social,G,male
2,1,1:45:00 PM,,",4",",2",,,,mount,,G,isolated,D,male
2,1,1:46:13 PM,1:46:36 PM,",1","3,",n,NA,n,insemination,,A,social,K,female
2,1,2:03:58 PM,,",4",",8",,,,mount,,G,isolated,C,male
2,1,2:04:54 PM,,",2","0,",n,NA,y,mount,,D,social,I,female
2,1,2:28:51 PM,,",2","0,",n,NA,y,mount,,D,social,I,female
2,1,2:31:50 PM,,",2","0,",n,NA,y,mount,,D,social,I,female
2,1,2:33:53 PM,,",2","0,",n,NA,y,mount,,D,social,I,female
2,1,2:37:36 PM,,",2","8,",n,NA,y,mount,,D,social,N,female
2,1,2:37:53 PM,,",2","8,",n,NA,y,mount,,D,social,N,female
2,1,2:38:58 PM,,",4","8,",n,NA,y,mount,,G,isolated,N,female
2,1,2:40:19 PM,,",2","0,",n,NA,y,mount,,D,social,I,female
2,1,2:42:42 PM,,",9",",8",,,,mount,,E,isolated,C,male
2,1,2:42:48 PM,,",7","8,",n,NA,y,mount,,F,isolated,N,female
2,1,2:44:33 PM,,",0","8,",n,NA,y,mount,,H,isolated,N,female
2,1,2:44:50 PM,,",7",",0",,,,mount,,F,isolated,H,male
2,1,2:49:52 PM,,",7",",0",,,,mount,,F,isolated,H,male
2,1,2:54:01 PM,,",8",",2",,,,mount,,C,social,D,male
2,1,2:54:10 PM,,",9",",2",,,,mount,,E,isolated,D,male
2,1,3:21:43 PM,,",7","8,",n,NA,y,mount,,F,isolated,N,female
2,1,3:24:28 PM,,",7","2,",n,NA,y,mount,,F,isolated,J,female
2,1,3:24:54 PM,,",7","2,",y,y,NA,mount,,F,isolated,J,female
2,1,3:25:08 PM,,",7","2,",n,NA,y,mount,,F,isolated,J,female
2,1,3:38:25 PM,,",7","9,",n,NA,y,mount,,F,isolated,O,female
2,1,3:42:32 PM,,",0",",7",,,,mount,"End of day temp: 26.8,  54% RH",H,isolated,F,male
2,2,9:11:54 AM,,",0",",7",,,,mount,"Start of day temp: 26.4 C, 52% RH",H,isolated,F,male
2,2,9:12:21 AM,,",7",",0",,,,mount,,F,isolated,H,male
2,2,9:18:30 AM,,",7",",0",,,,mount,,F,isolated,H,male
2,2,9:22:14 AM,,",5",",8",,,,mount,,B,social,C,male
2,2,9:22:23 AM,,",4",",5",,,,mount,,G,isolated,B,male
2,2,9:27:36 AM,,",7",",0",,,,mount,,F,isolated,H,male
2,2,9:35:37 AM,9:36:04 AM,",5","0,",Y,N,N,insemination,,B,social,I,female
2,2,9:36:31 AM,,",4",",5",,,,mount,,G,isolated,B,male
2,2,9:46:14 AM,,",4",",5",,,,mount,,G,isolated,B,male
2,2,9:46:24 AM,,",1",",2",,,,mount,,A,social,D,male
2,2,10:02:45 AM,10:03:39 AM,",0","7,",n,NA,n,insemination,,H,isolated,M,female
2,2,10:08:02 AM,,",4","0,",y,y,NA,mount,,G,isolated,I,female
2,2,10:13:51 AM,,",0","7,",Y,N,Y,mount,,H,isolated,M,female
2,2,10:21:39 AM,,",4",",9",,,,mount,,G,isolated,E,male
2,2,10:23:07 AM,,",7",",0",,,,mount,,F,isolated,H,male
2,2,10:23:49 AM,,",0",",7",,,,mount,,H,isolated,F,male
2,2,10:36:21 AM,,",1",",2",,,,mount,,A,social,D,male
2,2,10:36:32 AM,10:36:54 AM,",2","2,",N,NA,N,insemination,,D,social,J,female
2,2,10:44:18 AM,,",8","0,",Y,Y,NA,mount,,C,social,I,female
2,2,10:44:40 AM,,",9","0,",Y,Y,NA,mount,,E,isolated,I,female
2,2,10:45:59 AM,,",4","0,",y,y,NA,mount,,G,isolated,I,female
2,2,10:53:48 AM,,",8","0,",y,y,NA,mount,,C,social,I,female
2,2,11:30:08 AM,,",2","0,",n,NA,y,mount,,D,social,I,female
2,2,11:32:38 AM,,",5",",8",,,,mount,,B,social,C,male
2,2,11:33:03 AM,,",5",",8",,,,mount,,B,social,C,male
2,2,11:38:18 AM,,",2","0,",y,n,y,mount,,D,social,I,female
2,2,11:39:56 AM,,",8",",5",,,,mount,,C,social,B,male
2,2,11:40:08 AM,,",9","0,",y,y,NA,mount,,E,isolated,I,female
2,2,11:40:31 AM,,",8","0,",y,y,NA,mount,,C,social,I,female
2,2,11:40:40 AM,,",9",",8",,,,mount,,E,isolated,C,male
2,2,11:44:39 AM,,",2","0,",y,y,NA,mount,,D,social,I,female
2,2,11:44:53 AM,,",9",",5",,,,mount,,E,isolated,B,male
2,2,11:46:47 AM,11:47:09 AM,",2","0,",y,n,n,insemination,,D,social,I,female
2,2,11:51:37 AM,,",2","0,",y,n,y,mount,,D,social,I,female
2,2,12:08:36 PM,,",5",",8",,,,mount,,B,social,C,male
2,2,12:09:54 PM,,",4",",9",,,,mount,,G,isolated,E,male
2,2,12:13:46 PM,,",4",",9",,,,mount,,G,isolated,E,male
2,2,12:14:02 PM,,",5",",4",,,,mount,,B,social,G,male
2,2,12:15:59 PM,,",8",",4",,,,mount,,C,social,G,male
2,2,12:16:15 PM,,",8",",9",,,,mount,,C,social,E,male
2,2,12:29:40 PM,,",8",",9",,,,mount,,C,social,E,male
2,2,12:29:59 PM,,",2",",8",,,,mount,,D,social,C,male
2,2,12:30:18 PM,,",5",",2",,,,mount,,B,social,D,male
2,2,12:30:24 PM,,",8",",2",,,,mount,,C,social,D,male
2,2,12:30:40 PM,,",5",",2",,,,mount,,B,social,D,male
2,2,12:30:57 PM,,",8",",4",,,,mount,,C,social,G,male
2,2,12:33:55 PM,,",2","0,",n,NA,y,mount,,D,social,I,female
2,2,12:37:43 PM,,",4",",9",,,,mount,,G,isolated,E,male
2,2,12:37:51 PM,,",5",",4",,,,mount,,B,social,G,male
2,2,12:38:18 PM,,",2","8,",y,n,y,mount,,D,social,N,female
2,2,12:38:50 PM,,",4",",5",,,,mount,,G,isolated,B,male
2,2,12:43:13 PM,,",8","8,",y,y,NA,mount,,C,social,N,female
2,2,12:44:55 PM,12:45:27 PM,",8","8,",n,NA,n,insemination,,C,social,N,female
2,2,12:47:30 PM,,",2","8,",y,y,NA,mount,,D,social,N,female
2,2,12:50:47 PM,,",4",",9",,,,mount,,G,isolated,E,male
2,2,12:50:57 PM,,",5",",4",,,,mount,,B,social,G,male
2,2,12:51:17 PM,,",4",",2",,,,mount,,G,isolated,D,male
2,2,12:51:59 PM,,",5",",2",,,,mount,,B,social,D,male
2,2,12:52:13 PM,,",8",",4",,,,mount,,C,social,G,male
2,2,12:52:24 PM,,",5",",8",,,,mount,,B,social,C,male
2,2,12:52:49 PM,,",4",",5",,,,mount,,G,isolated,B,male
2,2,12:53:14 PM,,",4",",9",,,,mount,,G,isolated,E,male
2,2,1:03:58 PM,,",5","0,",n,NA,y,mount,,B,social,I,female
2,2,1:04:57 PM,,",9",",8",,,,mount,,E,isolated,C,male
2,2,1:05:06 PM,,",8","0,",n,NA,y,mount,,C,social,I,female
2,2,1:05:20 PM,,",1","3,",n,NA,y,mount,,A,social,K,female
2,2,1:05:45 PM,,",9",",2",,,,mount,,E,isolated,D,male
2,2,1:07:51 PM,,",2","0,",n,NA,y,mount,,D,social,I,female
2,2,1:08:09 PM,,",9","0,",n,NA,y,mount,,E,isolated,I,female
2,2,1:09:56 PM,,",4","0,",n,NA,y,mount,,G,isolated,I,female
2,2,1:13:20 PM,,",5",",8",,,,mount,,B,social,C,male
2,2,1:13:27 PM,,",8",",9",,,,mount,,C,social,E,male
2,2,1:13:41 PM,,",7","8,",y,y,NA,mount,,F,isolated,N,female
2,2,1:13:51 PM,,",0",",7",,,,mount,,H,isolated,F,male
2,2,1:13:59 PM,,",0",",7",,,,mount,,H,isolated,F,male
2,2,1:14:55 PM,,",5",",8",,,,mount,,B,social,C,male
2,2,1:15:37 PM,,",0",",7",,,,mount,,H,isolated,F,male
2,2,1:16:32 PM,,",0","0,",y,y,NA,mount,,H,isolated,I,female
2,2,1:16:52 PM,,",9",",4",,,,mount,,E,isolated,G,male
2,2,1:17:14 PM,,",0","7,",n,NA,y,mount,,H,isolated,M,female
2,2,1:28:16 PM,1:29:02 PM,",1","3,",n,NA,n,insemination,,A,social,K,female
2,2,1:30:32 PM,,",8",",2",,,,mount,,C,social,D,male
2,2,1:30:41 PM,,",5",",2",,,,mount,,B,social,D,male
2,2,1:35:45 PM,,",2",",9",,,,mount,,D,social,E,male
2,2,1:35:53 PM,,",5",",2",,,,mount,,B,social,D,male
2,2,1:41:22 PM,,",5","0,",y,y,NA,mount,,B,social,I,female
2,2,1:42:58 PM,,",8",",5",,,,mount,,C,social,B,male
2,2,1:43:12 PM,,",5",",4",,,,mount,,B,social,G,male
2,2,1:46:19 PM,,",5",",9",,,,mount,,B,social,E,male
2,2,1:48:49 PM,,",5",",2",,,,mount,,B,social,D,male
2,2,1:53:51 PM,,",5",",2",,,,mount,,B,social,D,male
2,2,1:54:00 PM,,",4",",2",,,,mount,,G,isolated,D,male
