day,start_time,end_time,focal,partner,partner_avoid? (Y/N),avoid_success? (Y/N),male_abort? (Y/N),behaviour,notes
1,2:20:58 PM,,",7",",4",,,,mount,
1,2:22:38 PM,,",4","4,",y,y,NA,mount,
1,2:24:31 PM,,",4",",7",,,,mount,
1,2:26:09 PM,,",3","0,",n,NA,y,mount,
1,2:26:22 PM,,",3",",8",,,,mount,
1,2:26:45 PM,,",1",",3",,,,mount,
1,2:26:58 PM,,",5","7,",n,NA,y,mount,
1,2:27:38 PM,,",1","6,",n,NA,y,mount,
1,2:30:48 PM,,",1",",3",,,,mount,
1,2:34:13 PM,,",3",",1",,,,mount,
1,2:34:29 PM,,",1",",8",,,,mount,
1,2:37:33 PM,,",7","7,",y,y,NA,mount,
1,2:38:34 PM,,",7",",4",,,,mount,
1,2:41:17 PM,,",7",",4",,,,mount,
1,2:43:31 PM,,",3",",2",,,,mount,
1,3:03:43 PM,,",9","0,",n,NA,y,mount,
1,3:03:58 PM,,",7",",4",,,,mount,
1,3:04:31 PM,,",4",",7",,,,mount,
1,3:04:56 PM,3:05:36 PM,",3","4,",n,NA,n,insemination,
1,3:07:39 PM,,",3","4,",n,NA,y,mount,
1,3:08:15 PM,,",2",",3",,,,mount,
1,3:09:43 PM,,",4",",7",,,,mount,
1,3:10:27 PM,,",1","4,",y,y,NA,mount,
1,3:11:53 PM,,",2",",8",,,,mount,
1,3:13:29 PM,,",1","4,",n,NA,y,mount,
1,3:14:35 PM,,",9","5,",y,n,y,mount,
1,3:15:23 PM,,",2",",1",,,,mount,
1,3:15:32 PM,,",3","4,",n,NA,y,mount,
1,3:16:24 PM,,",5","8,",y,n,y,mount,
1,3:18:49 PM,,",9","4,",n,NA,y,mount,
1,3:21:03 PM,,",3",",8",,,,mount,
1,3:21:31 PM,,",3",",8",,,,mount,
1,3:23:39 PM,,",9","4,",n,NA,y,mount,
1,3:23:44 PM,,",7","6,",n,NA,y,mount,
1,3:24:05 PM,,",4","6,",y,y,NA,mount,
1,3:24:18 PM,,",4",",7",,,,mount,
1,3:24:24 PM,,",4",",7",,,,mount,
1,3:28:33 PM,,",9","5,",n,NA,y,mount,
1,3:29:47 PM,,",9","7,",n,NA,y,mount,
1,3:32:56 PM,,",3","5,",y,y,NA,mount,
1,3:35:12 PM,,",1",",3",,,,mount,
1,3:35:29 PM,,",1","3,",n,NA,y,mount,
1,3:35:29 PM,,",3",",1",,,,mount,
1,3:35:31 PM,,",3",",1",,,,mount,
1,3:37:10 PM,,",3",",1",,,,mount,
1,3:38:03 PM,3:38:56 PM,",1","4,",n,NA,n,insemination,
1,3:39:48 PM,3:40:18 PM,",9","4,",n,NA,n,insemination,
1,3:44:53 PM,,",3",",8",,,,mount,
1,3:46:26 PM,,",9","5,",y,y,NA,mount,
1,3:54:33 PM,,",3","5,",n,NA,y,mount,"End of day temp 26.2degC, 56% RH"
2,8:16:33 AM,8:17:06 AM,",4","6,",n,NA,n,insemination,"start: 26.7, 62% RH"
2,8:18:44 AM,,",8","0,",n,NA,y,mount,
2,8:28:48 AM,,",8","0,",y,y,NA,mount,
2,8:29:14 AM,,",3",",2",,,,mount,
2,8:29:30 AM,,",2","2,",y,y,NA,mount,
2,8:29:43 AM,,",3",",2",,,,mount,
2,8:30:07 AM,,",2",",8",,,,mount,
2,8:30:34 AM,,",1",",3",,,,mount,
2,8:31:32 AM,,",3",",1",,,,mount,
2,8:33:04 AM,,",9",",3",,,,mount,
2,8:33:25 AM,8:33:54 AM,",9","4,",y,n,n,insemination,
2,8:34:02 AM,,",3",",9",,,,mount,
2,8:34:29 AM,,",2","0,",y,y,NA,mount,
2,9:04:51 AM,,",3",",9",,,,mount,
2,9:05:00 AM,,",1",",9",,,,mount,
2,9:05:33 AM,9:06:01 AM,",3","3,",y,n,n,insemination,
2,9:10:13 AM,,",1",",3",,,,mount,
2,9:10:18 AM,,",3",",1",,,,mount,
2,9:13:38 AM,,",4",",7",,,,mount,
2,9:13:58 AM,,",4",",7",,,,mount,
2,9:14:11 AM,,",3",",1",,,,mount,
2,9:14:17 AM,,",5",",4",,,,mount,
2,9:18:15 AM,,",5",",4",,,,mount,
2,9:18:52 AM,,",8",",1",,,,mount,
2,9:19:23 AM,9:19:50 AM,",2","3,",y,n,n,insemination,
2,9:20:01 AM,,",5",",7",,,,mount,
2,9:23:06 AM,,",3","3,",y,y,NA,mount,
2,9:23:25 AM,,",3",",1",,,,mount,
2,9:23:41 AM,,",9",",2",,,,mount,
2,9:25:10 AM,,",8",",3",,,,mount,
2,9:25:39 AM,,",1",",8",,,,mount,
2,9:26:31 AM,,",1",",2",,,,mount,
2,9:27:46 AM,,",8",",3",,,,mount,
2,9:29:51 AM,,",2",",7",,,,mount,
2,9:29:57 AM,,",5",",2",,,,mount,
2,9:30:04 AM,,",4",",2",,,,mount,
2,9:30:13 AM,,",5",",4",,,,mount,
2,9:33:09 AM,,",2",",4",,,,mount,
2,9:33:17 AM,,",4",",2",,,,mount,
2,9:33:39 AM,,",4",",2",,,,mount,
2,9:33:43 AM,,",5",",2",,,,mount,
2,9:33:52 AM,,",4",",7",,,,mount,
2,9:34:24 AM,,",7",",4",,,,mount,
2,9:35:18 AM,,",7",",4",,,,mount,
2,9:38:23 AM,,",7",",4",,,,mount,
2,9:39:21 AM,,",8",",2",,,,mount,
2,9:44:18 AM,,",2","2,",n,NA,y,mount,
2,9:45:52 AM,9:46:39 AM,",2","2,",n,NA,n,insemination,
2,9:51:34 AM,,",2","2,",n,NA,y,mount,
2,9:52:22 AM,,",9",",3",,,,mount,
2,10:14:52 AM,,",9","4,",n,NA,y,mount,
2,10:15:30 AM,,",1",",3",,,,mount,
2,10:15:32 AM,,",1",",8",,,,mount,
2,10:16:57 AM,,",3",",1",,,,mount,
2,10:21:20 AM,,",3",",1",,,,mount,
2,10:22:48 AM,,",5",",7",,,,mount,
2,10:24:14 AM,,",4",",7",,,,mount,
2,10:24:41 AM,,",4",",5",,,,mount,
2,10:25:01 AM,,",5",",7",,,,mount,
2,10:25:20 AM,,",4",",5",,,,mount,
2,10:28:16 AM,,",5",",4",,,,mount,
2,10:36:43 AM,,",4",",7",,,,mount,
2,10:37:03 AM,,",7",",5",,,,mount,
2,10:39:58 AM,,",3",",2",,,,mount,
2,10:40:29 AM,,",2",",3",,,,mount,
2,10:41:02 AM,,",3",",2",,,,mount,
2,10:44:30 AM,,",3",",2",,,,mount,
2,10:45:43 AM,,",3",",2",,,,mount,
2,10:46:33 AM,,",3",",2",,,,mount,
2,10:47:32 AM,,",4",",5",,,,mount,
2,10:47:48 AM,,",5",",4",,,,mount,
2,10:50:39 AM,,",4",",7",,,,mount,
2,10:51:06 AM,,",7",",4",,,,mount,
2,10:52:24 AM,,",5",",7",,,,mount,
2,10:53:41 AM,,",3",",2",,,,mount,
2,10:54:10 AM,,",3",",2",,,,mount,
2,10:54:55 AM,,",3",",2",,,,mount,
2,10:55:04 AM,10:55:34 AM,",1","0,",y,n,n,insemination,
2,11:04:19 AM,,",3",",9",,,,mount,
2,11:05:15 AM,,",8",",7",,,,mount,
2,11:05:41 AM,,",9",",7",,,,mount,
2,11:06:56 AM,,",2",",4",,,,mount,
2,11:09:38 AM,,",1",",3",,,,mount,
2,11:10:35 AM,,",3","0,",y,y,NA,mount,
2,11:11:41 AM,11:12:21 AM,",3","0,",y,n,n,insemination,
2,11:15:12 AM,,",4","4,",y,y,NA,mount,
2,11:15:49 AM,,",3","4,",y,n,y,mount,
2,11:16:50 AM,,",3",",2",,,,mount,
2,11:16:58 AM,,",3","4,",n,NA,y,mount,
2,11:17:53 AM,,",9",",7",,,,mount,
2,11:20:38 AM,,",3",",2",,,,mount,
2,11:20:48 AM,,",3","4,",y,n,y,mount,
2,11:23:31 AM,,",3",",2",,,,mount,
2,11:24:30 AM,,",3",",2",,,,mount,
2,11:26:15 AM,,",2","4,",n,NA,y,mount,
2,11:27:12 AM,,",7","4,",y,y,NA,mount,
2,11:29:38 AM,,",2","4,",n,NA,y,mount,
2,11:30:07 AM,,",3","4,",y,y,NA,mount,
2,11:31:21 AM,,",2","4,",n,NA,y,mount,
2,11:38:25 AM,,",3","4,",y,n,y,mount,
2,11:40:27 AM,,",3",",2",,,,mount,
2,11:40:49 AM,,",3","0,",n,NA,y,mount,
2,11:42:47 AM,,",8",",7",,,,mount,
2,11:42:59 AM,,",3","0,",n,NA,y,mount,
2,11:46:03 AM,,",9",",2",,,,mount,
2,11:46:14 AM,,",7",",2",,,,mount,
2,11:46:48 AM,,",7",",2",,,,mount,
2,11:47:17 AM,,",9",",8",,,,mount,
2,11:47:39 AM,,",9",",2",,,,mount,
2,11:47:51 AM,,",3","4,",n,NA,y,mount,
2,11:48:46 AM,,",2","4,",n,NA,y,mount,
2,11:49:13 AM,,",3","0,",y,n,y,mount,
2,11:51:32 AM,,",3","0,",n,NA,y,mount,
2,11:52:20 AM,,",3",",2",,,,mount,
2,12:01:03 PM,,",3",",8",,,,mount,
2,12:01:21 PM,,",7",",3",,,,mount,
2,12:01:33 PM,,",8",",7",,,,mount,
2,12:04:16 PM,,",8",",7",,,,mount,
2,12:04:25 PM,,",8",",9",,,,mount,
2,12:04:44 PM,,",3",",9",,,,mount,
2,12:08:28 PM,,",3",",7",,,,mount,
2,12:08:39 PM,,",1","0,",n,NA,y,mount,
2,12:12:59 PM,,",1","3,",y,y,NA,mount,
2,12:14:52 PM,,",2","4,",n,NA,y,mount,
2,12:16:36 PM,,",2",",4",n,NA,y,mount,
2,12:17:53 PM,,",7",",3",,,,mount,
2,12:18:05 PM,,",1",",3",,,,mount,
2,12:18:32 PM,,",1",",3",,,,mount,
2,12:18:44 PM,,",1",",7",,,,mount,
2,12:19:25 PM,,",1",",7",,,,mount,
2,12:20:09 PM,,",9",",3",,,,mount,
2,12:21:19 PM,,",3",",7",,,,mount,
2,12:21:35 PM,,",9",",2",,,,mount,
2,12:21:44 PM,12:22:16 PM,",3","4,",n,NA,n,insemination,
2,12:22:03 PM,,",7",",9",,,,mount,
2,12:22:22 PM,,",9",",3",,,,mount,
2,12:23:16 PM,,",9","4,",n,NA,y,mount,
2,12:23:39 PM,,",7",",2",,,,mount,
2,12:24:05 PM,,",7",",2",,,,mount,
2,12:24:27 PM,,",9",",2",,,,mount,
2,12:24:41 PM,,",5",",2",,,,mount,
2,12:25:17 PM,12:25:43 PM,",7","4,",n,NA,n,insemination,
2,12:25:56 PM,,",9","0,",n,NA,y,mount,
2,12:26:37 PM,,",3","0,",n,NA,y,mount,
2,12:26:56 PM,,",5",",2",,,,mount,
2,12:27:36 PM,12:27:53 PM,",8","3,",n,NA,n,insemination,
2,12:28:04 PM,,",5",",8",,,,mount,
2,12:28:30 PM,,",1",",5",,,,mount,
2,12:28:38 PM,,",2",",7",,,,mount,
2,12:28:43 PM,,",3","4,",n,NA,y,mount,
2,12:29:45 PM,,",9","4,",y,y,NA,mount,
2,12:30:48 PM,,",2",",5",,,,mount,
2,12:31:11 PM,,",7",",9",,,,mount,
2,12:31:29 PM,,",7","0,",n,NA,y,mount,
2,12:32:20 PM,,",5","5,",n,NA,n,insemination,
2,12:33:28 PM,,",9","0,",n,NA,y,mount,
2,12:33:42 PM,,",9",",7",,,,mount,
2,12:33:48 PM,12:34:16 PM,",3","4,",n,NA,y,mount,
2,12:34:08 PM,,",7",",9",,,,mount,
2,12:34:37 PM,,",9","0,",n,NA,y,mount,
2,12:35:32 PM,,",3","4,",n,NA,y,mount,
2,12:36:01 PM,,",9","4,",n,NA,y,mount,
2,12:36:18 PM,,",7","0,",y,y,NA,mount,
2,12:36:31 PM,12:38:15 PM,",1","0,",n,NA,n,insemination,
2,12:36:48 PM,,",3",",7",,,,mount,
2,12:36:56 PM,,",5",",2",,,,mount,
2,12:37:44 PM,,",3",",7",,,,mount,
2,12:38:08 PM,,",9",",7",,,,mount,
2,12:38:32 PM,,",7",",3",,,,mount,
2,12:38:50 PM,,",5",",2",,,,mount,
2,12:40:07 PM,12:40:30 PM,",4","4,",n,NA,n,insemination,
2,12:40:37 PM,,",3","3,",n,NA,y,mount,
2,12:42:02 PM,,",2",",3",,,,mount,
2,12:42:08 PM,,",3","4,",y,n,y,mount,
2,12:42:31 PM,,",2",",7",,,,mount,
2,12:42:40 PM,,",3","3,",n,NA,y,mount,
2,12:43:23 PM,,",2","3,",y,y,NA,mount,
2,12:43:48 PM,,",3",",2",,,,mount,
2,12:44:04 PM,,",2",",7",,,,mount,
2,12:44:45 PM,,",3","4,",n,NA,y,mount,
2,12:45:18 PM,,",3","0,",n,NA,y,mount,
2,12:46:16 PM,,",5",",8",,,,mount,
2,12:46:25 PM,,",5","2,",n,NA,y,mount,
2,12:46:34 PM,,",2","4,",n,NA,y,mount,
2,12:48:07 PM,,",3","4,",n,NA,y,mount,
2,12:50:51 PM,12:51:33 PM,",4","3,",n,NA,n,insemination,
2,12:52:14 PM,,",3","3,",n,NA,y,mount,
2,12:52:33 PM,12:52:54 PM,",2","6,",n,NA,n,insemination,
2,12:53:37 PM,,",3","4,",n,NA,y,mount,
2,1:02:31 PM,,",3","3,",n,NA,y,mount,
2,1:05:13 PM,1:05:49 PM,",3","6,",n,NA,n,insemination,
2,1:06:03 PM,,",5",",8",,,,mount,
2,1:06:34 PM,,",3","0,",y,y,NA,mount,
2,1:08:10 PM,,",3","6,",n,NA,y,mount,
2,1:09:05 PM,,",3","0,",n,NA,y,mount,
2,1:12:04 PM,1:12:30 PM,",1","3,",n,NA,n,insemination,
2,1:12:42 PM,1:13:24 PM,",9","4,",n,NA,n,insemination,
2,1:14:24 PM,,",3","3,",n,NA,y,mount,
2,1:16:11 PM,,",3","4,",n,NA,y,mount,
2,1:16:55 PM,,",7",",3",,,,mount,
2,1:17:28 PM,,",9","6,",y,n,y,mount,
2,1:18:48 PM,,",3",",7",,,,mount,
2,1:18:56 PM,,",3","4,",n,NA,y,mount,
2,1:20:24 PM,,",3","3,",y,y,NA,mount,
2,1:21:27 PM,,",9","0,",n,NA,y,mount,
2,1:21:37 PM,,",2","3,",n,NA,y,mount,
2,1:22:39 PM,,",9","0,",n,NA,y,mount,
2,1:25:20 PM,,",8",",5",,,,mount,
2,1:25:39 PM,,",3",",2",,,,mount,
2,1:26:47 PM,,",3",",4",,,,mount,
2,1:29:30 PM,,",8",",1",,,,mount,
2,1:29:41 PM,,",3","0,",n,NA,y,mount,
2,1:30:33 PM,,",8",",5",,,,mount,
2,1:32:22 PM,,",3","3,",n,NA,y,mount,
2,1:33:44 PM,,",2","3,",n,NA,y,mount,
2,1:34:08 PM,,",3","6,",n,NA,y,mount,
2,1:35:42 PM,1:36:10 PM,",4","6,",n,NA,n,insemination,
2,1:36:52 PM,,",3","3,",n,NA,y,mount,
2,1:38:58 PM,,",2","4,",y,y,NA,mount,
2,1:41:13 PM,,",3","6,",n,NA,y,mount,
2,1:42:30 PM,,",3","6,",y,y,NA,mount,
2,1:43:25 PM,,",3","6,",y,y,NA,mount,
2,1:48:08 PM,,",2","4,",y,y,NA,mount,
2,1:49:59 PM,,",2","3,",n,NA,y,mount,
2,1:51:06 PM,,",3","4,",n,NA,y,mount,
2,1:52:19 PM,,",3","3,",y,y,NA,mount,
2,1:53:08 PM,,",4","3,",n,NA,y,mount,
2,1:54:12 PM,,",3","6,",y,y,NA,mount,
2,2:02:52 PM,,",3","0,",n,NA,y,mount,
2,2:05:55 PM,,",3",",2",,,,mount,
2,2:06:54 PM,,",8","4,",n,NA,y,mount,
2,2:07:31 PM,,",3","3,",n,NA,y,mount,
2,2:08:59 PM,,",5",",7",,,,mount,
2,2:09:52 PM,,",5","6,",n,NA,y,mount,
2,2:10:26 PM,,",3","3,",n,NA,y,mount,
2,2:11:52 PM,,",3","3,",n,NA,y,mount,
2,2:12:36 PM,,",3","0,",n,NA,y,mount,
2,2:13:24 PM,,",3","3,",n,NA,y,mount,
2,2:15:13 PM,,",3","4,",n,NA,y,mount,
2,2:16:08 PM,,",3","3,",n,NA,y,mount,
2,2:21:53 PM,,",2","4,",n,NA,y,mount,
2,2:23:18 PM,,",3","4,",n,NA,y,mount,
2,2:24:53 PM,,",3","0,",n,NA,y,mount,
2,2:26:04 PM,,",3","0,",n,NA,y,mount,
2,2:29:19 PM,,",3","0,",y,n,y,mount,
2,2:29:39 PM,,",4","4,",y,y,NA,mount,
2,2:31:11 PM,,",3",",2",,,,mount,
2,2:31:34 PM,,",3","0,",y,y,NA,mount,
2,2:32:57 PM,,",3","4,",n,NA,y,mount,
2,2:35:00 PM,,",3","4,",n,NA,y,mount,
2,2:39:01 PM,,",3",",2",,,,mount,
2,2:40:15 PM,,",3","4,",n,NA,y,mount,
2,2:41:21 PM,,",3","4,",y,y,NA,mount,
2,3:03:00 PM,,",3",",2",,,,mount,
2,3:05:16 PM,,",3","0,",n,NA,y,mount,
2,3:06:05 PM,,",3","0,",n,NA,y,mount,
2,3:08:57 PM,,",3","0,",n,NA,y,mount,
2,3:14:58 PM,3:15:44 PM,",8","8,",n,NA,n,insemination,
2,3:22:22 PM,,",7",",3",,,,mount,
2,3:22:30 PM,,",5",",3",,,,mount,
2,3:22:36 PM,,",3",",7",,,,mount,
2,3:24:17 PM,3:25:26 PM,",5","0,",n,NA,n,insemination,
2,3:25:13 PM,,",3","8,",n,NA,y,mount,
2,3:25:58 PM,,",5",",7",,,,mount,
2,3:42:23 PM,,",5",",3",,,,mount,
2,3:43:27 PM,,",3",",5",,,,mount,
2,3:44:05 PM,,",3",",7",,,,mount,"End of day temp 26.1degC, 56% RH"
