day,start_time,end_time,focal,partner,partner_avoid? (Y/N),avoid_success? (Y/N),male_abort? (Y/N),behaviour,notes
1,8:28:29 AM,,",9",",5",,,,mount,
1,8:28:30 AM,,",5",",2",,,,mount,
1,8:28:37 AM,,",5",",2",,,,mount,
1,8:30:54 AM,,",7","6,",n,NA,y,mount,
1,8:32:29 AM,,",2","2,",n,NA,y,mount,
1,8:32:42 AM,8:36:53 AM,",5","2,",n,NA,n,insemination,
1,8:32:56 AM,,",9",",2",,,,mount,
1,8:33:41 AM,,",2",",5",,,,mount,
1,8:34:39 AM,,",2",",5",,,,mount,
1,8:37:45 AM,,",7","1,",y,y,NA,mount,
1,8:38:56 AM,8:39:46 AM,",2","2,",n,NA,n,insemination,
1,8:39:22 AM,,",7","5,",n,NA,y,mount,
1,8:40:00 AM,,",5",",2",,,,mount,
1,8:42:22 AM,8:43:07 AM,",2","0,",n,NA,n,insemination,
1,8:42:45 AM,,",5",",2",,,,mount,
1,8:46:15 AM,,",2","0,",y,y,NA,mount,
1,8:47:21 AM,8:47:54 AM,",9","0,",n,NA,n,insemination,
1,8:48:30 AM,,",9",",5",,,,mount,
1,8:49:12 AM,,",1","6,",n,NA,y,mount,
1,8:50:47 AM,,",1",",7",,,,mount,
1,8:50:57 AM,,",7","5,",n,NA,y,mount,
1,8:51:09 AM,,",1","5,",n,NA,y,mount,
1,8:51:27 AM,,",2",",5",,,,mount,
1,8:51:38 AM,,",7","1,",n,NA,y,mount,
1,8:52:23 AM,8:53:11 AM,",3","2,",n,NA,n,insemination,
1,8:53:28 AM,,",8",",3",,,,mount,
1,8:55:00 AM,,",3",",8",,,,mount,
1,9:06:35 AM,,",3","2,",y,y,NA,mount,
1,9:13:56 AM,,",9","6,",n,NA,y,mount,
1,9:14:37 AM,,",2",",9",,,,mount,
1,9:14:45 AM,,",5","6,",n,NA,y,mount,
1,9:15:11 AM,9:15:48 AM,",8","6,",n,NA,n,insemination,
1,9:16:54 AM,,",8","6,",n,NA,y,mount,
1,9:21:26 AM,,",8","2,",n,NA,y,mount,
1,9:21:52 AM,,",3","2,",y,y,NA,mount,
1,9:22:58 AM,,",3","2,",n,NA,y,mount,
1,9:24:17 AM,,",8","5,",n,NA,y,mount,
1,9:25:20 AM,,",1",",8",,,,mount,
1,9:26:25 AM,,",7",",8",,,,mount,
1,9:27:00 AM,,",7",",8",,,,mount,
1,9:28:39 AM,,",3","2,",y,y,NA,mount,
1,9:38:30 AM,,",3","2,",y,y,NA,mount,
1,9:40:19 AM,,",3","2,",n,NA,y,mount,
1,9:41:45 AM,,",8","4,",n,NA,y,mount,
1,9:42:11 AM,,",5",",2",,,,mount,
1,9:43:33 AM,,",3","2,",n,NA,y,mount,
1,9:43:52 AM,,",1","4,",n,NA,y,mount,
1,9:49:51 AM,,",8",",1",,,,mount,
1,9:50:13 AM,,",3","2,",n,NA,y,mount,
1,9:50:33 AM,,",3","2,",n,NA,y,mount,
1,9:52:52 AM,,",3","2,",n,NA,y,mount,
1,10:05:29 AM,,",7",",1",,,,mount,
1,10:06:11 AM,,",3","2,",n,NA,y,mount,
1,10:15:22 AM,,",3","2,",y,y,NA,mount,
1,10:16:06 AM,,",3","2,",n,NA,y,mount,
1,10:18:29 AM,,",3","2,",n,NA,y,mount,
1,10:22:12 AM,,",8","0,",y,y,NA,mount,
1,10:22:25 AM,,",7","5,",n,NA,y,mount,
1,10:22:39 AM,,",3","2,",n,NA,y,mount,
1,10:23:07 AM,,",8",",7",,,,mount,
1,10:23:16 AM,,",1",",7",,,,mount,
1,10:23:41 AM,,",1",",8",,,,mount,
1,10:26:04 AM,,",3","2,",n,NA,y,mount,
1,10:26:30 AM,,",3","2,",n,NA,y,mount,
1,10:28:30 AM,,",3","2,",n,NA,y,mount,
1,10:29:36 AM,,",3","2,",n,NA,y,mount,
1,10:33:35 AM,,",8","2,",n,NA,y,mount,
1,10:33:42 AM,,",1",",8",,,,mount,
1,10:34:27 AM,,",7","2,",n,NA,y,mount,
1,10:35:11 AM,,",9","2,",y,y,NA,mount,
1,10:35:33 AM,,",7",",8",,,,mount,
1,10:35:41 AM,,",1",",8",,,,mount,
1,10:37:58 AM,,",3","2,",n,NA,y,mount,
1,10:38:34 AM,,",1","5,",n,NA,y,mount,
1,10:40:20 AM,,",3","2,",n,NA,y,mount,
1,10:41:56 AM,,",3","2,",n,NA,y,mount,
1,10:42:57 AM,,",3","2,",n,NA,y,mount,
1,10:43:49 AM,,",3","2,",n,NA,y,mount,
1,10:45:24 AM,,",1",",7",,,,mount,
1,10:45:41 AM,,",8",",1",,,,mount,
1,10:46:04 AM,,",3","2,",n,NA,y,mount,
1,10:47:14 AM,,",3","2,",n,NA,y,mount,
1,10:47:54 AM,,",3","2,",n,NA,y,mount,
1,10:48:42 AM,,",3","2,",n,NA,y,mount,
1,10:49:18 AM,,",8",",1",,,,mount,
1,10:49:25 AM,,",7",",8",,,,mount,
1,10:49:31 AM,,",1",",8",,,,mount,
1,11:09:14 AM,,",3","2,",n,NA,y,mount,
1,11:11:02 AM,,",8",",7",,,,mount,
1,11:12:15 AM,,",8","0,",n,NA,y,mount,
1,11:22:25 AM,,",7",",8",,,,mount,
1,11:22:34 AM,,",1",",8",,,,mount,
1,11:24:47 AM,,",3","2,",n,NA,y,mount,
1,11:25:13 AM,,",8","5,",n,NA,y,mount,
1,11:25:31 AM,,",8","5,",n,NA,y,mount,
1,11:25:45 AM,,",7",",8",,,,mount,
1,11:26:35 AM,11:29:17 AM,",3","1,",n,NA,n,insemination,
1,11:28:46 AM,,",7",",8",,,,mount,
1,11:35:36 AM,,",3",",8",,,,mount,
1,11:36:34 AM,11:37:00 AM,",7","5,",n,NA,n,insemination,
1,11:46:23 AM,11:46:51 AM,",0","2,",n,NA,n,insemination,
1,12:02:04 PM,,",3",",8",,,,mount,
1,12:02:29 PM,,",3",",9",,,,mount,
1,12:02:55 PM,,",5",",9",,,,mount,
1,12:03:08 PM,,",3",",5",,,,mount,
1,12:03:14 PM,,",2",",3",,,,mount,
1,12:03:22 PM,,",5",",3",,,,mount,
1,12:06:25 PM,,",2",",5",,,,mount,
1,12:07:08 PM,12:09:16 PM,",3","1,",n,NA,n,insemination,
1,12:09:40 PM,12:10:15 PM,",8","6,",y,n,n,insemination,
1,12:11:20 PM,,",3",",9",,,,mount,
1,12:12:19 PM,,",8","2,",n,NA,y,mount,
1,12:12:33 PM,,",0",",8",,,,mount,
1,12:15:31 PM,,",8","6,",n,NA,y,mount,
1,12:16:07 PM,,",5",",7",,,,mount,
1,12:17:38 PM,12:18:42 PM,",8","7,",n,NA,n,insemination,
1,12:25:59 PM,12:26:29 PM,",9","6,",n,NA,n,insemination,
1,12:27:47 PM,,",3","6,",y,y,NA,mount,
1,12:29:05 PM,,",5","5,",y,n,y,mount,
1,12:32:35 PM,,",9",",3",,,,mount,
1,12:32:57 PM,,",3",",9",,,,mount,
1,12:35:34 PM,,",9",",3",,,,mount,
1,12:36:56 PM,,",3",",9",,,,mount,
1,12:38:27 PM,,",3",",8",,,,mount,
1,12:41:07 PM,,",8","6,",y,y,NA,mount,
1,12:52:19 PM,,",8","2,",y,n,y,mount,
1,1:02:29 PM,1:03:06 PM,",3","7,",n,NA,n,insemination,
1,1:03:34 PM,,",8","2,",n,NA,y,mount,
1,1:06:24 PM,,",3","6,",n,NA,y,mount,
1,1:06:38 PM,,",8",",3",,,,mount,
1,1:06:52 PM,,",3",",8",,,,mount,
1,1:07:05 PM,,",3",",8",,,,mount,
1,1:07:28 PM,,",0","6,",n,NA,y,mount,
1,1:07:54 PM,,",0","6,",n,NA,y,mount,
1,1:09:00 PM,,",7","1,",y,n,y,mount,
1,1:10:33 PM,,",3",",8",,,,mount,
1,1:11:49 PM,,",3",",8",,,,mount,
1,1:12:16 PM,,",3",",8",,,,mount,
1,1:14:10 PM,,",7","8,",y,y,NA,mount,
1,1:14:59 PM,,",7",",1",,,,mount,
1,1:15:10 PM,,",7","5,",n,NA,y,mount,
1,1:15:29 PM,,",0",",8",,,,mount,
1,1:16:07 PM,,",5",",7",,,,mount,
1,1:16:53 PM,,",0",",8",,,,mount,
1,1:17:08 PM,,",0",",8",,,,mount,
1,1:17:21 PM,,",3",",8",,,,mount,
1,1:21:23 PM,1:22:08 PM,",5","5,",n,NA,n,insemination,
1,1:28:27 PM,,",3","2,",n,NA,y,mount,
1,1:28:55 PM,,",0","2,",y,n,y,mount,
1,1:30:14 PM,,",1","2,",y,y,NA,mount,
1,1:30:57 PM,,",7","5,",n,NA,y,mount,
1,1:46:23 PM,,",0",",8",,,,mount,
1,2:02:30 PM,,",3",",8",,,,mount,
1,2:03:43 PM,,",8",",0",,,,mount,
1,2:04:48 PM,,",0",",8",,,,mount,
1,2:12:02 PM,,",7",",5",,,,mount,
1,2:12:06 PM,,",5","5,",n,NA,y,mount,
1,2:12:27 PM,,",0","7,",n,NA,y,mount,
1,2:15:08 PM,,",0",",3",,,,mount,
1,2:15:22 PM,,",0",",3",,,,mount,
1,2:15:54 PM,,",3","7,",n,NA,y,mount,
1,2:15:56 PM,,",0",",8",,,,mount,
1,2:16:29 PM,,",0",",8",,,,mount,
1,2:17:09 PM,,",9",",3",,,,mount,
1,2:19:40 PM,,",9","7,",n,NA,y,mount,
1,2:19:44 PM,,",0",",9",,,,mount,
1,2:20:53 PM,,",3",",9",,,,mount,
1,2:21:14 PM,,",3",",9",,,,mount,
1,2:21:21 PM,,",0",",3",,,,mount,
1,2:23:40 PM,,",0","7,",n,NA,y,mount,
1,2:24:19 PM,,",3",",0",,,,mount,
1,2:26:47 PM,,",1","5,",n,NA,y,mount,
1,2:27:14 PM,,",3",",8",,,,mount,
1,2:27:52 PM,,",3","7,",n,NA,y,mount,
1,2:35:05 PM,,",0",",8",,,,mount,
1,2:35:12 PM,,",3",",0",,,,mount,
1,2:36:58 PM,,",3",",8",,,,mount,
1,2:37:51 PM,,",7",",1",,,,mount,
1,2:40:10 PM,,",7",",5",,,,mount,
1,2:44:04 PM,2:44:38 PM,",1","5,",n,NA,n,insemination,
1,2:44:50 PM,,",5",",1",,,,mount,
1,2:46:01 PM,,",5",",7",,,,mount,
1,2:46:40 PM,,",8",",3",,,,mount,
1,2:46:52 PM,,",0",",3",,,,mount,
1,2:47:05 PM,,",3",",8",,,,mount,
1,2:47:46 PM,,",0",",8",,,,mount,
1,2:49:11 PM,,",8","7,",n,NA,y,mount,
1,3:10:06 PM,,",7",",1",,,,mount,
1,3:16:50 PM,,",9",",3",,,,mount,
1,3:20:37 PM,,",0",",9",,,,mount,
1,3:21:57 PM,,",5","0,",y,y,NA,mount,
1,3:29:10 PM,,",9",",0",,,,mount,
1,3:33:20 PM,,",0",",3",,,,mount,end of day: 25.8 degC 55% RH
2,8:28:04 AM,,",7","2,",y,y,NA,mount,"start: 26.1 C, 61% RH"
2,8:31:59 AM,,",7","2,",y,n,n,insemination,
2,8:32:20 AM,,",0",",3",,,,mount,
2,8:32:58 AM,,",9",",3",,,,mount,
2,8:40:40 AM,,",0",",3",,,,mount,
2,8:40:46 AM,,",3","4,",n,NA,y,mount,
2,8:40:57 AM,,",3",",0",,,,mount,
2,8:43:12 AM,,",1","0,",n,NA,y,mount,
2,8:43:37 AM,,",0",",3",,,,mount,
2,8:44:32 AM,,",5",",1",,,,mount,
2,8:47:06 AM,,",8",",0",,,,mount,
2,8:47:51 AM,,",0",",8",,,,mount,
2,8:47:57 AM,,",8",",0",,,,mount,
2,8:48:02 AM,,",3",",0",,,,mount,
2,8:49:08 AM,,",9",",3",,,,mount,
2,8:49:49 AM,,",9",",3",,,,mount,
2,8:49:55 AM,,",0",",9",,,,mount,
2,8:50:30 AM,,",9",",3",,,,mount,
2,8:50:37 AM,,",8",",9",,,,mount,
2,8:50:45 AM,,",0",",8",,,,mount,
2,9:07:47 AM,,",0",",9",,,,mount,
2,9:07:55 AM,,",3",",0",,,,mount,
2,9:08:14 AM,,",9",",3",,,,mount,
2,9:08:49 AM,,",2","7,",y,y,NA,mount,
2,9:09:31 AM,,",0",",8",,,,mount,
2,9:09:50 AM,9:10:14 AM,",3","2,",n,NA,n,insemination,
2,9:10:41 AM,9:11:16 AM,",0","4,",n,NA,n,insemination,
2,9:11:38 AM,,",0",",9",,,,mount,
2,9:12:06 AM,,",8","4,",y,y,NA,mount,
2,9:12:22 AM,,",0",",8",,,,mount,
2,9:12:53 AM,,",3","2,",y,y,NA,mount,
2,9:13:04 AM,9:13:34 AM,",2","0,",n,NA,n,insemination,
2,9:13:53 AM,,",0",",8",,,,mount,
2,9:13:58 AM,,",8",",9",,,,mount,
2,9:15:08 AM,,",5",",1",,,,mount,
2,9:15:30 AM,,",3","2,",y,n,y,mount,
2,9:16:01 AM,,",1",",5",,,,mount,
2,9:16:38 AM,,",3","2,",y,n,y,mount,
2,9:18:49 AM,,",3","2,",n,NA,y,mount,
2,9:20:00 AM,,",2","7,",y,y,NA,mount,
2,9:20:18 AM,,",5",",2",,,,mount,
2,9:21:40 AM,,",3","2,",y,y,NA,mount,
2,9:29:16 AM,9:29:51 AM,",2","5,",n,NA,n,insemination,
2,9:34:53 AM,,",3","2,",y,y,NA,mount,
2,9:37:01 AM,,",3","2,",n,NA,y,mount,
2,9:38:48 AM,,",3","2,",n,NA,y,mount,
2,9:40:49 AM,,",3","2,",y,n,y,mount,
2,9:47:38 AM,9:48:52 AM,",7","2,",y,n,n,insemination,
2,9:49:43 AM,,",7","2,",y,y,NA,mount,
2,9:52:47 AM,,",3","2,",y,y,NA,mount,
2,9:53:59 AM,,",3","2,",n,NA,y,mount,
2,9:54:39 AM,,",3","2,",n,NA,y,mount,
2,10:07:06 AM,,",2","2,",y,y,NA,mount,
2,10:07:28 AM,,",1","2,",n,NA,y,mount,
2,10:07:56 AM,10:08:12 AM,",5","7,",n,NA,n,insemination,
2,10:09:25 AM,,",5","7,",y,y,NA,mount,
2,10:09:44 AM,,",2",",5",,,,mount,
2,10:09:51 AM,,",2",",1",,,,mount,
2,10:10:06 AM,,",2","0,",y,y,NA,mount,
2,10:10:20 AM,,",1",",2",,,,mount,
2,10:11:05 AM,,",5","8,",y,n,y,mount,
2,10:11:29 AM,,",5","7,",y,y,NA,mount,
2,10:11:55 AM,,",8","5,",y,y,NA,mount,
2,10:12:11 AM,,",8","8,",y,y,NA,mount,
2,10:12:38 AM,10:13:16 AM,",5","8,",y,n,n,insemination,
2,10:22:03 AM,,",3","5,",y,y,NA,mount,
2,10:25:00 AM,,",3","5,",n,NA,y,mount,
2,10:26:35 AM,,",3","5,",n,NA,y,mount,
2,10:27:18 AM,,",0",",9",,,,mount,
2,10:28:08 AM,10:28:30 AM,",8","4,",y,n,n,insemination,
2,10:31:07 AM,,",2",",1",,,,mount,
2,10:34:59 AM,,",3","5,",y,y,NA,mount,
2,10:36:25 AM,,",3","2,",n,NA,y,mount,
2,10:40:13 AM,,",3","2,",y,n,y,mount,
2,10:43:06 AM,,",3","5,",y,y,NA,mount,
2,10:46:12 AM,,",8",",0",,,,mount,
2,10:52:59 AM,,",3","5,",y,y,NA,mount,
2,10:54:47 AM,,",3","2,",n,NA,y,mount,
2,10:54:57 AM,,",0",",8",,,,mount,
2,11:03:41 AM,,",3","2,",n,NA,y,mount,
2,11:07:09 AM,,",8","2,",y,y,NA,mount,
2,11:07:23 AM,11:08:01 AM,",9","2,",n,NA,n,insemination,
2,11:07:36 AM,,",8",",0",,,,mount,
2,11:07:47 AM,11:08:05 AM,",3","5,",,,,mount,
2,11:08:08 AM,,",8",",9",,,,mount,
2,11:10:58 AM,,",3","5,",Y,Y,NA,mount,
2,11:12:52 AM,,",8","7,",y,y,NA,mount,
2,11:13:00 AM,,",0",",8",,,,mount,
2,11:13:17 AM,,",0",",8",,,,mount,
2,11:15:02 AM,,",3","6,",n,NA,y,mount,
2,11:15:56 AM,,",3","5,",y,n,y,mount,
2,11:23:58 AM,11:24:22 AM,",3","1,",n,NA,n,insemination,
2,11:42:54 AM,,",8",",0",,,,mount,
2,11:43:36 AM,,",9","5,",n,NA,y,mount,
2,11:48:37 AM,11:49:11 AM,",8","5,",n,NA,n,insemination,
2,11:50:38 AM,,",8","7,",y,y,NA,mount,
2,12:04:43 PM,,",1","1,",y,y,NA,mount,
2,12:06:43 PM,,",9","7,",y,n,y,mount,
2,12:07:46 PM,,",1","8,",n,n,y,mount,
2,12:10:29 PM,,",1",",2",,,,mount,
2,12:10:55 PM,,",1","8,",y,y,NA,mount,
2,12:16:40 PM,,",7","8,",y,y,NA,mount,
2,12:17:33 PM,,",7","8,",y,n,y,mount,
2,12:23:50 PM,,",3","2,",n,NA,y,mount,
2,12:26:58 PM,,",7","8,",y,n,y,mount,
2,12:28:19 PM,,",7","2,",y,y,NA,mount,
2,12:28:31 PM,12:29:19 PM,",7","6,",n,NA,n,insemination,
2,12:37:17 PM,,",7","6,",n,NA,y,mount,
2,12:45:18 PM,,",7","6,",y,y,NA,mount,
2,12:46:03 PM,,",7","6,",n,NA,y,mount,
2,12:46:21 PM,,",5","0,",n,NA,y,mount,
2,12:46:38 PM,12:47:13 PM,",0","7,",n,NA,n,insemination,
2,12:49:05 PM,,",7","6,",n,NA,y,mount,
2,1:05:00 PM,,",1","1,",n,NA,y,mount,
2,1:07:44 PM,,",7","2,",n,NA,y,mount,
2,1:08:41 PM,,",2",",1",,,,mount,
2,1:12:23 PM,,",3","2,",n,NA,y,mount,
2,1:13:48 PM,,",3","2,",n,NA,y,mount,
2,1:14:08 PM,,",3","8,",y,n,y,mount,
2,1:18:54 PM,1:19:30 PM,",3","8,",n,NA,n,insemination,
2,1:20:38 PM,,",1","1,",y,n,y,mount,
2,1:21:09 PM,,",2",",3",,,,mount,
2,1:21:28 PM,,",3",",5",,,,mount,
2,1:21:44 PM,,",5",",3",,,,mount,
2,1:24:47 PM,,",2",",3",,,,mount,
2,1:26:11 PM,,",0","6,",n,NA,y,mount,
2,1:26:12 PM,1:26:53 PM,",0","0,",y,n,n,insemination,
2,1:27:01 PM,,",8","6,",n,NA,y,mount,
2,1:27:52 PM,,",7","0,",n,NA,y,mount,
2,1:28:15 PM,,",0",",7",,,,mount,
2,1:28:28 PM,,",9",",8",,,,mount,
2,1:29:10 PM,,",7",",0",,,,mount,
2,1:31:24 PM,,",7",",3",,,,mount,
2,1:32:10 PM,,",0",",3",,,,mount,
2,1:32:22 PM,,",0","7,",y,n,y,mount,
2,1:33:20 PM,,",9","6,",n,NA,y,mount,
2,1:34:30 PM,,",0",",8",,,,mount,
2,1:37:40 PM,,",7",",3",,,,mount,
2,1:38:48 PM,,",8",",3",,,,mount,
2,1:39:24 PM,,",8",",3",,,,mount,
2,1:39:36 PM,,",0",",8",,,,mount,
2,1:43:32 PM,,",8",",0",,,,mount,
2,1:43:55 PM,,",7",",3",,,,mount,
2,1:46:24 PM,,",7",",3",,,,mount,
2,1:46:50 PM,,",9",",3",,,,mount,
2,1:47:02 PM,,",0",",9",,,,mount,
2,1:47:06 PM,,",2","7,",n,NA,y,mount,
2,1:52:25 PM,,",2","0,",y,y,NA,mount,
2,1:54:30 PM,,",5","0,",n,NA,y,mount,
2,2:06:13 PM,,",0",",7",,,,mount,
2,2:15:24 PM,,",0","7,",n,NA,y,mount,
2,2:16:17 PM,,",3","0,",y,y,NA,mount,
2,2:16:27 PM,,",1","0,",y,y,NA,mount,
2,2:20:10 PM,,",1","0,",n,NA,y,mount,
2,2:20:21 PM,,",1","0,",n,NA,y,mount,
2,2:20:46 PM,,",3",",5",,,,mount,
2,2:20:55 PM,,",5","0,",y,y,NA,mount,
2,2:31:04 PM,,",5",",3",,,,mount,
2,2:31:36 PM,,",3",",1",,,,mount,
2,2:35:32 PM,,",1",",3",,,,mount,
2,2:35:51 PM,,",3","0,",y,y,NA,mount,
2,2:38:33 PM,,",3","6,",y,y,NA,mount,
2,2:38:42 PM,,",3","5,",n,NA,y,mount,
2,2:38:52 PM,,",3","1,",n,NA,y,mount,
2,2:39:25 PM,,",3","5,",n,NA,y,mount,
2,2:40:01 PM,,",3","1,",n,NA,y,mount,
2,2:41:08 PM,,",3","5,",n,NA,y,mount,
2,2:41:20 PM,,",3","6,",n,NA,y,mount,
2,2:41:44 PM,,",3","0,",y,y,NA,mount,
2,2:42:01 PM,,",3","5,",n,NA,y,mount,
2,2:47:26 PM,2:47:56 PM,",5","1,",n,NA,n,insemination,
2,2:48:09 PM,,",2","6,",y,y,NA,mount,
2,2:50:21 PM,,",3","6,",y,y,NA,mount,
2,2:55:05 PM,,",1","1,",y,n,y,mount,
2,3:04:29 PM,,",3","6,",y,y,NA,mount,
2,3:05:14 PM,3:05:37 PM,",0","1,",y,n,n,insemination,
2,3:08:11 PM,,",7",",0",,,,mount,
2,3:10:37 PM,,",5","1,",y,y,NA,mount,
2,3:10:51 PM,,",1",",5",,,,mount,
2,3:11:16 PM,3:11:46 PM,",8","1,",y,n,n,insemination,
2,3:11:38 PM,,",7",",9",,,,mount,
2,3:12:01 PM,,",3","6,",y,y,NA,mount,
2,3:12:14 PM,,",7",",8",,,,mount,
2,3:14:34 PM,3:14:58 PM,",9","1,",y,n,n,insemination,
2,3:18:53 PM,,",3","6,",n,NA,y,mount,
2,3:21:47 PM,,",3","8,",n,NA,y,mount,
2,3:23:22 PM,,",0",",3",,,,mount,
2,3:54:33 PM,,",5",",2",,,,mount,"end: 25.8 C, 57% RH"
