day,start_time,end_time,focal,partner,partner_avoid? (Y/N),avoid_success? (Y/N),male_abort? (Y/N),behaviour,notes
1,12:03:42 PM,,",8",",4",n,NA,,mount,
1,12:03:54 PM,,",9",",8",n,NA,,mount,
1,12:04:05 PM,,",4","9,",n,NA,y,mount,
1,12:05:52 PM,,",2","8,",n,NA,y,mount,
1,12:06:25 PM,12:07:01 PM,",7","9,",n,NA,n,insemination,
1,12:08:09 PM,,",7","9,",n,NA,y,mount,
1,12:08:27 PM,,",9","9,",n,NA,y,mount,
1,12:08:43 PM,,",8","9,",n,NA,y,mount,
1,12:09:34 PM,,",3",",1",,,,mount,
1,12:09:48 PM,,",7","9,",n,NA,y,mount,
1,12:09:58 PM,,",2",",3",,,,mount,
1,12:10:08 PM,,",2","1,",n,NA,y,mount,
1,12:11:07 PM,,",4","9,",y,y,NA,mount,
1,12:13:17 PM,,",2","1,",y,y,y,mount,
1,12:14:01 PM,,",2","8,",,,y,mount,
1,12:19:49 PM,,",2","8,",n,NA,,mount,
1,12:20:59 PM,12:21:46 PM,",0","4,",n,NA,n,insemination,
1,12:23:17 PM,,",0","4,",,,y,mount,
1,12:23:33 PM,,",8","9,",y,y,NA,mount,
1,12:24:32 PM,,",0","4,",,,y,mount,
1,12:26:30 PM,,",0","4,",,,y,mount,
1,12:37:03 PM,,",2","8,",,,y,mount,
1,12:37:58 PM,,",2","8,",,,,mount,
1,12:38:18 PM,,",0","4,",y,y,NA,mount,
1,12:39:42 PM,,",2","1,",n,NA,y,mount,
1,12:40:41 PM,,",2","1,",,,,mount,
1,12:41:33 PM,,",0","4,",n,NA,y,mount,
1,12:42:28 PM,,",9","8,",n,NA,y,mount,
1,12:42:32 PM,,",7",",9",,,,mount,
1,12:42:59 PM,,",4","8,",,,,mount,
1,12:43:06 PM,,",9",",4",,,,mount,
1,12:43:12 PM,,",8",",9",,,,mount,
1,12:43:18 PM,,",8",",4",,,,mount,
1,12:43:25 PM,,",2",",1",,,,mount,
1,12:43:41 PM,,",4",",7",,,,mount,
1,12:43:41 PM,,",7",",4",,,,mount,
1,12:44:33 PM,,",7","8,",n,NA,y,mount,
1,12:46:42 PM,,",1",",3",,,,mount,
1,12:47:31 PM,,",0","4,",,,,mount,
1,12:47:57 PM,,",8","8,",n,NA,y,mount,
1,12:48:25 PM,,",9",",8",,,,mount,
1,12:48:42 PM,,",3",",1",,,,mount,
1,12:48:51 PM,,",7","8,",n,NA,y,mount,
1,12:49:56 PM,,",0","4,",,,,mount,
1,12:50:16 PM,,",7","8,",n,NA,y,mount,
1,12:50:26 PM,,",8",",7",,,,mount,
1,12:52:37 PM,,",0","9,",n,NA,y,mount,
1,12:54:01 PM,,",8",",7",,,,mount,
1,12:54:01 PM,,",7",",8",,,,mount,
1,12:54:36 PM,,",0","4,",n,NA,y,mount,
1,1:01:01 PM,,",0","4,",n,NA,y,mount,
1,1:05:08 PM,,",0","9,",y,y,NA,mount,
1,1:10:44 PM,,",0","0,",y,y,NA,mount,
1,1:15:03 PM,,",0","1,",n,NA,y,mount,
1,1:15:21 PM,,",0","1,",n,NA,y,mount,
1,1:15:57 PM,,",0","1,",n,NA,y,mount,
1,1:19:40 PM,,",2","9,",n,NA,y,mount,
1,1:20:05 PM,,",2","9,",y,y,NA,mount,
1,1:22:26 PM,,",4","4,",n,NA,y,mount,
1,1:22:56 PM,1:23:18 PM,",8","4,",n,NA,n,insemination,
1,1:23:27 PM,,",0","9,",,,y,mount,
1,1:23:53 PM,,",7",",8",n,NA,y,mount,
1,1:24:29 PM,,",7",",8",,,,mount,
1,1:25:00 PM,,",7",",8",,,,mount,
1,1:29:11 PM,,",7",",8",,,,mount,
1,1:33:02 PM,,",2","9,",y,y,,mount,
1,1:34:03 PM,,",2","9,",y,y,NA,mount,
1,1:34:12 PM,1:34:55 PM,",0","1,",n,NA,n,insemination,
1,1:36:28 PM,,",0","0,",y,y,NA,mount,
1,1:40:29 PM,,",0","4,",n,NA,y,mount,
1,1:42:14 PM,,",0","0,",n,NA,y,mount,
1,1:46:53 PM,,",0","4,",n,NA,y,mount,
1,1:51:11 PM,,",0","0,",n,NA,y,mount,
1,1:52:24 PM,,",2","8,",n,NA,y,mount,
1,1:53:25 PM,,",7",",8",,,,mount,
1,1:53:30 PM,,",2","8,",n,NA,y,mount,
1,1:53:56 PM,,",7",",8",,,,mount,
1,1:57:02 PM,,",0","0,",n,NA,y,mount,
1,1:57:49 PM,1:58:34 PM,",0","8,",y,NA,n,insemination,
1,2:01:06 PM,,",0","4,",n,NA,y,mount,
1,2:02:39 PM,2:02:49 PM,",1","4,",n,NA,n,insemination,
1,2:03:34 PM,,",1","8,",n,NA,y,mount,
1,2:04:49 PM,,",1",",0",y,NA,y,mount,
1,2:05:03 PM,,",4","8,",,,,mount,
1,2:07:22 PM,,",3",MALE,,,,mount,
1,2:08:45 PM,,",1","8,",n,NA,y,mount,
1,2:13:08 PM,,",1","0,",y,y,NA,mount,
1,2:14:01 PM,,",0","6,",n,NA,y,mount,
1,2:14:23 PM,,",0","0,",,,,mount,
1,2:17:28 PM,2:18:12 PM,",0","5,",y,n,n,insemination,
1,2:21:07 PM,,",2","1,",n,NA,n,insemination,
1,2:21:36 PM,,",4",",7",,,,mount,
1,2:22:12 PM,,",2","1,",n,NA,y,mount,
1,2:23:01 PM,,",2","9,",,,,mount,
1,2:23:28 PM,,",1","9,",n,NA,y,mount,
1,2:25:07 PM,,",2","1,",n,NA,y,mount,
1,2:26:56 PM,,",0","0,",n,NA,y,mount,
1,2:28:32 PM,,",0","8,",n,NA,y,mount,
1,2:29:40 PM,,",2","1,",n,NA,y,mount,
1,2:31:30 PM,,",0","4,",n,NA,y,mount,
1,2:32:45 PM,,",3","1,",,,,mount,
1,2:32:53 PM,,",1",",3",,,,mount,
1,2:33:20 PM,,",0","0,",n,NA,y,mount,
1,2:33:27 PM,,",0","8,",n,NA,y,mount,
1,2:33:39 PM,,",1",",3",,,,mount,
1,2:34:05 PM,2:34:29 PM,",3","4,",n,NA,n,insemination,
1,2:40:29 PM,,",4","9,",n,NA,y,mount,
1,2:41:18 PM,,",7",",4",,,,mount,
1,2:41:35 PM,,",0","9,",n,NA,y,mount,
1,2:41:48 PM,,",0","1,",n,NA,y,mount,
1,2:43:17 PM,,",0","1,",,,,mount,
1,2:43:50 PM,,",4","4,",y,n,y,mount,
1,2:44:51 PM,,",4","4,",n,NA,y,mount,
1,2:45:32 PM,,",0","8,",n,NA,y,mount,
1,2:47:54 PM,,",0","5,",n,NA,y,mount,
1,2:49:06 PM,,",0","1,",n,NA,y,mount,
1,2:49:50 PM,,",2","4,",n,NA,y,mount,
1,2:52:07 PM,,",7",",4",y,y,NA,mount,
1,2:53:23 PM,,",2","4,",n,NA,y,mount,
1,3:02:59 PM,,",0","1,",n,NA,Y,mount,
1,3:03:20 PM,,",0","5,",n,NA,Y,mount,
1,3:04:59 PM,,",8",",7",n,NA,Y,mount,
1,3:05:30 PM,,",2","8,",N ,,N,insemination,
1,3:07:56 PM,,",9","5,",n,NA,Y,mount,
1,3:08:38 PM,,",0","4,",n,NA,y,mount,
1,3:09:50 PM,,",0","1,",n,NA,y,mount,
1,3:09:58 PM,,",0","4,",n,NA,y,mount,
1,3:11:42 PM,,",9",",4",n,NA,y,mount,
1,3:12:01 PM,3:12:30 PM,",0","6,",n,NA,n,insemination,
1,3:14:24 PM,,",2",",3",,,,mount,
1,3:16:32 PM,,",0","4,",n,NA,y,mount,
1,3:17:39 PM,,",3","0,",y,y,NA,mount,
1,3:18:29 PM,,",3",",2",y,n,y,mount,
1,3:19:26 PM,,",0","8,",n,NA,y,mount,
1,3:19:36 PM,,",0","5,",n,NA,y,mount,
1,3:21:36 PM,,",2","2,",n,NA,y,mount,
1,3:21:59 PM,,",1",",2",y,y,NA,mount,
1,3:22:25 PM,,",0","9,",y,y,NA,mount,
1,3:23:24 PM,,",0","9,",n,NA,y,mount,
1,3:23:43 PM,,",1",",2",,,,mount,
1,3:24:10 PM,,",0","5,",n,NA,y,mount,
1,3:25:59 PM,,",0","8,",n,NA,y,mount,
1,3:30:53 PM,,",0","1,",n,NA,y,mount,
1,3:31:47 PM,,",0","6,",n,NA,y,mount,
1,3:32:10 PM,,",0","9,",n,NA,y,mount,
1,3:32:52 PM,,",0","5,",n,NA,y,mount,
1,3:35:03 PM,3:35:29 PM,",0","5,",n,NA,n,insemination,
1,3:37:11 PM,,",7",",4",,,,mount,
1,3:37:30 PM,,",7",",4",,,,mount,
1,3:37:37 PM,,",8",",7",,,,mount,
1,3:37:44 PM,,",7",",8",,,,mount,
1,3:38:09 PM,,",7","9,",n,NA,,mount,
1,3:38:30 PM,,",8","9,",n,NA,,mount,
1,3:39:18 PM,,",0","8,",n,NA,y,mount,
1,3:41:47 PM,,",7","9,",y,y,NA,mount,
1,3:45:48 PM,,",0","0,",,,,mount,
1,3:46:09 PM,,",3","9,",y,y,NA,mount,
1,3:46:48 PM,,",2",",1",,,,mount,
1,3:47:10 PM,,",3","9,",,,y,mount,
1,3:48:48 PM,,",3","1,",n,NA,y,mount,
1,3:49:58 PM,,",1",",2",,,,mount,
1,3:51:20 PM,,",3","5,",n,NA,y,mount,
1,3:57:49 PM,,",0","8,",n,NA,y,mount,
2,8:13:20 AM,8:13:49 AM,",2","1,",n,NA,n,insemination,LIGHTS LEFT OFF OVERNIGHT
2,8:17:40 AM,,",9",",2",,,,mount,"temp = 26.3 C, 57% RH"
2,8:23:35 AM,,",8",",0",,,,mount,
2,8:30:56 AM,,",4",",2",,,,mount,
2,8:36:16 AM,,",8","5,",n,NA,y,mount,
2,8:37:27 AM,,",7",",8",,,,mount,
2,9:28:33 AM,,",1","2,",n,NA,y,mount,
2,10:14:16 AM,,",2","2,",y,n,y,mount,
2,10:14:44 AM,,",9",",2",,,,mount,
2,11:30:36 AM,,",4",",2",,,,mount,
2,11:30:42 AM,,",2",MALE,,,,mount,
2,11:30:50 AM,,",9",",4",,,,mount,
2,11:31:01 AM,,",1",",9",,,,mount,
2,11:35:45 AM,,",4",",2",,,,mount,
2,11:33:17 AM,,",4",",2",,,,mount,
2,11:33:31 AM,,",2","1,",n,NA,y,mount,
2,11:34:11 AM,,",9",",2",,,,mount,
2,11:35:54 AM,,",2",",4",,,,mount,
2,11:37:31 AM,,",2","2,",n,NA,y,mount,
2,11:38:16 AM,,",9",",4",,,,mount,
2,11:38:57 AM,,",2","2,",n,NA,y,mount,
2,11:39:51 AM,11:40:20 AM,",7","6,",n,NA,n,insemination,
2,11:40:09 AM,,",8",",0",,,,mount,
2,11:40:25 AM,,",0",",8",,,,mount,
2,11:40:33 AM,,",0",",7",,,,mount,
2,11:42:21 AM,11:43:04 AM,",9","8,",n,NA,n,insemination,
2,11:42:34 AM,,",7",",0",,,,mount,
2,11:45:04 AM,,",9",",2",,,,mount,
2,11:47:58 AM,,",8","5,",y,y,,mount,
2,11:50:00 AM,,",9",",2",,,,mount,
2,11:50:29 AM,,",2","2,",y,n,y,mount,
2,11:52:01 AM,,",9",",2",,,,mount,
2,11:54:13 AM,,",4","1,",y,y,NA,mount,
2,11:54:27 AM,11:54:52 AM,",4","1,",n,NA,n,insemination,
2,11:54:44 AM,,",1",",4",,,,mount,
2,12:06:37 PM,,",8",",0",,,,mount,
2,12:06:51 PM,12:07:35 PM,",8","6,",N,NA,N,insemination,
2,12:07:54 PM,,",0",",8",,,,mount,
2,12:08:50 PM,,",9","2,",N,NA,Y,mount,
2,12:10:47 PM,,",9","2,",N,NA,Y,mount,
2,12:11:08 PM,,",3","6,",Y,N,Y,mount,
2,12:11:31 PM,,",2","2,",N,NA,Y,mount,
2,12:12:05 PM,,",9",",2",,,,mount,
2,12:12:58 PM,,",0",",8",,,,mount,
2,12:13:02 PM,,",7","6,",N,NA,Y,mount,
2,12:13:44 PM,,",7",",0",,,,mount,
2,12:16:15 PM,,",0",",7",,,,mount,
2,12:16:48 PM,,",8",",0",,,,mount,
2,12:18:15 PM,,",4",",1",,,,mount,
2,12:19:11 PM,,",4",",1",,,,mount,
2,12:19:13 PM,,",9",",9",,,,mount,
2,12:19:15 PM,,",4","1,",N,NA,Y,mount,
2,12:19:21 PM,,",9",",4",,,,mount,
2,12:19:30 PM,,",4","1,",Y,Y,NA,mount,
2,12:29:38 PM,12:30:03 PM,",2","2,",Y,N,Y,mount,
2,12:34:41 PM,12:35:16 PM,",3","8,",N,NA,N,insemination,
2,12:35:07 PM,,",8",",7",,,,mount,
2,12:38:09 PM,,",9",",1",,,,mount,
2,12:44:21 PM,12:45:20 PM,",0","6,",Y,N,N,insemination,
2,12:47:13 PM,,",8",",0",,,,mount,
2,12:53:32 PM,12:54:12 PM,",9","9,",Y,N,N,insemination,
2,1:04:17 PM,,",9","6,",Y,Y,NA,mount,
2,1:07:56 PM,,",9","6,",Y,N,Y,mount,
2,1:10:18 PM,,",1",",2",,,,mount,
2,1:10:34 PM,,",2",",9",,,,mount,
2,1:16:00 PM,,",3","5,",Y,N,Y,mount,
2,1:16:48 PM,,",7",",8",,,,mount,
2,1:23:39 PM,,",4",",2",,,,mount,
2,1:23:59 PM,,",9",",2",,,,mount,
2,1:24:01 PM,,",2",",9",,,,mount,
2,1:35:21 PM,,",2",",9",,,,mount,
2,1:36:52 PM,,",9",",4",,,,mount,
2,1:38:22 PM,,",4",",9",,,,mount,
2,1:38:38 PM,,",8","6,",Y,Y,NA,mount,
2,1:39:03 PM,,",0",",8",,,,mount,
2,1:39:35 PM,,",0",",8",,,,mount,
2,1:39:52 PM,,",7",",8",,,,mount,
2,1:40:20 PM,,",8",",0",,,,mount,
2,1:41:23 PM,,",8",",0",,,,mount,
2,1:44:45 PM,,",4",",9",,,,mount,
2,1:49:26 PM,,",2","1,",Y,N,Y,mount,
2,1:59:48 PM,,",8","0,",n,NA,n,insemination,
2,2:00:33 PM,,",0",",8",y,y,NA,mount,
2,2:00:34 PM,,",0",",8",,,,mount,
2,2:06:55 PM,,",0","6,",y,y,NA,mount,
2,2:06:57 PM,,",7","6,",y,y,NA,mount,
2,2:06:57 PM,,",8","6,",,,,mount,
2,2:09:05 PM,,",0","5,",y,y,NA,mount,
2,2:09:05 PM,,",4","1,",y,y,NA,mount,
2,2:09:06 PM,,",8","0,",y,y,NA,mount,
2,2:09:06 PM,,",8","0,",n,NA,y,mount,
2,2:09:06 PM,,",8","5,",n,NA,y,mount,
2,2:09:43 PM,,",2",",9",,,,mount,
2,2:10:38 PM,,",7",",8",,,,mount,
2,2:12:54 PM,,",9","9,",n,NA,y,mount,
2,2:12:59 PM,,",2","9,",n,NA,y,mount,
2,2:13:37 PM,,",2","9,",n,NA,n,insemination,
2,2:14:20 PM,,",2","1,",y,y,NA,mount,
2,2:15:14 PM,,",9",",2",,,,mount,
2,2:15:15 PM,,",2","9,",n,NA,y,mount,
2,2:15:22 PM,,",4","9,",n,NA,y,mount,
2,2:16:34 PM,,",2","9,",n,NA,y,mount,
2,2:16:35 PM,,",9","9,",n,NA,y,mount,
2,2:16:54 PM,,",1","9,",n,NA,y,mount,
2,2:16:55 PM,,",4","1,",y,y,NA,mount,
2,2:17:45 PM,,",1","9,",n,NA,n,insemination,
2,2:19:52 PM,,",9",",2",,,,mount,
2,2:20:54 PM,,",9","9,",y,n,y,mount,
2,2:24:29 PM,,",2","9,",y,y,NA,mount,
2,2:28:03 PM,,",9","1,",y,y,NA,mount,
2,2:31:40 PM,,",1","1,",n,NA,y,mount,
2,2:32:31 PM,,",2","1,",y,y,NA,mount,
2,2:32:31 PM,,",2","1,",y,n,y,mount,
2,2:34:18 PM,,",9",",1",,,,mount,
2,2:38:46 PM,,",9",",1",,,,mount,
2,2:39:23 PM,,",8","6,",y,y,NA,mount,
2,2:40:00 PM,,",9","1,",y,y,NA,mount,
2,2:40:24 PM,,",9",",4",,,,mount,
2,2:40:54 PM,,",2","1,",y,n,y,mount,
2,2:43:15 PM,,",2","1,",y,y,NA,mount,
2,2:47:38 PM,,",4",",1",,,,mount,
2,2:54:12 PM,,",9",",1",,,,mount,
2,2:54:44 PM,,",3","0,",y,y,NA,mount,
2,3:35:38 PM,,",2",",9",,,,mount,
2,3:35:51 PM,,",2",",9",,,,mount,
2,3:36:26 PM,,",4",",9",,,,mount,
2,3:37:27 PM,,",3","8,",y,y,NA,mount,
2,3:38:14 PM,3:38:35 PM,",3","8,",y,n,n,insemination,
2,3:41:21 PM,,",3","8,",n,NA,y,mount,
2,3:51:37 PM,,",7","6,",y,y,NA,mount,
