"","day","start_time","end_time","focal","partner","partner_avoid...Y.N.","avoid_success...Y.N.","male_abort...Y.N.","behaviour","notes","patch_focal","treatment","patch_partner","partner_sex"
"37",1,"8:18:32 AM","",",9",",1","","","","mount","","B","social","A","male"
"38",1,"8:18:47 AM","",",4","7,","n",NA,"y","mount","","C","social","N","female"
"39",1,"8:19:02 AM","",",0",",4","","","","mount","","D","social","C","male"
"40",1,"8:19:47 AM","",",2","9,","n",NA,"y","mount","","F","isolated","P","female"
"41",1,"8:20:12 AM","",",1",",2","","","","mount","","A","social","F","male"
"42",1,"8:20:24 AM","",",3","9,","n",NA,"y","mount","","H","isolated","P","female"
"43",1,"8:22:05 AM","",",2",",1","","","","mount","","F","isolated","A","male"
"44",1,"8:22:08 AM","",",3","8,","n",NA,"y","mount","","H","isolated","O","female"
"45",1,"8:22:24 AM","",",0","7,","n",NA,"y","mount","","D","social","N","female"
"46",1,"8:23:31 AM","",",1",",2","","","","mount","","A","social","F","male"
"47",1,"8:23:48 AM","",",8","9,","y","y",NA,"mount","","E","isolated","P","female"
"48",1,"8:23:49 AM","",",2","9,","n",NA,"y","mount","","F","isolated","P","female"
"49",1,"8:24:44 AM","",",4",",0","","","","mount","","C","social","D","male"
"50",1,"8:25:26 AM","",",2",",1","","","","mount","","F","isolated","A","male"
"51",1,"8:25:36 AM","",",3","9,","n",NA,"y","mount","","H","isolated","P","female"
"52",1,"8:26:06 AM","",",6","9,","n",NA,"y","mount","","G","isolated","P","female"
"53",1,"8:26:44 AM","",",1","9,","y","y",NA,"mount","","A","social","P","female"
"54",1,"8:26:55 AM","",",2","9,","y","y",NA,"mount","","F","isolated","P","female"
"55",1,"8:27:27 AM","",",6","9,","y","y",NA,"mount","","G","isolated","P","female"
"56",1,"8:27:37 AM","",",9",",3","","","","mount","","B","social","H","male"
"57",1,"8:27:54 AM","",",2","9,","n",NA,"y","mount","","F","isolated","P","female"
"58",1,"8:28:33 AM","",",2","9,","y","y",NA,"mount","","F","isolated","P","female"
"59",1,"8:29:36 AM","",",2",",1","","","","mount","","F","isolated","A","male"
"60",1,"8:30:07 AM","",",3","9,","y","n","y","mount","","H","isolated","P","female"
"61",1,"8:30:44 AM","",",2","9,","y","y",NA,"mount","","F","isolated","P","female"
"62",1,"8:33:43 AM","",",1","9,","n",NA,"y","mount","","A","social","P","female"
"63",1,"8:34:01 AM","",",6","9,","n",NA,"y","mount","","G","isolated","P","female"
"64",1,"8:34:27 AM","",",9",",1","","","","mount","","B","social","A","male"
"65",1,"8:34:52 AM","",",3",",1","","","","mount","","H","isolated","A","male"
"66",1,"8:35:20 AM","",",2",",9","","","","mount","","F","isolated","B","male"
"67",1,"8:35:42 AM","",",8","9,","n",NA,"y","mount","","E","isolated","P","female"
"68",1,"8:35:56 AM","",",6","9,","y","y",NA,"mount","","G","isolated","P","female"
"69",1,"8:37:24 AM","",",8",",2","","","","mount","","E","isolated","F","male"
"70",1,"8:38:30 AM","",",8",",2","","","","mount","","E","isolated","F","male"
"71",1,"8:38:44 AM","",",3",",6","","","","mount","","H","isolated","G","male"
"72",1,"8:39:06 AM","",",2",",8","","","","mount","","F","isolated","E","male"
"73",1,"8:39:32 AM","",",3",",1","","","","mount","","H","isolated","A","male"
"74",1,"8:39:47 AM","",",4",",0","","","","mount","","C","social","D","male"
"75",1,"8:41:40 AM","",",6","9,","n",NA,"y","mount","","G","isolated","P","female"
"76",1,"8:42:08 AM","",",3",",9","","","","mount","","H","isolated","B","male"
"77",1,"8:42:53 AM","",",3",",1","","","","mount","","H","isolated","A","male"
"78",1,"8:43:08 AM","",",6",",1","","","","mount","","G","isolated","A","male"
"79",1,"8:43:24 AM","",",8",",1","","","","mount","","E","isolated","A","male"
"80",1,"8:44:53 AM","",",8",",2","","","","mount","","E","isolated","F","male"
"81",1,"8:46:44 AM","",",6","9,","y","y",NA,"mount","","G","isolated","P","female"
"82",1,"8:47:00 AM","",",2","9,","n",NA,"y","mount","","F","isolated","P","female"
"83",1,"8:48:29 AM","",",8","9,","n",NA,"y","mount","","E","isolated","P","female"
"84",1,"8:48:49 AM","",",9","8,","n",NA,"y","mount","","B","social","O","female"
"85",1,"8:49:17 AM","",",6",",9","","","","mount","","G","isolated","B","male"
"86",1,"8:50:17 AM","",",3",",9","","","","mount","","H","isolated","B","male"
"87",1,"8:50:40 AM","",",6",",9","","","","mount","","G","isolated","B","male"
"88",1,"8:51:27 AM","",",6",",9","","","","mount","","G","isolated","B","male"
"89",1,"8:51:41 AM","",",6","8,","n",NA,"y","mount","","G","isolated","O","female"
"90",1,"8:52:06 AM","",",6",",9","","","","mount","","G","isolated","B","male"
"91",1,"8:52:48 AM","",",2","8,","n",NA,"y","mount","","F","isolated","O","female"
"92",1,"8:53:17 AM","",",8","8,","n",NA,"y","mount","","E","isolated","O","female"
"93",1,"8:53:50 AM","",",2","9,","n",NA,"y","mount","","F","isolated","P","female"
"94",1,"8:54:33 AM","",",6","9,","n",NA,"y","mount","","G","isolated","P","female"
"95",1,"8:55:06 AM","",",4","7,","n",NA,"y","mount","","C","social","N","female"
"96",1,"9:07:51 AM","",",8","8,","n",NA,"y","mount","","E","isolated","O","female"
"97",1,"9:08:26 AM","",",9",",3","","","","mount","","B","social","H","male"
"98",1,"9:09:14 AM","",",2",",3","","","","mount","","F","isolated","H","male"
"99",1,"9:09:23 AM","",",2",",8","","","","mount","","F","isolated","E","male"
"100",1,"9:09:51 AM","",",3","9,","n",NA,"y","mount","","H","isolated","P","female"
"101",1,"9:10:43 AM","",",8",",2","","","","mount","","E","isolated","F","male"
"102",1,"9:11:52 AM","",",9",",3","","","","mount","","B","social","H","male"
"103",1,"9:19:57 AM","",",6",",9","","","","mount","","G","isolated","B","male"
"104",1,"9:23:32 AM","",",9","1,","n",NA,"y","mount","","B","social","I","female"
"105",1,"9:24:36 AM","",",1",",3","","","","mount","","A","social","H","male"
"106",1,"9:25:12 AM","9:26:05 AM",",3","3,","n",NA,"n","insemination","","H","isolated","K","female"
"107",1,"9:33:00 AM","",",8","8,","n",NA,"y","mount","","E","isolated","O","female"
"108",1,"9:34:09 AM","",",9",",8","","","","mount","","B","social","E","male"
"109",1,"9:34:18 AM","",",9","8,","n",NA,"y","mount","","B","social","O","female"
"110",1,"9:34:42 AM","",",2",",6","","","","mount","","F","isolated","G","male"
"111",1,"9:34:50 AM","",",6",",9","","","","mount","","G","isolated","B","male"
"112",1,"9:35:52 AM","",",2","8,","n",NA,"y","mount","","F","isolated","O","female"
"113",1,"9:38:07 AM","",",2","8,","n",NA,"y","mount","","F","isolated","O","female"
"114",1,"9:51:15 AM","",",9","5,","y","y",NA,"mount","","B","social","M","female"
"115",1,"9:52:24 AM","",",9","5,","n",NA,"y","mount","","B","social","M","female"
"116",1,"10:13:54 AM","",",8","8,","y","n","y","mount","","E","isolated","O","female"
"117",1,"10:14:43 AM","",",6",",8","","","","mount","","G","isolated","E","male"
"118",1,"10:16:27 AM","",",6","8,","n",NA,"y","mount","","G","isolated","O","female"
"119",1,"10:16:48 AM","",",6",",8","","","","mount","","G","isolated","E","male"
"120",1,"10:16:52 AM","",",6","8,","n",NA,"y","mount","","G","isolated","O","female"
"121",1,"10:17:27 AM","",",6","8,","n",NA,"y","mount","","G","isolated","O","female"
"122",1,"10:19:17 AM","",",3",",1","","","","mount","","H","isolated","A","male"
"123",1,"10:24:44 AM","",",4","7,","n",NA,"y","mount","","C","social","N","female"
"124",1,"10:25:24 AM","",",4",",0","","","","mount","","C","social","D","male"
"125",1,"10:31:35 AM","",",2",",6","","","","mount","","F","isolated","G","male"
"126",1,"10:31:51 AM","",",0","7,","n",NA,"y","mount","","D","social","N","female"
"127",1,"10:44:25 AM","",",6","8,","n",NA,"y","mount","","G","isolated","O","female"
"128",1,"10:44:52 AM","",",2",",6","","","","mount","","F","isolated","G","male"
"129",1,"10:45:41 AM","",",2","8,","n",NA,"y","mount","","F","isolated","O","female"
"130",1,"10:46:04 AM","",",2",",6","","","","mount","","F","isolated","G","male"
"131",1,"10:48:25 AM","",",6","8,","y","y",NA,"mount","","G","isolated","O","female"
"132",1,"10:50:15 AM","",",8",",2","","","","mount","","E","isolated","F","male"
"133",1,"10:51:12 AM","",",6","1,","n",NA,"y","mount","","G","isolated","I","female"
"134",1,"10:52:43 AM","",",3","4,","n",NA,"y","mount","","H","isolated","L","female"
"135",1,"10:53:52 AM","",",2",",6","","","","mount","","F","isolated","G","male"
"136",1,"10:59:45 AM","",",3","4,","n",NA,"y","mount","","H","isolated","L","female"
"137",1,"11:02:21 AM","",",2","1,","y","n","y","mount","","F","isolated","I","female"
"138",1,"11:05:21 AM","",",0","1,","n",NA,"y","mount","","D","social","I","female"
"139",1,"11:05:29 AM","",",0",",4","","","","mount","","D","social","C","male"
"140",1,"11:05:53 AM","",",0","1,","y","n","y","mount","","D","social","I","female"
"141",1,"11:08:40 AM","",",6",",2","","","","mount","","G","isolated","F","male"
"142",1,"11:10:14 AM","",",0",",4","","","","mount","","D","social","C","male"
"143",1,"11:31:37 AM","",",2",",8","","","","mount","","F","isolated","E","male"
"144",1,"11:31:57 AM","",",6",",2","","","","mount","","G","isolated","F","male"
"145",1,"11:33:00 AM","",",6",",8","","","","mount","","G","isolated","E","male"
"146",1,"11:33:53 AM","",",2",",8","","","","mount","","F","isolated","E","male"
"147",1,"11:39:02 AM","",",3","8,","n",NA,"y","mount","","H","isolated","O","female"
"148",1,"11:39:11 AM","11:40:15 AM",",1","2,","n",NA,"n","insemination","","A","social","J","female"
"149",1,"11:40:42 AM","",",0",",4","","","","mount","","D","social","C","male"
"150",1,"11:40:40 AM","",",0","male","","","","mount","","D","social",NA,"male"
"151",1,"11:43:22 AM","",",0","7,","y","y",NA,"mount","","D","social","N","female"
"152",1,"11:47:21 AM","",",8",",2","","","","mount","","E","isolated","F","male"
"153",1,"11:49:37 AM","",",8",",2","","","","mount","","E","isolated","F","male"
"154",1,"11:50:04 AM","",",2",",8","","","","mount","","F","isolated","E","male"
"155",1,"11:50:13 AM","",",2",",6","","","","mount","","F","isolated","G","male"
"156",1,"12:17:50 PM","",",2",",8","","","","mount","","F","isolated","E","male"
"157",1,"12:20:43 PM","",",8",",2","","","","mount","","E","isolated","F","male"
"158",1,"12:22:31 PM","",",0",",9","","","","mount","","D","social","B","male"
"159",1,"12:22:49 PM","",",9",",4","","","","mount","","B","social","C","male"
"160",1,"12:23:02 PM","",",4",",9","","","","mount","","C","social","B","male"
"161",1,"12:23:54 PM","",",4",",9","","","","mount","","C","social","B","male"
"162",1,"12:36:00 PM","",",2",",6","","","","mount","","F","isolated","G","male"
"163",1,"12:36:05 PM","",",6",",2","","","","mount","","G","isolated","F","male"
"164",1,"12:36:22 PM","",",2",",6","","","","mount","","F","isolated","G","male"
"165",1,"12:39:09 PM","",",9","7,","y","n","y","mount","","B","social","N","female"
"166",1,"12:44:05 PM","",",2",",6","","","","mount","","F","isolated","G","male"
"167",1,"12:44:41 PM","",",6","7,","Y","Y",NA,"mount","","G","isolated","N","female"
"168",1,"12:46:50 PM","",",6",",2","","","","mount","","G","isolated","F","male"
"169",1,"12:47:56 PM","",",4",",6","","","","mount","","C","social","G","male"
"170",1,"12:50:12 PM","",",6",",0","","","","mount","","G","isolated","D","male"
"171",1,"12:50:22 PM","",",6",",9","","","","mount","","G","isolated","B","male"
"172",1,"12:51:06 PM","",",0",",4","","","","mount","","D","social","C","male"
"173",1,"12:51:49 PM","",",6",",4","","","","mount","","G","isolated","C","male"
"174",1,"12:54:33 PM","",",0",",6","","","","mount","","D","social","G","male"
"175",1,"12:54:46 PM","",",6",",4","","","","mount","","G","isolated","C","male"
"176",1,"12:54:55 PM","",",0",",6","","","","mount","","D","social","G","male"
"177",1,"12:55:02 PM","",",6",",9","","","","mount","","G","isolated","B","male"
"178",1,"12:55:13 PM","",",9",",0","","","","mount","","B","social","D","male"
"179",1,"12:55:24 PM","",",6",",9","","","","mount","","G","isolated","B","male"
"180",1,"12:55:44 PM","",",6",",4","","","","mount","","G","isolated","C","male"
"181",1,"12:57:01 PM","",",0",",6","","","","mount","","D","social","G","male"
"182",1,"1:03:46 PM","",",2",",8","","","","mount","","F","isolated","E","male"
"183",1,"1:04:12 PM","",",1","2,","Y","Y",NA,"mount","","A","social","J","female"
"184",1,"1:05:11 PM","",",3","4,","n",NA,"y","mount","","H","isolated","L","female"
"185",1,"1:05:23 PM","",",3","3,","n",NA,"y","mount","","H","isolated","K","female"
"186",1,"1:05:47 PM","",",2",",8","","","","mount","","F","isolated","E","male"
"187",1,"1:12:12 PM","",",1","4,","y","y",NA,"mount","","A","social","L","female"
"188",1,"1:12:59 PM","",",3","4,","y","n","y","mount","","H","isolated","L","female"
"189",1,"1:18:09 PM","",",9",",0","","","","mount","","B","social","D","male"
"190",1,"1:33:54 PM","",",4",",9","","","","mount","","C","social","B","male"
"191",1,"1:35:14 PM","",",1",",3","","","","mount","","A","social","H","male"
"192",1,"1:41:04 PM","",",0",",4","","","","mount","","D","social","C","male"
"193",1,"1:45:09 PM","",",9",",4","","","","mount","","B","social","C","male"
"194",1,"1:47:11 PM","",",0",",6","","","","mount","","D","social","G","male"
"195",1,"1:47:22 PM","",",9",",6","","","","mount","","B","social","G","male"
"196",1,"1:47:39 PM","",",6",",4","","","","mount","","G","isolated","C","male"
"197",1,"1:47:49 PM","",",6",",9","","","","mount","","G","isolated","B","male"
"198",1,"1:48:12 PM","",",0",",6","","","","mount","","D","social","G","male"
"199",1,"1:51:18 PM","",",4",",9","","","","mount","","C","social","B","male"
"200",1,"1:51:25 PM","",",4",",0","","","","mount","","C","social","D","male"
"201",1,"1:53:54 PM","",",8",",6","","","","mount","","E","isolated","G","male"
"202",1,"1:54:26 PM","1:54:53 PM",",8","5,","n",NA,"n","insemination","","E","isolated","M","female"
"203",1,"2:01:13 PM","",",8",",9","","","","mount","","E","isolated","B","male"
"204",1,"2:06:01 PM","",",1",",6","","","","mount","","A","social","G","male"
"205",1,"2:06:15 PM","",",3",",6","","","","mount","","H","isolated","G","male"
"206",1,"2:07:06 PM","",",8",",9","","","","mount","","E","isolated","B","male"
"207",1,"2:08:51 PM","",",8","9,","y","y",NA,"mount","","E","isolated","P","female"
"208",1,"2:10:17 PM","",",8","9,","y","y",NA,"mount","","E","isolated","P","female"
"209",1,"2:10:32 PM","",",8","male","","","","mount","","E","isolated",NA,"male"
"210",1,"2:11:20 PM","",",8","male","","","","mount","","E","isolated",NA,"male"
"211",1,"2:15:27 PM","2:15:41 PM",",3","5,","n",NA,"n","insemination","","H","isolated","M","female"
"212",1,"2:16:02 PM","",",6","5,","n",NA,"y","mount","","G","isolated","M","female"
"213",1,"2:16:20 PM","",",6","4,","n",NA,"y","mount","","G","isolated","L","female"
"214",1,"2:18:58 PM","2:19:19 PM",",4","9,","y","n",NA,"mount","","C","social","P","female"
"215",1,"2:19:12 PM","",",0",",4","","","","mount","","D","social","C","male"
"216",1,"2:23:52 PM","",",6","7,","y","y",NA,"mount","","G","isolated","N","female"
"217",1,"2:25:41 PM","",",0","9,","y","y",NA,"mount","","D","social","P","female"
"218",1,"2:27:27 PM","2:27:41 PM",",9","7,","n",NA,"y","mount","","B","social","N","female"
"219",1,"2:37:42 PM","",",0",",4","","","","mount","","D","social","C","male"
"220",1,"2:38:53 PM","",",9","7,","y","y",NA,"mount","","B","social","N","female"
"221",1,"2:39:38 PM","",",2",",9","","","","mount","","F","isolated","B","male"
"222",1,"2:40:40 PM","",",8","7,","y","n","y","mount","","E","isolated","N","female"
"223",1,"2:41:35 PM","2:41:59 PM",",8","7,","y","n","n","insemination","","E","isolated","N","female"
"224",1,"2:42:37 PM","",",8","7,","y","y",NA,"mount","","E","isolated","N","female"
"225",1,"2:43:19 PM","2:44:19 PM",",0","7,","y","n","n","insemination","","D","social","N","female"
"226",1,"2:45:53 PM","",",8","7,","y","y",NA,"mount","","E","isolated","N","female"
"227",1,"2:47:17 PM","2:47:33 PM",",8","7,","y","n","n","insemination","","E","isolated","N","female"
"228",1,"2:48:17 PM","",",8","7,","n",NA,"y","mount","","E","isolated","N","female"
"229",1,"2:48:27 PM","",",8","7,","y","y",NA,"mount","","E","isolated","N","female"
"230",1,"2:50:23 PM","",",8",",1","","","","mount","","E","isolated","A","male"
"231",1,"2:50:33 PM","",",1",",8","","","","mount","","A","social","E","male"
"232",1,"2:50:41 PM","",",4",",0","","","","mount","","C","social","D","male"
"233",1,"2:51:16 PM","",",6",",8","","","","mount","","G","isolated","E","male"
"234",1,"2:51:47 PM","",",3","5,","y","y",NA,"mount","","H","isolated","M","female"
"235",1,"2:53:23 PM","",",4","9,","n",NA,"y","mount","","C","social","P","female"
"236",1,"2:53:39 PM","",",8","5,","n",NA,"y","mount","","E","isolated","M","female"
"237",1,"2:53:58 PM","",",4",",0","","","","mount","","C","social","D","male"
"238",1,"2:54:54 PM","",",8",",6","","","","mount","","E","isolated","G","male"
"239",1,"2:55:02 PM","",",6","8,","","","","mount","","G","isolated","O","female"
"240",1,"3:07:14 PM","",",6","8,","","","","mount","","G","isolated","O","female"
"241",1,"3:11:38 PM","",",2","1,","y","N","y","mount","","F","isolated","I","female"
"242",1,"3:23:03 PM","",",6",",8","","","","mount","","G","isolated","E","male"
"243",1,"3:25:16 PM","",",0",",9","","","","mount","","D","social","B","male"
"244",1,"3:30:35 PM","",",2","1,","n",NA,"y","mount","","F","isolated","I","female"
"245",1,"3:30:49 PM","",",2","7,","n",NA,"y","mount","","F","isolated","N","female"
"246",1,"3:36:24 PM","",",4",",9","","","","mount","","C","social","B","male"
"247",1,"3:38:59 PM","",",8","3,","n",NA,"y","mount","","E","isolated","K","female"
"248",1,"3:44:06 PM","",",6","2,","n",NA,"y","mount","","G","isolated","J","female"
"249",1,"3:45:53 PM","",",3","2,","y","y",NA,"mount","26.1 degC, 54% RH","H","isolated","J","female"
"250",2,"8:02:51 AM","",",9",",8","","","","mount","start: 27.2 degC 56% RH","B","social","E","male"
"251",2,"9:30:56 AM","",",8",",4","","","","mount","","E","isolated","C","male"
"252",2,"9:31:06 AM","",",9",",8","","","","mount","","B","social","E","male"
"253",2,"9:33:01 AM","",",8",",9","","","","mount","","E","isolated","B","male"
"254",2,"9:33:11 AM","",",4",",9","","","","mount","","C","social","B","male"
"255",2,"9:33:30 AM","",",9",",4","","","","mount","","B","social","C","male"
"256",2,"9:34:47 AM","",",9",",8","","","","mount","","B","social","E","male"
"257",2,"10:07:37 AM","",",1","8,","n",NA,"y","mount","","A","social","O","female"
"258",2,"10:08:53 AM","",",1","5,","n",NA,"y","mount","","A","social","M","female"
"259",2,"10:11:08 AM","",",9",",4","","","","mount","","B","social","C","male"
"260",2,"10:18:07 AM","",",3","2,","n",NA,"n","insemination","","H","isolated","J","female"
"261",2,"10:21:59 AM","",",6","5,","y","n","y","mount","","G","isolated","M","female"
"262",2,"10:26:19 AM","",",8",",4","","","","mount","","E","isolated","C","male"
"263",2,"10:26:34 AM","",",4","7,","n",NA,"y","mount","","C","social","N","female"
"264",2,"10:27:02 AM","",",8",",9","","","","mount","","E","isolated","B","male"
"265",2,"10:28:24 AM","",",9",",4","","","","mount","","B","social","C","male"
"266",2,"10:28:29 AM","",",4",",8","","","","mount","","C","social","E","male"
"267",2,"10:33:36 AM","",",6","5,","n",NA,"y","mount","","G","isolated","M","female"
"268",2,"10:44:56 AM","",",2","7,","y","n","y","mount","","F","isolated","N","female"
"269",2,"10:46:15 AM","",",6","male","","","","mount","","G","isolated",NA,"male"
"270",2,"10:46:16 AM","",",9","9,","n",NA,"y","mount","","B","social","P","female"
"271",2,"10:50:40 AM","",",9",",4","","","","mount","","B","social","C","male"
"272",2,"10:50:58 AM","",",8",",4","","","","mount","","E","isolated","C","male"
"273",2,"10:51:21 AM","10:52:12 AM",",4","9,","n",NA,"n","insemination","","C","social","P","female"
"274",2,"11:01:26 AM","",",2",",9","","","","mount","","F","isolated","B","male"
"275",2,"11:01:29 AM","",",2",",4","","","","mount","","F","isolated","C","male"
"276",2,"11:01:56 AM","",",4",",2","","","","mount","","C","social","F","male"
"277",2,"11:05:02 AM","",",4",",8","","","","mount","","C","social","E","male"
"278",2,"11:05:04 AM","",",2",",4","","","","mount","","F","isolated","C","male"
"279",2,"11:05:12 AM","",",2","male","","","","mount","","F","isolated",NA,"male"
"280",2,"11:07:09 AM","",",8",",4","","","","mount","","E","isolated","C","male"
"281",2,"11:16:20 AM","",",9",",4","","","","mount","","B","social","C","male"
"282",2,"11:16:35 AM","",",8",",9","","","","mount","","E","isolated","B","male"
"283",2,"11:16:46 AM","",",2",",8","","","","mount","","F","isolated","E","male"
"284",2,"11:19:21 AM","",",9","7,","n",NA,"y","mount","","B","social","N","female"
"285",2,"11:20:11 AM","",",4",",8","","","","mount","","C","social","E","male"
"286",2,"11:21:00 AM","",",2",",4","","","","mount","","F","isolated","C","male"
"287",2,"11:21:04 AM","",",9",",2","","","","mount","","B","social","F","male"
"288",2,"11:21:56 AM","",",0","5,","y","n","y","mount","","D","social","M","female"
"289",2,"11:23:16 AM","",",8",",9","","","","mount","","E","isolated","B","male"
"290",2,"11:23:39 AM","",",2",",9","","","","mount","","F","isolated","B","male"
"291",2,"11:41:21 AM","",",0","5,","y","n","y","mount","","D","social","M","female"
"292",2,"11:42:19 AM","",",1","4,","y","n","y","mount","","A","social","L","female"
"293",2,"11:42:51 AM","",",6","4,","y","y",NA,"mount","","G","isolated","L","female"
"294",2,"11:45:35 AM","",",2",",4","","","","mount","","F","isolated","C","male"
"295",2,"11:46:08 AM","",",9",",4","","","","mount","","B","social","C","male"
"296",2,"11:52:36 AM","",",8","7,","n",NA,"y","mount","","E","isolated","N","female"
"297",2,"11:53:33 AM","",",8","7,","n",NA,"y","mount","","E","isolated","N","female"
"298",2,"12:03:53 PM","12:04:18 PM",",0","7,","n",NA,"n","insemination","","D","social","N","female"
"299",2,"12:05:11 PM","",",0","7,","n",NA,"y","mount","","D","social","N","female"
"300",2,"12:11:55 PM","",",0","7,","n",NA,"y","mount","","D","social","N","female"
"301",2,"12:14:59 PM","",",0","7,","n",NA,"y","mount","","D","social","N","female"
"302",2,"12:22:14 PM","",",4",",2","","","","mount","","C","social","F","male"
"303",2,"12:22:32 PM","",",3",",6","","","","mount","","H","isolated","G","male"
"304",2,"12:22:54 PM","12:23:55 PM",",6","8,","n",NA,"n","insemination","","G","isolated","O","female"
"305",2,"12:22:55 PM","",",1",",6","","","","mount","","A","social","G","male"
"306",2,"12:23:45 PM","",",2",",4","","","","mount","","F","isolated","C","male"
"307",2,"12:24:38 PM","",",3",",6","","","","mount","","H","isolated","G","male"
"308",2,"12:25:25 PM","",",0","7,","n",NA,"y","mount","","D","social","N","female"
"309",2,"12:26:02 PM","",",9",",2","","","","mount","","B","social","F","male"
"310",2,"12:26:09 PM","",",9",",2","","","","mount","","B","social","F","male"
"311",2,"12:26:45 PM","",",0","5,","y","n","y","mount","","D","social","M","female"
"312",2,"12:27:25 PM","",",1","8,","n",NA,"y","mount","","A","social","O","female"
"313",2,"12:29:00 PM","",",8","7,","n",NA,"y","mount","","E","isolated","N","female"
"314",2,"12:31:14 PM","",",8","7,","n",NA,"y","mount","","E","isolated","N","female"
"315",2,"12:32:00 PM","",",0","7,","n",NA,"y","mount","","D","social","N","female"
"316",2,"12:32:47 PM","12:33:14 PM",",3","4,","n",NA,"n","insemination","","H","isolated","L","female"
"317",2,"12:33:06 PM","",",6",",3","","","","mount","","G","isolated","H","male"
"318",2,"12:33:30 PM","",",6",",3","","","","mount","","G","isolated","H","male"
"319",2,"12:35:12 PM","",",3","4,","n",NA,"y","mount","","H","isolated","L","female"
"320",2,"12:36:00 PM","",",2",",8","","","","mount","","F","isolated","E","male"
"321",2,"12:36:07 PM","",",8",",2","","","","mount","","E","isolated","F","male"
"322",2,"12:36:16 PM","",",2",",8","","","","mount","","F","isolated","E","male"
"323",2,"12:36:27 PM","",",8",",9","","","","mount","","E","isolated","B","male"
"324",2,"12:37:09 PM","",",4","7,","n",NA,"y","mount","","C","social","N","female"
"325",2,"12:37:17 PM","",",2",",4","","","","mount","","F","isolated","C","male"
"326",2,"12:38:11 PM","",",1","4,","n",NA,"y","mount","","A","social","L","female"
"327",2,"12:38:25 PM","",",6",",3","","","","mount","","G","isolated","H","male"
