day,start_time,end_time,focal,partner,partner_avoid? (Y/N),avoid_success? (Y/N),male_abort? (Y/N),behaviour,notes
2,11:20:26 AM,,",4","1,",y,y,NA,mount,
2,11:27:12 AM,,",1","1,",y,y,NA,mount,
2,11:31:30 AM,11:32:08 AM,",9","8,",n,NA,n,insemination,
2,12:18:54 PM,,",4","1,",y,y,NA,mount,
2,12:23:29 PM,,",2","8,",n,NA,y,mount,
2,12:28:33 PM,12:30:40 PM,",1","1,",n,NA,n,insemination,
2,12:31:40 PM,,",6","8,",y,y,NA,mount,
2,12:33:08 PM,,",9","8,",y,y,NA,mount,
2,12:39:25 PM,12:40:20 PM,",5","1,",n,NA,n,insemination,
2,12:51:50 PM,,",3","5,",y,y,NA,mount,
2,12:53:37 PM,,",9","3,",y,y,NA,mount,
2,12:54:17 PM,,",4","1,",y,y,NA,mount,
2,1:06:23 PM,,",1","1,",y,y,NA,mount,
2,1:10:24 PM,,",0","4,",y,y,NA,mount,Refusal stance
2,1:17:58 PM,1:21:20 PM,",1","1,",y,n,n,insemination,
2,1:26:04 PM,,",9","3,",y,y,NA,mount,
2,1:26:21 PM,1:26:48 PM,",0","4,",n,NA,n,insemination,
2,1:37:40 PM,1:38:19 PM,",9","8,",y,n,n,insemination,
2,1:42:09 PM,,",6","3,",n,NA,y,mount,
2,1:46:51 PM,,",2","4,",y,y,NA,mount,
2,1:48:59 PM,,",2","1,",y,y,NA,mount,
2,2:10:36 PM,,",6","9,",n,NA,y,mount,
2,2:14:18 PM,2:15:04 PM,",2","2,",n,NA,n,insemination,
2,2:50:04 PM,,",4","2,",y,y,NA,mount,
2,2:50:06 PM,,",1","2,",y,n,y,mount,
2,3:05:04 PM,,",2","8,",n,NA,y,mount,
2,3:12:25 PM,,",4","2,",y,y,NA,mount,
