day,start_time,end_time,focal,partner,partner_avoid? (Y/N),avoid_success? (Y/N),male_abort? (Y/N),behaviour,notes
1,8:52:21 AM,,",9","1,",y,y,NA,mount,
1,8:52:42 AM,8:54:24 AM,",9","0,",n,NA,n,insemination,
1,8:54:38 AM,,",5","0,",n,NA,n,insemination,
1,9:01:33 AM,,",8","0,",y,y,NA,mount,
1,9:12:57 AM,,",8","4,",n,NA,y,mount,
1,9:14:56 AM,,",8","4,",y,y,NA,mount,
1,9:22:50 AM,,",6","5,",n,NA,y,mount,
1,9:28:06 AM,,",8","4,",y,y,NA,mount,
1,9:30:23 AM,,",6","5,",y,y,NA,mount,
1,9:35:39 AM,,",6","1,",n,NA,y,mount,
1,9:40:07 AM,,",8","5,",y,n,y,mount,
1,9:41:28 AM,,",8","4,",n,NA,y,mount,
1,9:46:24 AM,,",1","7,",y,y,NA,mount,
1,9:49:12 AM,,",8","4,",n,NA,y,mount,
1,9:54:50 AM,,",8","4,",n,NA,y,mount,
1,10:01:12 AM,,",8","5,",n,NA,y,mount,
1,10:03:16 AM,,",8","4,",n,NA,y,mount,
1,10:14:32 AM,,",8","5,",n,NA,y,mount,
1,10:21:55 AM,,",6","1,",y,n,y,mount,
1,10:29:22 AM,,",8","5,",y,y,NA,mount,
1,10:39:04 AM,,",6","4,",n,NA,y,mount,
1,11:01:18 AM,,",0","7,",y,y,NA,mount,
1,11:09:54 AM,,",6","4,",y,y,NA,mount,
1,11:12:00 AM,,",1","4,",y,y,NA,mount,
1,11:12:29 AM,,",8","7,",y,y,NA,mount,
1,11:20:28 AM,,",1","4,",y,y,NA,mount,
1,11:26:44 AM,,",1","4,",y,y,NA,mount,
1,11:33:02 AM,,",1","4,",y,y,NA,mount,
1,11:37:31 AM,,",8","7,",y,y,NA,mount,
1,11:45:12 AM,,",8","6,",y,n,y,mount,
1,11:50:11 AM,,",8","6,",y,n,y,mount,
1,11:50:38 AM,,",8","5,",y,n,y,mount,
1,11:52:31 AM,,",8","6,",y,n,y,mount,
1,11:53:38 AM,,",8","6,",y,y,NA,mount,
1,11:53:46 AM,,",8","6,",y,n,y,mount,
1,11:54:53 AM,,",8","7,",y,n,y,mount,
1,11:55:59 AM,,",8","6,",n,NA,y,mount,
1,11:57:36 AM,,",8","6,",n,NA,y,mount,
1,12:03:19 PM,,",8","6,",n,NA,y,mount,
1,11:58:53 AM,,",8","7,",y,n,y,mount,
1,12:01:34 PM,,",8","7,",y,n,y,mount,
1,12:02:04 PM,,",8","6,",y,n,y,mount,
1,12:03:25 PM,,",8","6,",n,NA,y,mount,
1,12:04:05 PM,,",8","6,",n,NA,y,mount,
1,12:06:24 PM,,",8","6,",n,NA,y,mount,
1,12:07:43 PM,,",8","6,",n,NA,y,mount,
1,12:10:53 PM,,",8","6,",n,NA,y,mount,
1,12:11:08 PM,,",8","6,",n,NA,y,mount,
1,12:11:26 PM,,",8","6,",n,NA,y,mount,
1,12:29:53 PM,,",0","4,",y,y,NA,mount,
1,12:33:49 PM,,",1","7,",y,y,NA,mount,
1,12:51:00 PM,12:51:50 PM,",9","5,",y,n,n,insemination,
1,1:14:22 PM,,",8","7,",n,NA,y,mount,
1,1:15:40 PM,,",8","7,",y,y,NA,mount,
1,1:18:19 PM,,",6","4,",y,y,NA,mount,Did not initailly avoid but quikcly pressed herself agianst wall while male on top
1,1:29:54 PM,,",1","1,",y,y,NA,mount,
1,2:00:31 PM,,",1","4,",n,NA,y,mount,
1,2:05:11 PM,,",4","4,",y,y,NA,mount,
1,2:07:04 PM,,",4","1,",y,y,NA,mount,
1,2:07:54 PM,,",4","4,",y,y,NA,mount,
1,2:08:21 PM,,",4","4,",y,y,NA,mount,
1,2:10:10 PM,,",4","4,",y,y,NA,mount,
1,2:15:20 PM,,",4","4,",y,y,NA,mount,
1,2:17:41 PM,,",7","7,",y,y,NA,mount,
1,2:18:12 PM,,",4","1,",y,y,NA,mount,
1,2:21:28 PM,,",4","7,",n,NA,y,mount,
1,2:22:17 PM,,",4","7,",y,y,NA,mount,
1,2:33:28 PM,,",5","4,",n,NA,y,mount,
1,2:41:51 PM,,",5","4,",n,NA,y,mount,
1,2:42:10 PM,,",4","4,",n,NA,y,mount,
1,2:42:52 PM,,",5","4,",n,NA,y,mount,
1,2:43:30 PM,,",8","1,",y,y,NA,mount,
1,2:44:29 PM,,",8","4,",n,NA,y,mount,
1,2:45:47 PM,,",8","4,",n,NA,y,mount,
1,2:46:48 PM,,",5","1,",y,y,NA,mount,
1,2:51:24 PM,,",8","1,",n,NA,y,mount,
1,2:54:31 PM,,",8","1,",n,NA,y,mount,
1,2:55:42 PM,,",8","1,",n,NA,y,mount,
1,2:57:14 PM,,",8","4,",n,NA,y,mount,
1,2:58:52 PM,,",8","1,",y,y,NA,mount,
1,3:05:21 PM,,",8","4,",n,NA,y,mount,
1,3:06:25 PM,,",8","1,",n,NA,y,mount,
1,3:08:00 PM,,",8","1,",y,y,NA,mount,
1,3:09:11 PM,,",8","7,",y,y,NA,mount,
1,3:12:43 PM,,",8","1,",n,NA,y,mount,male mounted the bottom of upside down female
1,3:14:55 PM,,",8","7,",n,NA,y,mount,
1,3:15:54 PM,,",5","9,",n,NA,y,mount,
1,3:18:25 PM,,",8","4,",n,NA,y,mount,
1,3:28:15 PM,,",9","4,",y,y,NA,mount,
1,3:28:36 PM,,",8","4,",n,NA,y,mount,
1,3:31:54 PM,,",8","4,",y,y,NA,mount,
1,3:35:09 PM,,",9","1,",y,y,NA,mount,
1,3:38:11 PM,,",8","4,",y,y,NA,mount,
1,3:41:07 PM,,",9","4,",y,y,NA,mount,
1,3:41:43 PM,,",8","4,",n,NA,y,mount,
1,3:41:56 PM,,",9","1,",y,y,NA,mount,
1,3:42:24 PM,,",8","4,",y,y,NA,mount,
1,3:45:44 PM,,",0","1,",n,NA,y,mount,
1,3:46:37 PM,,",9","4,",y,y,NA,mount,
1,3:48:01 PM,,",0","4,",y,y,NA,mount,
1,3:48:18 PM,,",0","1,",y,y,NA,mount,
1,3:53:35 PM,,",0","4,",y,y,NA,mount,
1,3:58:08 PM,,",0","4,",y,y,NA,mount,
2,12:31:11 PM,,",8","4,",y,y,NA,mount,
2,12:40:45 PM,12:45:25 PM,",7","4,",y,n,n,insemination,Did not start insemination right away
2,12:47:32 PM,,",5","0,",y,y,NA,mount,
2,12:49:17 PM,12:50:55 PM,",7","4,",y,n,n,insemination,
2,12:54:11 PM,,",5","1,",y,y,NA,mount,
2,12:54:43 PM,1:02:24 PM,",7","4,",n,NA,n,insemination,"got back into position, very strange"
2,1:00:09 PM,1:00:35 PM,",5","1,",?,?,n,insemination,Started during break
2,1:02:13 PM,,",1","1,",y,y,NA,mount,
2,1:04:10 PM,1:04:36 PM,",7","4,",n,NA,n,insemination,back into position
2,1:05:26 PM,,",8","4,",n,NA,y,mount,
2,1:06:30 PM,,",5","0,",y,y,NA,mount,
2,1:07:30 PM,,",6","4,",y,y,NA,mount,
2,1:14:19 PM,,",6","4,",y,y,NA,mount,
2,1:17:45 PM,,",5","1,",y,y,NA,mount,
2,1:17:59 PM,1:18:40 PM,",4","1,",n,NA,n,insemination,
2,1:18:58 PM,,",6","4,",y,y,NA,mount,
2,1:24:58 PM,1:25:42 PM,",4","0,",n,NA,n,insemination,
2,1:27:24 PM,,",4","0,",y,y,NA,mount,
2,1:30:09 PM,1:30:52 PM,",1","0,",y,n,n,insemination,
2,1:31:46 PM,1:32:32 PM,",0","0,",y,n,n,insemination,
2,1:36:25 PM,,",6","4,",n,NA,y,mount,
2,1:38:25 PM,,",7","1,",y,y,NA,mount,
2,1:38:38 PM,1:39:09 PM,",1","7,",n,NA,n,insemination,
2,1:47:48 PM,,",4","4,",n,NA,y,mount,
2,1:54:24 PM,1:55:13 PM,",7","2,",n,NA,n,insemination,
2,2:08:55 PM,2:09:35 PM,",9","6,",y,n,n,insemination,
2,2:17:53 PM,,",8","4,",y,y,NA,mount,
2,2:28:11 PM,,",6","4,",y,y,NA,mount,
2,2:30:40 PM,,",8","1,",y,y,NA,mount,
2,2:32:59 PM,,",8","1,",y,y,NA,mount,
2,2:33:55 PM,,",6","1,",y,y,NA,mount,
2,2:46:38 PM,,",6","1,",y,y,NA,mount,
2,3:25:27 PM,,",6","2,",y,y,NA,mount,
