day,start_time,end_time,focal,partner,partner_avoid? (Y/N),avoid_success? (Y/N),male_abort? (Y/N),behaviour,notes
1,8:02:39 AM,,NA,NA,,,,TRIAL START,
1,8:03:01 AM,,",6","5,",y,y,NA,mount,
1,8:03:29 AM,8:08:59 AM,",6","2,",y,n,n,insemination,
1,8:06:48 AM,,",8","1,",y,y,NA,mount,
1,8:07:22 AM,,",8","1,",n,NA,y,mount,
1,8:10:10 AM,,",6","2,",n,NA,y,mount,
1,8:10:17 AM,,",8","1,",y,y,NA,mount,
1,8:11:44 AM,8:14:01 AM,",4","0,",n,NA,n,insemination,
1,8:12:06 AM,,",6","6,",y,y,NA,mount,
1,8:14:02 AM,,",8","1,",y,y,NA,mount,
1,8:14:23 AM,,",1","1,",y,y,NA,mount,
1,8:14:46 AM,,",6","2,",n,NA,y,mount,
1,8:15:44 AM,8:17:49 AM,",6","5,",n,NA,n,insemination,
1,8:22:40 AM,8:23:40 AM,",0","0,",y,n,n,insemination,
1,8:24:47 AM,,",8","2,",y,y,NA,mount,
1,8:25:01 AM,,",8","0,",y,y,NA,mount,
1,8:25:26 AM,,",8","0,",y,n,y,mount,
1,8:26:44 AM,,",8","6,",y,n,y,mount,
1,8:27:19 AM,8:28:50 AM,",6","2,",n,NA,n,insemination,
1,8:27:46 AM,,",1","5,",n,NA,y,mount,male lousy
1,8:29:16 AM,,",8","6,",y,y,NA,mount,female was against wall
1,8:31:32 AM,,",6","0,",y,y,NA,mount,
1,8:34:34 AM,8:36:10 AM,",3","9,",y,n,n,insemination,
1,8:38:50 AM,,",8","9,",y,y,NA,mount,
1,8:38:56 AM,,",8","8,",n,NA,y,mount,
1,8:39:32 AM,8:40:20 AM,",5","2,",n,NA,n,insemination,
1,8:41:18 AM,,",8","9,",n,NA,y,mount,
1,8:42:12 AM,,",1","8,",n,NA,y,mount,male lousy
1,8:43:58 AM,,",3","2,",y,n,y,mount,
1,8:45:49 AM,,",0","6,",y,y,NA,mount,
1,8:45:52 AM,,",6","5,",y,y,NA,mount,
1,8:46:08 AM,,",6","8,",y,y,NA,mount,
1,8:46:25 AM,,",6","5,",y,y,NA,mount,
1,8:47:35 AM,,",5","8,",n,NA,y,mount,
1,8:52:33 AM,8:55:04 AM,",6","6,",n,NA,n,insemination,
1,8:53:12 AM,,",8","4,",n,NA,y,mount,
1,9:04:02 AM,,",1","5,",n,NA,y,mount,male lousy
1,9:04:34 AM,,",6","6,",n,NA,y,mount,
1,9:05:22 AM,9:07:00 AM,",2","2,",n,NA,n,insemination,end time is an estimate
1,9:17:14 AM,,",1","5,",y,y,NA,mount,
1,9:17:59 AM,,",0","9,",n,NA,y,mount,
1,9:18:36 AM,,",1","5,",n,NA,y,mount,lousy male
1,9:19:36 AM,,",1","5,",n,NA,y,mount,lousy male
1,9:43:24 AM,,",6","0,",n,NA,y,mount,
1,9:48:22 AM,,",1","5,",y,y,NA,mount,
1,9:53:26 AM,,",1","5,",y,y,NA,mount,
1,10:23:14 AM,,",1","4,",n,NA,y,mount,male lousy
1,12:20:54 PM,,",5","8,",n,NA,y,mount,
1,12:30:47 PM,,",1","8,",n,NA,y,mount,lousy male
1,12:37:25 PM,,",8","1,",n,NA,y,mount,
1,12:39:49 PM,12:40:36 PM,",3","9,",y,n,n,insemination,
1,1:00:43 PM,,",5","8,",y,y,NA,mount,
1,1:29:37 PM,,",1","1,",n,NA,y,mount,
1,1:37:24 PM,,",8","4,",n,NA,y,mount,
1,1:48:18 PM,,",8","4,",n,NA,y,mount,stayed on top of female; couldn't get into position
1,2:07:44 PM,,",8","4,",y,y,NA,mount,
1,2:19:29 PM,2:19:50 PM,",5","8,",n,NA,n,insemination,
1,2:36:28 PM,,",2","8,",y,y,NA,mount,
1,3:11:26 PM,3:12:03 PM,",2","8,",n,NA,n,insemination,
1,3:14:08 PM,,",8","4,",y,y,NA,mount,
1,3:15:11 PM,3:15:58 PM,",4","8,",n,NA,n,insemination,
1,3:27:51 PM,,",2","8,",n,NA,y,mount,
1,3:40:52 PM,3:41:23 PM,",3","8,",y,n,n,insemination,
1,3:49:50 PM,,",8","4,",y,y,NA,mount,
2,8:17:42 AM,8:18:36 AM,",2","4,",n,NA,n,insemination,
2,9:32:11 AM,,",2","1,",n,NA,y,mount,
2,9:43:07 AM,,",5","8,",n,NA,y,mount,
2,10:03:11 AM,10:03:47 AM,",2","1,",n,NA,n,insemination,
2,10:11:15 AM,,",3","4,",n,NA,y,mount,
2,10:16:13 AM,,",3","4,",n,NA,y,mount,
2,10:36:36 AM,,",8","0,",y,y,NA,mount,
2,10:44:31 AM,,",8","0,",y,y,NA,mount,
2,10:49:11 AM,,",5","8,",n,NA,y,mount,
2,10:55:17 AM,,",8","0,",n,NA,y,mount,
2,11:12:58 AM,,",8","0,",n,NA,y,mount,
2,11:21:26 AM,,",6","0,",y,y,NA,mount,
2,11:51:37 AM,,",8","0,",y,y,NA,mount,
2,12:18:08 PM,,",2","5,",y,y,NA,mount,
2,12:39:26 PM,,",1","8,",n,NA,y,mount,weird male
2,12:46:17 PM,,",5","8,",n,NA,y,mount,
2,1:43:49 PM,,",3","4,",y,y,NA,mount,refusal stance
2,2:08:17 PM,,",3","4,",y,y,NA,mount,
2,2:20:28 PM,2:21:06 PM,",4","1,",n,NA,n,insemination,
2,2:30:35 PM,,",4","5,",y,y,NA,mount,
2,2:30:53 PM,,",3","2,",y,y,NA,mount,
2,2:32:02 PM,,",1","8,",n,NA,y,mount,weird male
2,2:36:02 PM,2:36:29 PM,",4","4,",n,NA,n,insemination,
2,2:36:59 PM,,",4","5,",y,y,NA,mount,
2,2:46:36 PM,,",5","8,",y,y,NA,mount,
2,2:49:21 PM,,",1","6,",n,NA,y,mount,
2,3:02:07 PM,,",8","5,",n,NA,y,mount,
2,3:06:23 PM,3:07:03 PM,",3","4,",n,NA,n,insemination,
2,3:09:32 PM,,",6","0,",y,y,NA,mount,refusal stance
2,3:10:48 PM,,",8","5,",n,NA,y,mount,
2,3:12:19 PM,,",8","5,",y,y,NA,mount,
2,3:17:04 PM,,",0","5,",n,NA,y,mount,
2,3:29:32 PM,,",1","4,",n,NA,y,mount,weird male
2,3:30:37 PM,,",5","4,",y,y,NA,mount,
2,3:52:47 PM,,",0","4,",n,NA,y,mount,
2,3:53:59 PM,,",8","4,",y,y,NA,mount,
2,3:54:12 PM,,",0","0,",n,NA,y,mount,
