day,start_time,end_time,focal,partner,partner_avoid? (Y/N),avoid_success? (Y/N),male_abort? (Y/N),behaviour,notes
1,8:03:39 AM,,,,NA,NA,NA,TRIAL START,
1,8:04:10 AM,,",2","9,",y,y,NA,mount,
1,8:04:23 AM,,",3","9,",n,NA,y,mount,
1,8:05:57 AM,,",4","8,",n,NA,n,insemination,checked footage and validated
1,8:06:59 AM,,",5","1,",y,y,NA,mount,
1,8:07:00 AM,,",2","1,",n,NA,n,insemination,checked footage and validated
1,8:07:00 AM,,",3","9,",n,NA,n,insemination,checked footage and validated
1,8:07:00 AM,,",8","4,",y,n,n,insemination,checked footage and validated
1,8:10:01 AM,,",5","1,",n,NA,n,insemination,checked footage and validated
1,8:10:12 AM,,",2","9,",n,NA,y,mount,checked footage and validated
1,8:10:27 AM,8:11:00 AM,",7","4,",y,n,n,insemination,checked footage and validated
1,8:11:12 AM,,",2","9,",y,n,y,mount,
1,unsure,,",3","1,",y,y,NA,mount,added from footage
1,8:12:32 AM,,",3","1,",n,NA,y,mount,
1,8:12:53 AM,,",4","4,",n,NA,y,mount,
1,8:13:13 AM,,",2","0,",y,NA,y,mount,
1,8:14:23 AM,,",2","7,",y,y,NA,mount,
1,8:15:31 AM,8:16:57 AM,",9","9,",n,NA,n,insemination,
1,8:15:38 AM,,",3","1,",y,y,NA,mount,
1,8:16:18 AM,8:16:43 AM,",7","7,",n,NA,n,insemination,
1,8:18:49 AM,,",9","7,",n,NA,y,mount,weird - not in position
1,8:19:41 AM,,",3","1,",n,NA,y,mount,
1,8:22:15 AM,,",7","0,",Y,Y,NA,mount,
1,8:24:25 AM,,",2","1,",N,NA,Y,mount,
1,8:25:28 AM,,",3","9,",Y,Y,NA,mount,
1,8:28:35 AM,,",2","0,",n,NA,y,mount,
1,8:29:15 AM,,",2","9,",n,NA,y,mount,
1,8:30:27 AM,,",2","1,",n,NA,y,mount,
1,8:32:36 AM,8:33:23 AM,",5","9,",n,NA,n,insemination,
1,8:36:19 AM,8:36:48 AM,",7","0,",n,NA,n,insemination,
1,8:36:37 AM,,",9","7,",y,y,NA,mount,
1,8:37:10 AM,,",3","9,",y,y,NA,mount,
1,8:39:35 AM,,",2","1,",y,y,NA,mount,
1,8:39:42 AM,,",3","1,",y,y,NA,mount,
1,8:40:13 AM,,",0","0,",y,y,NA,mount,
1,8:42:46 AM,,",0","1,",y,y,NA,mount,
1,8:43:25 AM,,",0","1,",y,y,NA,mount,
1,8:44:14 AM,,",7","9,",y,NA,y,mount,
1,8:44:57 AM,,",9","9,",y,y,NA,mount,
1,8:47:06 AM,,",4","0,",y,y,NA,mount,
1,8:48:03 AM,,",4","1,",n,NA,y,mount,
1,8:53:06 AM,,",2","1,",n,NA,y,mount,
1,8:53:17 AM,,",3","7,",y,y,NA,mount,
