replicate,day,start_time,end_time,behaviour,focal,partner,partner_avoid...Y.N.,avoid_success,male_abort,Notes,patch_focal,treatment,patch_partner,partner_sex,
4,1,8:01:15 AM,,mount,",0",",8",,,,,G,isolated,F,male,
4,1,8:01:25 AM,8:03:31 AM,insemination,",1",1:00,n,NA,n,,J,isolated,X,female,
4,1,8:01:41 AM,8:03:27 AM,insemination,",6","3,",n,NA,n,,C,social,P,female,
4,1,8:01:56 AM,,mount,:0,",4",,,,,K,isolated,I,male,
4,1,8:01:57 AM,,mount,",7",:0,,,,,A,social,K,male,
4,1,8:02:39 AM,,mount,",4",",4",,,,,I,isolated,I,male,
4,1,8:02:40 AM,,mount,:0,",7",,,,,K,isolated,A,male,
4,1,8:02:40 AM,,mount,:0,",0",,,,,K,isolated,G,male,
4,1,8:02:41 AM,,mount,",7",",0",,,,,A,social,G,male,
4,1,8:02:45 AM,,mount,:1,"8,",y,y,NA,,D,social,U,female,
4,1,8:03:04 AM,8:06:07 AM,insemination,:1,"2,",n,NA,n,,D,social,O,female,
4,1,8:03:43 AM,,mount,",8",",3",,,,,F,social,L,male,
4,1,8:03:50 AM,,mount,",1","6,",y,y,NA,,J,isolated,S,female,
4,1,8:04:15 AM,,mount,",8","0,",n,NA,y,,F,social,M,female,
4,1,8:04:41 AM,8:06:08 AM,insemination,",9",0:00,n,NA,n,,H,isolated,W,female,
4,1,8:05:02 AM,8:07:02 AM,insemination,",4",1:00,n,NA,n,,I,isolated,X,female,
4,1,8:05:20 AM,,mount,",1",",6",,,,,J,isolated,C,male,
4,1,8:05:44 AM,,mount,",1",",6",,,,,J,isolated,C,male,
4,1,8:06:39 AM,8:07:39 AM,insemination,",7","2,",n,NA,n,,A,social,O,female,
4,1,8:07:22 AM,8:10:21 AM,insemination,:1,"8,",n,NA,n,,D,social,U,female,
4,1,8:07:41 AM,8:10:28 AM,insemination,:0,"2,",y,n,n,,K,isolated,O,female,
4,1,8:07:59 AM,8:10:21 AM,insemination,",0","7,",n,NA,n,,G,isolated,T,female,
4,1,8:09:04 AM,,mount,",1","3,",y,y,NA,,J,isolated,P,female,
4,1,8:09:11 AM,8:10:47 AM,insemination,",6","6,",n,NA,n,,C,social,S,female,
4,1,8:09:46 AM,,mount,",9",",0",,,,,H,isolated,G,male,
4,1,8:10:00 AM,8:11:41 AM,insemination,",3","5,",n,NA,n,,L,isolated,R,female,
4,1,8:10:30 AM,8:11:27 AM,insemination,",7",0:00,n,NA,n,,A,social,W,female,
4,1,8:11:04 AM,,mount,",8",",5",,,,,F,social,B,male,
4,1,8:11:48 AM,,mount,",4",1:00,y,y,NA,,I,isolated,X,female,
4,1,8:12:17 AM,,mount,",5","0,",y,y,NA,,B,social,M,female,
4,1,8:12:31 AM,8:13:24 AM,insemination,:0,"7,",n,NA,n,,K,isolated,T,female,
4,1,8:13:29 AM,,mount,:1,"8,",n,NA,y,,D,social,U,female,
4,1,8:14:33 AM,8:16:08 AM,insemination,",9","1,",n,NA,n,,H,isolated,N,female,
4,1,8:14:48 AM,,mount,",1",",6",,,,,J,isolated,C,male,
4,1,8:17:14 AM,,mount,",8","5,",y,y,NA,,F,social,R,female,
4,1,8:17:26 AM,,mount,",6",",1",,,,,C,social,J,male,
4,1,8:17:32 AM,,mount,:0,"3,",y,y,NA,,K,isolated,P,female,
4,1,8:17:50 AM,,insemination,",8","5,",n,NA,n,,F,social,R,female,
4,1,8:18:26 AM,,mount,",1",",6",,,,,J,isolated,C,male,
4,1,8:19:50 AM,,mount,:1,"2,",y,n,y,,D,social,O,female,
4,1,8:20:06 AM,,mount,",6",",1",,,,,C,social,J,male,
4,1,8:20:19 AM,,mount,:0,"3,",y,y,NA,,K,isolated,P,female,
4,1,8:25:06 AM,,mount,",6",",1",,,,,C,social,J,male,
4,1,8:27:03 AM,,mount,:0,1:00,y,n,y,,K,isolated,X,female,
4,1,8:27:15 AM,,mount,:1,"8,",y,y,NA,,D,social,U,female,
4,1,8:27:40 AM,,mount,",4",0:00,y,y,NA,,I,isolated,W,female,
4,1,8:27:55 AM,,mount,:0,"9,",y,y,NA,,K,isolated,V,female,
4,1,8:28:07 AM,8:31:21 AM,insemination,",0","9,",y,n,n,,G,isolated,V,female,
4,1,8:28:19 AM,,mount,",9",",0",,,,"while ,0 was on 9,",H,isolated,G,male,
4,1,8:28:46 AM,,mount,:1,"8,",n,NA,y,,D,social,U,female,
4,1,8:29:11 AM,8:30:08 AM,insemination,",3","2,",n,NA,n,,L,isolated,O,female,
4,1,8:29:47 AM,8:31:11 AM,insemination,:0,"4,",n,NA,n,,K,isolated,Q,female,
4,1,8:31:24 AM,,mount,",1",",6",,,,,J,isolated,C,male,
4,1,8:32:06 AM,,mount,",1",",6",,,,,J,isolated,C,male,
4,1,8:32:15 AM,8:34:13 AM,insemination,",5","0,",n,NA,n,,B,social,M,female,
4,1,8:32:40 AM,,mount,",0",",9",,,,,G,isolated,H,male,
4,1,8:33:20 AM,,mount,",9",:0,,,,":0 is still on 4,",H,isolated,K,male,
4,1,8:36:12 AM,,mount,",6","7,",y,y,NA,,C,social,T,female,
4,1,8:38:07 AM,8:38:51 AM,insemination,:1,"8,",n,NA,n,,D,social,U,female,
4,1,8:39:54 AM,,mount,",1","6,",y,y,NA,,J,isolated,S,female,
4,1,8:40:12 AM,,insemination,",0","9,",n,NA,n,,G,isolated,V,female,
4,1,8:40:55 AM,,mount,",4","2,",y,y,NA,,I,isolated,O,female,
4,1,8:42:22 AM,,mount,",3","0,",y,y,NA,,L,isolated,M,female,
4,1,8:43:04 AM,,mount,",8","0,",y,y,NA,,F,social,M,female,
4,1,8:46:33 AM,,mount,",8",1:00,y,y,NA,,F,social,X,female,
4,1,8:46:55 AM,,mount,",3",1:00,y,y,NA,,L,isolated,X,female,
4,1,8:48:42 AM,,mount,:1,"7,",y,n,y,,D,social,T,female,
4,1,8:49:28 AM,,mount,:1,"8,",n,NA,y,,D,social,U,female,
4,1,8:50:07 AM,,mount,",3",",8",,,,,L,isolated,F,male,
4,1,8:51:27 AM,,mount,:1,"8,",n,NA,y,,D,social,U,female,
4,1,8:51:38 AM,,mount,:1,"8,",n,NA,y,,D,social,U,female,
4,1,8:52:11 AM,,mount,:1,"7,",y,y,NA,,D,social,T,female,
4,1,8:52:33 AM,,mount,:1,"8,",n,NA,y,,D,social,U,female,
4,1,8:53:12 AM,,mount,",3",",8",,,,,L,isolated,F,male,
4,1,8:53:33 AM,,mount,:1,"7,",y,y,NA,,D,social,T,female,
4,1,8:54:17 AM,,mount,",6",",1",,,,,C,social,J,male,
4,1,8:54:22 AM,,mount,",1",",6",,,,,J,isolated,C,male,
4,1,9:00:04 AM,9:01:05 AM,insemination,:1,"7,",n,NA,n,,D,social,T,female,
4,1,9:03:03 AM,,mount,:1,"2,",y,y,NA,,D,social,O,female,
4,1,9:09:37 AM,,insemination,",1","6,",n,NA,n,,J,isolated,S,female,
4,1,9:09:45 AM,,mount,:1,"8,",n,NA,y,,D,social,U,female,
4,1,9:10:44 AM,,mount,:1,"7,",y,y,NA,,D,social,T,female,
4,1,9:12:31 AM,,mount,:1,"8,",n,NA,y,,D,social,U,female,
4,1,9:13:50 AM,,mount,",1","9,",y,y,NA,,J,isolated,V,female,
4,1,9:15:30 AM,,mount,",7",:1,,,,,A,social,D,male,
4,1,9:15:44 AM,,mount,:1,",7",,,,,D,social,A,male,
4,1,9:15:49 AM,,mount,",0",0:00,y,y,NA,,G,isolated,W,female,
4,1,9:17:11 AM,,mount,",3","9,",y,y,NA,,L,isolated,V,female,
4,1,9:17:12 AM,,mount,",8",1:00,y,y,NA,,F,social,X,female,
4,1,9:18:31 AM,,mount,:1,",7",,,,,D,social,A,male,
4,1,9:18:43 AM,,mount,",7",:1,,,,,A,social,D,male,
4,1,9:18:45 AM,,mount,",7",:1,,,,,A,social,D,male,
4,1,9:21:32 AM,,mount,:0,"7,",y,y,NA,,K,isolated,T,female,
4,1,9:21:49 AM,,mount,:0,"2,",n,NA,y,,K,isolated,O,female,
4,1,9:21:52 AM,,mount,:1,1:00,n,NA,y,,D,social,X,female,
4,1,9:29:54 AM,,mount,",4","7,",y,y,NA,,I,isolated,T,female,
4,1,9:33:48 AM,,mount,:0,"7,",y,y,NA,,K,isolated,T,female,
4,1,9:35:20 AM,,mount,:0,0:00,y,y,NA,,K,isolated,W,female,
4,1,9:38:33 AM,,mount,:0,0:00,n,NA,y,,K,isolated,W,female,
4,1,9:40:20 AM,,mount,:0,0:00,n,NA,y,,K,isolated,W,female,
4,1,9:48:09 AM,9:48:53 AM,insemination,",0",1:00,y,n,n,,G,isolated,X,female,
4,1,9:48:38 AM,,mount,",8",",5",,,,,F,social,B,male,
4,1,9:49:05 AM,,mount,",3",",8",,,,,L,isolated,F,male,
4,1,9:53:32 AM,,insemination,",4","1,",n,NA,n,,I,isolated,N,female,
4,1,9:54:25 AM,,mount,:0,"7,",y,y,NA,,K,isolated,T,female,
4,1,10:05:37 AM,,mount,:0,0:00,n,NA,y,,K,isolated,W,female,
4,1,10:09:55 AM,,mount,",4",0;,y,y,NA,,I,isolated,NA,female,
4,1,10:11:58 AM,,mount,",4","1,",y,y,n,refusal stance,I,isolated,N,female,
4,1,10:16:34 AM,,mount,",7","0,",n,NA,y,,A,social,M,female,
4,1,10:17:17 AM,,mount,",1",",6",,,,,J,isolated,C,male,
4,1,10:19:16 AM,,mount,;0,"7,",n,NA,y,,K,isolated,T,female,
4,1,10:19:56 AM,,mount,;0,0;,n,NA,y,,K,isolated,NA,female,
4,1,10:29:11 AM,,mount,;0,"7,",n,NA,y,,K,isolated,T,female,
4,1,10:36:05 AM,,mount,",4","7,",y,y,NA,,I,isolated,T,female,
4,1,10:39:39 AM,,mount,",4","7,",y,y,NA,,I,isolated,T,female,
4,1,10:53:12 AM,,mount,;0,",0",,,,,K,isolated,G,male,
4,1,10:54:00 AM,,mount,",0",;0,,,,,G,isolated,K,male,
4,1,10:54:25 AM,,mount,;0,",0",,,,,K,isolated,G,male,
4,1,11:11:09 AM,,mount,",3","8,",n,NA,y,,L,isolated,U,female,
4,1,11:11:35 AM,,mount,",5",",3",,,,,B,social,L,male,
4,1,11:13:28 AM,,mount,",1","6,",n,NA,y,,J,isolated,S,female,
4,1,11:44:15 AM,,mount,:1,",2",,,,,D,social,E,male,
4,1,11:48:59 AM,,mount,",4",0:00,y,y,n,female pressed right against wall,I,isolated,W,female,
4,1,11:51:16 AM,,mount,",1","6,",y,n,y,,J,isolated,S,female,
4,1,12:02:13 PM,,mount,",5",",3",,,,,B,social,L,male,
4,1,12:05:10 PM,12:07:19 PM,insemination,",0","4,",y,n,n,,G,isolated,Q,female,
4,1,12:09:49 PM,,mount,",8",",7",,,,,F,social,A,male,
4,1,12:11:27 PM,,mount,",8",",7",,,,,F,social,A,male,
4,1,12:16:01 PM,,mount,",5",",3",,,,,B,social,L,male,
4,1,12:25:27 PM,,mount,",3",",7",,,,,L,isolated,A,male,
4,1,12:25:58 PM,,mount,",8","0,",y,y,NA,,F,social,M,female,
4,1,12:27:42 PM,,mount,",2",:1,,,,,E,social,D,male,
4,1,12:29:34 PM,,mount,",8","0,",y,n,y,,F,social,M,female,
4,1,12:36:12 PM,,mount,",4",0:00,y,y,NA,,I,isolated,W,female,
4,1,12:36:47 PM,12:38:40 PM,insemination,",4",0:00,y,n,n,sideways kind of lots of avoidance from female,I,isolated,W,female,
4,1,12:38:49 PM,,mount,",9","3,",n,NA,y,,H,isolated,P,female,
4,1,12:39:38 PM,,mount,",9","3,",y,y,NA,,H,isolated,P,female,
4,1,12:43:10 PM,,mount,",3",",7",,,,,L,isolated,A,male,
4,1,12:45:35 PM,,mount,:0,"3,",y,y,NA,,K,isolated,P,female,
4,1,12:47:57 PM,,mount,",0","3,",y,y,NA,,G,isolated,P,female,
4,1,12:54:00 PM,,mount,",0","3,",y,y,NA,,G,isolated,P,female,
4,1,12:54:07 PM,,mount,:0,"4,",y,y,NA,,K,isolated,Q,female,
4,1,1:09:38 PM,,mount,",2","4,",y,y,NA,,E,social,Q,female,
4,1,1:09:57 PM,,mount,",2","4,",y,y,NA,,E,social,Q,female,
4,1,1:10:27 PM,,mount,",4",0:00,n,NA,y,female pressed right against wall,I,isolated,W,female,
4,1,1:13:23 PM,,mount,",1","8,",y,n,y,female pressed right against wall,J,isolated,U,female,
4,1,1:14:55 PM,,mount,:1,0:00,y,y,NA,,D,social,W,female,
4,1,1:18:13 PM,1:18:39 PM,insemination,",6","8,",n,NA,n,,C,social,U,female,
4,1,1:23:59 PM,,mount,:1,0:00,y,y,NA,,D,social,W,female,
4,1,1:24:25 PM,,mount,:1,"7,",y,y,NA,,D,social,T,female,
4,1,1:25:43 PM,,mount,",4","1,",y,n,y,,I,isolated,N,female,
4,1,1:26:42 PM,,mount,",5","6,",y,y,NA,,B,social,S,female,
4,1,1:32:41 PM,,mount,",4","3,",n,NA,y,,I,isolated,P,female,
4,1,1:39:11 PM,,insemination,",2",0:00,y,n,n,"the female kind of successfully avoided, looks like she got away mid insemination",E,social,W,female,
4,1,1:40:03 PM,1:40:55 PM,insemination,",4","7,",n,NA,n,,I,isolated,T,female,
4,1,1:49:28 PM,,mount,",5",",3",,,,,B,social,L,male,
4,1,1:49:32 PM,,mount,",8",",5",,,,,F,social,B,male,
4,1,1:49:33 PM,,mount,",8",",5",,,,,F,social,B,male,
4,1,1:49:53 PM,,mount,",5","5,",y,n,y,,B,social,R,female,
4,1,1:51:38 PM,,mount,",8","3,",n,NA,y,,F,social,P,female,
4,1,1:52:49 PM,,mount,",3","3,",y,y,NA,,L,isolated,P,female,
4,1,1:53:48 PM,,mount,",3","3,",y,y,NA,,L,isolated,P,female,
4,1,1:54:58 PM,,mount,",8","3,",n,NA,y,,F,social,P,female,
4,1,2:03:21 PM,,mount,",3","5,",y,n,y,,L,isolated,R,female,
4,1,2:09:35 PM,,mount,",6",",1",,,,,C,social,J,male,
4,1,2:12:39 PM,,mount,",1",",6",,,,,J,isolated,C,male,
4,1,2:13:46 PM,,mount,",5","6,",y,n,y,,B,social,S,female,
4,1,2:15:09 PM,,mount,",2","0,",y,y,NA,,E,social,M,female,
4,1,2:21:26 PM,,mount,:0,0:00,y,y,NA,,K,isolated,W,female,
4,1,2:22:18 PM,,mount,",5","5,",y,y,NA,,B,social,R,female,
4,1,2:22:32 PM,,mount,",8","5,",y,y,NA,,F,social,R,female,
4,1,2:22:36 PM,,insemination,",8","5,",n,NA,n,,F,social,R,female,
4,1,2:28:28 PM,,mount,",4",",2",,,,,I,isolated,E,male,
4,1,2:28:54 PM,,mount,",3","3,",n,NA,y,,L,isolated,P,female,
4,1,2:34:27 PM,,mount,",2","0,",n,NA,y,,E,social,M,female,
4,1,2:35:09 PM,,mount,",4",",2",,,,,I,isolated,E,male,
4,1,2:35:23 PM,,mount,",4","0,",n,NA,y,,I,isolated,M,female,
4,1,2:40:46 PM,,mount,",8","5,",n,NA,y,,F,social,R,female,
4,1,2:43:03 PM,,mount,",9","0,",n,NA,y,,H,isolated,M,female,
4,1,2:52:04 PM,,mount,",3","5,",n,NA,y,,L,isolated,R,female,
4,1,3:09:12 PM,,mount,:0,"7,",y,y,NA,,K,isolated,T,female,
4,1,3:14:49 PM,,mount,",3","5,",n,NA,y,,L,isolated,R,female,
4,1,3:17:10 PM,,mount,",3","5,",n,NA,y,,L,isolated,R,female,
4,1,3:17:12 PM,,mount,",5",",3",,,,,B,social,L,male,
4,1,3:21:01 PM,,mount,;0,",0",,,,,K,isolated,G,male,
4,1,3:24:30 PM,,mount,",6","2,",n,NA,y,,C,social,O,female,
4,1,3:26:02 PM,,mount,",2","0,",n,NA,y,,E,social,M,female,
4,1,3:30:27 PM,,mount,",1",",6",,,,,J,isolated,C,male,
4,1,3:31:24 PM,,mount,",1","2,",y,y,NA,,J,isolated,O,female,
4,1,3:41:25 PM,,mount,",8","3,",n,NA,y,,F,social,P,female,
4,1,3:42:52 PM,,mount,",8","3,",n,NA,y,,F,social,P,female,
4,1,3:47:04 PM,,mount,",3","9,",n,NA,y,,L,isolated,V,female,
4,1,3:48:43 PM,,mount,",6",",1",,,,,C,social,J,male,
4,2,8:26:54 AM,,mount,",6","2,",n,NA,y,,C,social,O,female,
4,2,9:23:02 AM,,mount,",6",",1",,,,,C,social,J,male,
4,2,9:28:34 AM,,mount,",4",",2",,,,,I,isolated,E,male,
4,2,9:32:02 AM,,mount,",2",",4",,,,,E,social,I,male,
4,2,9:32:17 AM,,mount,",4",",2",,,,,I,isolated,E,male,
4,2,9:32:55 AM,,mount,",6","8,",n,NA,y,,C,social,U,female,
4,2,9:45:40 AM,,mount,",6","2,",y,y,NA,,C,social,O,female,
4,2,10:34:43 AM,,mount,",8",",3",,,,,F,social,L,male,
4,2,11:16:16 AM,,mount,",3",",8",,,,,L,isolated,F,male,
4,2,11:25:14 AM,,mount,",6",",1",,,,,C,social,J,male,
4,2,11:36:56 AM,,mount,",2","6,",y,y,NA,,E,social,S,female,
4,2,11:45:31 AM,,mount,",4",",2",,,,,I,isolated,E,male,
4,2,11:49:10 AM,11:50:20 AM,insemination,",6","8,",n,NA,n,,C,social,U,female,
4,2,11:50:52 AM,,mount,",1",",6",,,,,J,isolated,C,male,
4,2,12:08:05 PM,12:09:52 PM,insemination,:0,"7,",n,NA,n,,K,isolated,T,female,
4,2,12:17:06 PM,,mount,",6","8,",y,n,y,,C,social,U,female,
4,2,12:17:41 PM,,mount,",1",",6",,,,,J,isolated,C,male,
4,2,12:18:05 PM,,insemination,",1","8,",y,n,n,,J,isolated,U,female,
4,2,12:28:21 PM,,mount,:1,",9",,,,,D,social,H,male,
4,2,12:29:10 PM,12:29:50 PM,insemination,",8","9,",n,NA,n,,F,social,V,female,
4,2,12:30:21 PM,,mount,",0",",8",,,,,G,isolated,F,male,
4,2,12:34:22 PM,,mount,",3",0:00,y,y,NA,,L,isolated,W,female,
4,2,12:34:48 PM,,mount,",5",",3",,,,,B,social,L,male,
4,2,12:34:51 PM,,mount,",3",",5",,,,,L,isolated,B,male,
4,2,12:34:53 PM,,mount,",8",",0",,,,,F,social,G,male,
4,2,12:34:56 PM,,mount,",5",0:00,y,y,NA,,B,social,W,female,
4,2,12:38:08 PM,,mount,",0",",3",,,,,G,isolated,L,male,
4,2,12:38:28 PM,,mount,",3",",0",,,,,L,isolated,G,male,
4,2,12:40:07 PM,,mount,",3",",0",,,,,L,isolated,G,male,
4,2,12:40:33 PM,,mount,",7",",3",,,,,A,social,L,male,
4,2,12:41:16 PM,,mount,",5",0:00,y,y,NA,,B,social,W,female,
4,2,12:41:21 PM,,mount,",3",",0",,,,,L,isolated,G,male,
4,2,12:41:30 PM,,mount,",7",0:00,y,y,NA,,A,social,W,female,
4,2,12:47:23 PM,,mount,",6",",1",,,,,C,social,J,male,
4,2,12:48:19 PM,,mount,",5",",8",,,,,B,social,F,male,
4,2,12:51:42 PM,,mount,",7",",0",,,,,A,social,G,male,
4,2,12:52:18 PM,,mount,",5",",3",,,,,B,social,L,male,
4,2,12:54:44 PM,,mount,",9",:1,,,,,H,isolated,D,male,
4,2,1:04:55 PM,,mount,",0",",7",,,,,G,isolated,A,male,
4,2,1:07:30 PM,,insemination,",5",0:00,Y,N,N,,B,social,W,female,
4,2,1:32:34 PM,,mount,",4","7,",N,NA,Y,,I,isolated,T,female,
4,2,1:34:42 PM,,mount,",2","7,",Y,n,y,,E,social,T,female,
4,2,1:37:07 PM,,mount,",5",",8",,,,,B,social,F,male,
4,2,2:11:02 PM,2:11:44 PM,insemination,:0,"8,",n,NA,n,,K,isolated,U,female,
4,2,2:18:27 PM,,mount,",4",",2",,,,,I,isolated,E,male,
4,2,2:24:35 PM,2:25:11 PM,insemination,:1,"9,",n,NA,n,,D,social,V,female,
4,2,2:25:36 PM,,mount,",3",",8",,,,,L,isolated,F,male,
4,2,2:34:05 PM,,mount,:1,",",n,NA,y,NEED TO EXCLUDE FROM NETWORK BECASE WE DON'T KNOW THE FEMALE,D,social,NA,female,
4,2,2:38:16 PM,,mount,",6",",1",,,,,C,social,J,male,
4,2,2:39:16 PM,,mount,",3",0:00,n,NA,y,,L,isolated,W,female,
4,2,2:39:33 PM,,mount,",1",",6",,,,,J,isolated,C,male,
4,2,3:19:16 PM,,mount,:0,"6,",y,n,y,,K,isolated,S,female,
4,2,3:23:15 PM,,mount,",1",",6",,,,,J,isolated,C,male,
4,2,3:24:25 PM,,mount,",1",",6",,,,,J,isolated,C,male,
4,2,3:24:29 PM,,mount,",6",",1",,,,,C,social,J,male,
4,2,3:37:45 PM,,mount,",6",",1",,,,,C,social,J,male,
4,2,3:38:28 PM,,mount,",1",1:00,y,n,y,,J,isolated,X,female,
4,2,3:39:31 PM,,mount,",1",",6",,,,,J,isolated,C,male,
4,2,3:39:56 PM,3:40:38 PM,insemination,",1",1:00,y,n,n,,J,isolated,X,female,
4,2,3:42:33 PM,,mount,",6","2,",y,n,y,,C,social,O,female,
5,1,8:10:30 AM,8:11:02 AM,insemination,",0","4,",y,n,n,,A,social,Q,NA,female
5,1,9:38:01 AM,,mount,",0","2,",y,n,n,,A,social,O,NA,female
5,1,1:29:52 PM,1:30:42 PM,insemination,",4",1:00,y,n,n,,D,social,X,NA,female
5,1,12:39:39 PM,12:40:06 PM,insemination,",6","4,",y,n,n,,H,isolated,Q,NA,female
5,1,8:02:24 AM,8:04:36 AM,insemination,",7",1:00,n,NA,n,,L,isolated,X,NA,female
5,1,12:31:18 PM,12:32:42 PM,insemination,",1","0,",y,n,,,C,social,M,NA,female
5,1,2:53:11 PM,,mount,",3",4:00,n,NA,y,,G,isolated,W,NA,female
5,1,8:19:44 AM,,mount,",5",4:00,n,NA,y,,E,social,W,NA,female
5,1,9:12:37 AM,9:13:11 AM,insemination,",8",4:00,n,NA,n,,J,isolated,W,NA,female
5,1,12:37:52 PM,,mount,",8",4:00,,,,,J,isolated,W,NA,female
5,1,8:07:40 AM,,insemination,:7,4:00,n,NA,n,,B,social,W,NA,female
5,1,8:50:15 AM,8:51:09 AM,insemination,:7,4:00,n,NA,n,,B,social,W,NA,female
5,1,8:09:13 AM,,mount,",1","3,",y,y,NA,,C,social,P,NA,female
5,1,8:35:16 AM,,mount,",3",7:00,n,NA,y,,G,isolated,N,NA,female
5,1,8:36:41 AM,8:37:41 AM,insemination,",3",7:00,n,NA,n,,G,isolated,N,NA,female
5,1,11:25:40 AM,,mount,",3",7:00,n,NA,y,,G,isolated,N,NA,female
5,1,1:39:48 PM,1:41:23 PM,insemination,",6","7,",y,n,n,,H,isolated,T,NA,female
5,1,11:40:30 AM,11:42:40 AM,insemination,",6","8,",y,n,n,,H,isolated,U,NA,female
5,1,11:46:31 AM,11:47:01 AM,insemination,",6","8,",y,n,n,,H,isolated,U,NA,female
5,1,1:54:30 PM,,mount,",6","8,",y,n,y,,H,isolated,U,NA,female
5,1,2:50:00 PM,,mount,",6",7:00,n,NA,y,,H,isolated,N,NA,female
5,1,2:34:25 PM,,mount,",6","6,",n,NA,y,,H,isolated,S,NA,female
5,1,8:51:39 AM,,mount,",8",",0",,,,,J,isolated,A,NA,male
5,1,11:36:49 AM,,mount,",8",",5",,,,,J,isolated,E,NA,male
5,1,2:31:50 PM,,mount,:1,"6,",n,NA,y,,K,isolated,S,NA,female
5,1,1:44:48 PM,,mount,",6","7,",n,NA,y,,H,isolated,T,NA,female
5,1,8:05:51 AM,,mount,:1,",0",,,,,K,isolated,A,NA,male
5,1,10:12:46 AM,,mount,",4",",0",,,,,D,social,A,NA,male
5,1,10:34:00 AM,,mount,",4",",0",,,,,D,social,A,NA,male
5,1,11:38:05 AM,,mount,",4",",0",,,,,D,social,A,NA,male
5,1,11:38:27 AM,,mount,",4",",0",,,,,D,social,A,NA,male
5,1,12:43:31 PM,,mount,",4",",0",,,,,D,social,A,NA,male
5,1,8:37:24 AM,,mount,",7",",0",,,,,L,isolated,A,NA,male
5,1,8:38:07 AM,,mount,",7",",0",,,,,L,isolated,A,NA,male
5,1,8:39:59 AM,,mount,",7",",0",,,,,L,isolated,A,NA,male
5,1,8:44:55 AM,,mount,",7",",0",,,,,L,isolated,A,NA,male
5,1,8:45:11 AM,,mount,",7",",0",,,,,L,isolated,A,NA,male
5,1,8:46:11 AM,,mount,",7",",0",,,,,L,isolated,A,NA,male
5,1,8:46:52 AM,,mount,",7",",0",,,,,L,isolated,A,NA,male
5,1,8:49:04 AM,,mount,",7",",0",,,,,L,isolated,A,NA,male
5,1,10:10:17 AM,,mount,",7",",0",,,,,L,isolated,A,NA,male
5,1,8:45:17 AM,,mount,",8",",7",,,,,J,isolated,L,NA,male
5,1,8:05:27 AM,,mount,",9",",0",,,,,F,social,A,NA,male
5,1,8:22:14 AM,,mount,",9",",0",,,,,F,social,A,NA,male
5,1,9:39:03 AM,,mount,:0,",0",,,,,I,isolated,A,NA,male
5,1,9:39:51 AM,,mount,:0,",0",,,,,I,isolated,A,NA,male
5,1,10:07:06 AM,,mount,:0,",0",,,,,I,isolated,A,NA,male
5,1,10:09:07 AM,,mount,:0,",0",,,,,I,isolated,A,NA,male
5,1,8:41:50 AM,,mount,:1,",0",,,,,K,isolated,A,NA,male
5,1,8:44:04 AM,,mount,:1,",0",,,,,K,isolated,A,NA,male
5,1,8:44:27 AM,,mount,:1,",0",,,,,K,isolated,A,NA,male
5,1,8:46:42 AM,,mount,:1,",0",,,,,K,isolated,A,NA,male
5,1,8:49:43 AM,,mount,:1,",0",,,,,K,isolated,A,NA,male
5,1,12:19:50 PM,,mount,:1,",6",,,,,K,isolated,H,NA,male
5,1,,,mount,",3",",1",,,,Jack accidentally deleted the time and saved,G,isolated,C,NA,male
5,1,3:18:51 PM,,mount,",3","0,",n,NA,y,,G,isolated,M,NA,female
5,1,1:21:04 PM,1:21:45 PM,insemination,",1","6,",n,NA,n,,C,social,S,NA,female
5,1,8:35:40 AM,8:36:04 AM,insemination,",1","7,",y,n,n,,C,social,T,NA,female
5,1,9:23:29 AM,,mount,",7",",4",,,,,L,isolated,D,NA,male
5,1,8:16:16 AM,,mount,",0","4,",y,n,y,,A,social,Q,NA,female
5,1,8:03:45 AM,8:04:50 AM,insemination,",1","9,",n,NA,n,,C,social,V,NA,female
5,1,8:48:19 AM,,mount,",8",",7",,,,,J,isolated,L,NA,male
5,1,8:06:50 AM,,mount,:0,",5",,,,,I,isolated,E,NA,male
5,1,12:21:31 PM,,mount,:0,",5",,,,,I,isolated,E,NA,male
5,1,9:17:58 AM,,mount,:0,",7",,,,,I,isolated,L,NA,male
5,1,9:18:40 AM,,mount,:0,",7",,,,,I,isolated,L,NA,male
5,1,10:42:09 AM,,mount,:7,",5",,,,,B,social,E,NA,male
5,1,2:49:28 PM,,mount,:7,",5",,,,,B,social,E,NA,male
5,2,10:17:58 AM,,mount,:7,",5",,,,,B,social,E,NA,male
5,2,2:14:50 PM,,mount,:7,",5",,,,,B,social,E,NA,male
5,1,8:02:38 AM,,mount,:1,",7",,,,"while ,7 on 1:",K,isolated,L,NA,male
5,1,1:51:47 PM,,mount,",6",1:00,n,,y,,H,isolated,X,NA,female
5,1,8:18:02 AM,,mount,",8",",9",,,,,J,isolated,F,NA,male
5,1,8:19:02 AM,,mount,",8",",9",,,,,J,isolated,F,NA,male
5,1,11:51:51 AM,,mount,",9",",7",,,,,F,social,L,NA,male
5,1,8:09:30 AM,,mount,",9",",8",,,,"while ,8 on 7,",F,social,J,NA,male
5,1,9:19:05 AM,,mount,:0,",7",,,,,I,isolated,L,NA,male
5,1,10:46:46 AM,,mount,:0,",7",,,,,I,isolated,L,NA,male
5,1,11:34:36 AM,,mount,:0,",8",,,,,I,isolated,J,NA,male
5,1,12:39:18 PM,,mount,:0,",8",,,,,I,isolated,J,NA,male
